Leading.proteins.Positions.within.proteins;log2 daf2_d10_01;log2 daf2_d10_02;log2 daf2_d10_03;log2 daf2_d10_04;log2 N2_d10_01;log2 N2_d10_02;log2 N2_d10_03;log2 N2_d10_04; -Log Student's T-test p-value daf2_d10_N2_d10;Student's T-test q-value  daf2_d10_N2_d10; Student's T-test Difference  daf2_d10_N2_d10;Student's T-test Test statistic  daf2_d10_N2_d10;Sign p-val: 0.05 
Q4TTA9(60);21,5755;21,0953;21,1371;18,2375;18,2396;19,3531;20,4147;18,7896;0,713893;0,226022;1,31213;1,46509;
Q965K3(69);25,6177;25,9799;24,0601;23,7728;20,9624;18,6149;17,6291;19,1857;3,1872;0,0022349;5,75962;6,46475;+
Q688A5(71);18,5483;19,66;19,2371;20,3787;21,3916;21,68;23,1698;22,0735;2,52169;0,00813197;-2,62275;-4,79756;+
Q9BL66(180);18,4109;20,5163;17,5352;19,8368;24,0474;24,7681;25,1235;24,1107;3,54086;0,00104889;-5,4376;-7,51293;+
H2KZN1(10);19,529;19,986;20,3414;18,4414;20,5676;18,5365;20,4484;18,0981;0,076428;0,807386;0,16179;0,21266;
X5M917(14);19,4079;19,0736;20,4385;18,8103;18,3137;19,5042;21,9766;19,1177;0,128031;0,705467;-0,295504;-0,341068;
H2KZR4(343);20,3224;19,2251;18,6272;20,2434;24,1312;23,9671;23,4399;24,0555;4,18045;0,00048;-4,29389;-9,77332;+
H2KZR4(386);19,6992;20,4266;19,1835;19,354;19,0745;20,0619;21,8605;19,1474;0,209034;0,587025;-0,370255;-0,525673;
H2KZR4(270);23,8563;24,4192;24,0853;22,0983;23,304;23,2241;23,2926;22,7019;0,394712;0,409505;0,484129;0,899615;
H2KZT9(308);26,2308;26,6201;27,5149;27,8867;28,5818;28,8533;27,9082;27,5387;1,25486;0,0800959;-1,15742;-2,36884;
H2L023(196);24,4336;25,0712;24,7056;24,3354;24,6499;23,5544;22,0687;22,3801;1,27665;0,076378;1,47317;2,40563;
H2L023(105);20,5183;20,5378;17,5656;18,961;19,0501;20,966;19,1523;18,6027;0,0181044;0,949166;-0,047153;-0,0533697;
H2L023(9);22,7064;22,3079;23,8018;21,6411;25,2923;26,576;26,844;25,7805;3,04736;0,00292427;-3,50889;-6,08384;+
H2L023(306);19,3693;17,0863;19,5327;19,3282;19,3082;20,5947;21,2447;20,1459;1,09615;0,108948;-1,49423;-2,10304;
H2L028(74);19,1842;19,1321;20,7676;19,6226;19,4863;20,0469;18,9826;21,0442;0,138565;0,687406;-0,21336;-0,366127;
H2L034(597);19,955;21,1037;20,3216;20,6158;20,7018;18,7406;18,5331;19,1862;1,16086;0,097775;1,20861;2,21102;
H2L034(371);20,5832;19,2752;17,8596;18,7002;18,9731;17,6724;21,1231;20,4944;0,187565;0,61243;-0,461219;-0,478422;
H2L034(476);16,1335;18,7536;19,6004;19,782;24,2301;26,0778;25,8649;24,5189;3,32679;0,00190943;-6,60556;-6,86334;+
H2L048(7);20,9367;20,6365;19,4127;20,4644;18,7451;17,9387;20,2445;20,6855;0,634406;0,264028;0,959126;1,3293;
H2L048(338);23,0341;24,504;23,8662;24,0535;20,2194;21,139;18,89;19,6581;3,33414;0,00192395;3,88783;6,88485;+
H2L048(380);21,3716;18,9708;17,4581;20,7521;19,1075;17,4772;20,5499;19,1613;0,205962;0,59119;0,564162;0,518977;
H2L048(382);20,3918;19,3384;19,84;19,5316;21,0014;18,1969;17,6301;20,2685;0,242155;0,548739;0,501207;0,596584;
Q8MXS5(484);19,0663;18,2373;19,244;19,9844;27,0668;26,0908;27,0226;25,5063;5,07552;0;-7,28865;-13,9651;+
H2L0B6(241);19,2976;19,3516;21,9069;18,6542;26,4941;25,4826;27,6895;27,0049;3,69688;0,000859335;-6,86519;-8,01783;+
H2L0C4(405);23,167;23,2186;24,4576;23,5498;26,398;25,2894;26,1483;25,913;3,06403;0,00265835;-2,33893;-6,12832;+
H2L0D1(253);19,2463;19,7448;20,2554;18,8941;18,8155;20,8161;19,6235;20,3243;0,283904;0,509773;-0,359711;-0,682971;
H2L0D3(26);19,2312;18,2576;17,9893;19,1734;20,9041;19,5171;21,0432;18,7956;1,16802;0,0963185;-1,40212;-2,22299;
H2L0D9(105);23,5836;24,5007;25,0556;25,3192;20,3731;18,2565;18,6649;18,3747;4,01077;0,000371134;5,69749;9,12235;+
H2L0D9(108);24,2729;24,5007;25,0556;24,321;19,4114;20,2895;20,4544;20,6974;4,89396;0;4,32439;12,9991;+
H2L0E5(652);19,869;18,2374;21,4383;18,3119;24,1834;23,8232;23,7854;24,1796;2,98285;0,00309658;-4,52876;-5,91401;+
H2L0E5(375);19,0049;19,2804;19,6971;19,3045;20,3265;20,5008;19,4638;20,3668;1,64909;0,0371087;-0,842768;-3,0527;+
H2L0E5(672);20,9971;20,8439;18,4888;19,3506;19,7457;16,0878;19,017;20,3405;0,449734;0,373111;1,12238;1,00199;
Q9N5G9(295);27,0832;25,9351;27,0086;24,9957;24,0738;25,0103;24,7929;24,8204;1,59084;0,0416409;1,58131;2,94876;+
H2L0G5(834);21,784;22,9786;23,1214;22,6767;25,0163;25,0816;25,3682;25,1607;3,72957;0,000764398;-2,51651;-8,12719;+
H2L0H3(25);18,8235;19,6782;21,6755;19,0977;19,2924;20,1337;20,5253;19,3583;0,00408435;0,989166;-0,0086937;-0,0122288;
H2L0I2(555);20,9346;19,7045;18,5034;19,1802;17,9245;20,9271;20,7541;18,2702;0,0409676;0,895229;0,111708;0,117918;
H2L0I2(1025);19,408;19,0512;18,9892;20,609;20,1295;16,0832;21,8167;18,962;0,0757217;0,809256;0,266497;0,21083;
H2L0I2(2207);21,2619;18,5422;21,6267;18,3643;20,458;19,4987;18,9507;18,8796;0,212689;0,581815;0,502037;0,533613;
H2L0I2(1523);20,5414;17,9877;20,9968;20,594;18,4741;18,5551;18,9894;20,2534;0,560066;0,301622;0,961987;1,19996;
H2L0I2(612);21,1716;20,9361;21,7823;22,7925;20,6875;18,2473;20,7654;18,2152;1,41243;0,0597309;2,19178;2,63715;
H2L0I2(133);19,2131;19,9134;19,8576;20,7308;18,1583;20,1747;20,0245;18,0405;0,595628;0,282909;0,82924;1,26217;
H2L0I2(1777);21,5964;21,0917;18,8174;21,5939;18,3688;19,8097;20,7415;20,6068;0,470992;0,356081;0,893172;1,04082;
Q22095(331);25,1552;23,2645;23,6553;24,5884;18,4104;19,7248;20,0143;20,8681;3,23867;0,00205594;4,41147;6,60951;+
H2L0K8(246);21,9076;20,6556;20,7838;18,5399;20,4505;18,2496;19,7265;20,3222;0,398572;0,407399;0,784469;0,906894;
Q9GZI3(690);18,7878;16,8672;19,2091;18,4857;18,8392;18,7916;17,8388;19,3038;0,241829;0,548673;-0,355881;-0,595897;
H2L0R6(207);20,8199;18,193;20,6808;19,8918;19,7185;20,2596;19,924;19,6237;0,00807636;0,977711;0,0149164;0,0240726;
H2L0R6(248);24,5682;25,6726;25,5548;27,3462;19,1541;17,9269;19,3298;16,283;3,8018;0,00065374;7,61205;8,37335;+
H2L0R6(258);20,8882;19,0924;20,4745;20,7173;20,5024;20,5721;20,587;19,699;0,0351502;0,908801;-0,0470147;-0,101774;
U4PC11(162);18,6319;18,7081;20,971;19,0677;21,0084;20,427;17,5775;17,5485;0,0680608;0,827418;0,204325;0,190837;
O18688(334);21,1111;20,4117;18,8389;19,5857;19,3996;19,6778;19,2205;20,0812;0,313596;0,479843;0,392077;0,742652;
O18688(110);20,0794;18,3683;18,0696;19,6815;16,2102;20,369;19,1976;19,2548;0,105772;0,749425;0,29177;0,286897;
H8W3X0(190);17,2929;20,1062;18,1022;19,212;19,8349;20,3933;20,6711;20,0596;1,28721;0,075079;-1,5614;-2,42351;
H9G2R5(26);19,0605;20,6535;18,4693;21,3727;20,4622;20,0619;19,133;17,4467;0,264804;0,529213;0,613034;0,64383;
H9G2R5(36);18,7187;21,6855;21,7513;21,1413;19,7068;18,8806;19,0943;17,3645;1,2543;0,0801945;2,06264;2,3679;
Q21032(198);19,6112;19,3953;20,3228;18,0168;19,1113;20,441;17,8554;19,5912;0,0416729;0,89448;0,0867953;0,119863;
Q21032(141);20,121;21,0517;19,8951;20,5015;16,7744;17,8757;20,6818;19,2322;1,02448;0,126271;1,75132;1,98383;
I2HA98(44);17,3074;20,4318;19,9319;18,3599;20,546;19,8121;19,8322;19,8941;0,65819;0,252904;-1,01335;-1,37017;
I2HA98(93);17,597;19,4804;20,6119;17,3448;23,9772;23,5414;24,8484;23,3062;3,03979;0,0028974;-5,15976;-6,06374;+
I2HA98(394);20,5473;18,8435;18,053;18,9717;19,957;16,8568;19,2438;19,815;0,0536537;0,862494;0,13571;0,15251;
I2HAF4(22);26,7085;26,1172;28,2031;27,1608;24,5727;26,4144;26,5203;26,6137;0,762889;0,206514;1,01709;1,54784;
I2HAF4(18);28,9706;28,2156;28,718;28,1642;28,8203;28,4431;25,8659;27,7574;0,537904;0,314577;0,79542;1,16085;
I2HAF4(3);25,7919;26,5525;25,3806;24,3415;25,5193;26,5543;26,7446;25,3305;0,390862;0,412058;-0,520545;-0,892341;
I2HAJ2(17);19,7503;21,0624;18,8677;20,182;17,7525;18,4078;19,6949;18,0465;1,26217;0,0788958;1,49018;2,38117;
I2HAJ2(4);19,6513;18,8552;20,6306;20,6512;18,0398;20,048;19,5191;18,9663;0,628835;0,26637;0,803751;1,3197;
K7ZUH9(80);20,5848;20,1837;17,4635;19,4018;25,1776;25,3746;25,6027;25,3892;3,85398;0,000694118;-5,97754;-8,55517;+
K7ZUH9(37);20,0058;18,5912;21,2942;20,108;20,887;20,1387;19,5196;20,7541;0,20235;0,594804;-0,325068;-0,511077;
Q6A582(251);19,8313;21,0607;21,4521;20,4679;16,2185;19,7096;19,812;18,268;1,28357;0,0756382;2,20096;2,41735;
K8F801(1704);21,5608;19,7274;19,3446;19,6352;19,1139;20,2074;20,8603;17,4452;0,308673;0,4839;0,660318;0,732848;
K8FDX2(266);22,0351;22,9814;22,9758;23,7478;18,6376;19,3095;19,5379;18,2292;3,88558;0,000719512;4,00652;8,66692;+
K8FDZ1(1155);22,5571;23,333;22,9381;21,3822;20,027;19,6703;17,9732;19,4139;2,74649;0,00500127;3,28148;5,32143;+
K8FDZ1(1156);24,8659;23,333;25,7644;24,2423;19,8807;18,9862;17,7976;18,3273;3,84338;0,000688047;5,80347;8,51798;+
L8E833(293);20,5389;18,8528;21,2348;19,6844;18,0598;19,1143;19,0463;18,5;1,29527;0,0746122;1,39766;2,43715;
L8E833(401);27,1259;26,7992;29,6651;26,9343;34,4591;31,811;31,7194;32,4938;2,75874;0,00482353;-4,98967;-5,35107;+
L8E833(104);20,9631;21,231;23,1787;21,6061;23,4844;23,857;24,2304;23,6797;2,134;0,0154662;-2,06813;-3,9726;+
L8E833(106);18,2113;19,5225;20,1327;18,6987;19,3449;18,2856;19,094;20,227;0,0583189;0,850439;-0,09654;-0,165028;
L8E833(236);17,9375;20,987;18,2636;18,8988;24,3895;24,7059;25,1254;25,5894;3,72002;0,000758442;-5,93082;-8,09512;+
L8E833(251);25,5862;25,6882;25,6748;24,1669;18,0407;19,5598;19,2987;16,8847;4,10713;0,000428571;6,83303;9,48711;+
L8E833(258);23,1896;24,1011;24,7018;23,1269;20,0193;18,9986;20,6419;17,6995;2,99489;0,00305988;4,44001;5,94544;+
L8E833(289);24,2722;23,5014;23,9247;25,3675;21,1089;17,7811;19,9942;19,6727;2,93637;0,00332759;4,62721;5,79387;+
L8EC34(297);20,6149;19,3024;19,5213;19,9032;17,4203;18,5292;18,3994;19,9014;1,13774;0,101648;1,27289;2,17239;
M1Z854(255);25,1895;24,7598;25,5455;25,1568;21,3026;21,7734;19,6956;20,2792;3,92488;0,000613419;4,40019;8,80769;+
M1Z854(341);18,6301;21,6789;20,3209;17,99;20,507;17,9028;18,0941;16,322;0,563499;0,300547;1,44849;1,206;
M1Z854(88);21,2938;20,9688;20,7148;17,9281;20,7028;20,8281;20,268;19,5622;0,0482587;0,877745;-0,113933;-0,137899;
N1NSD4(31);19,1466;17,7644;19,7001;20,1994;23,223;22,7032;24,4482;23,9426;3,2764;0,0019278;-4,37663;-6,71726;+
O01477(84);17,8276;19,5994;18,9222;21,7293;23,4374;23,6132;23,0744;21,9769;2,09491;0,0163397;-3,50585;-3,89428;+
O01485(1824);17,8106;16,7332;18,6135;21,4923;17,0924;20,3874;19,4494;16,8017;0,0603829;0,845107;0,22969;0,170533;
O01498(161);27,5408;27,2395;28,5219;26,1973;28,8327;29,6292;28,8785;29,3406;1,88339;0,0239143;-1,79538;-3,48391;+
O01498(281);21,312;18,7563;20,2194;20,276;19,1367;20,1626;18,7903;19,7519;0,513926;0,327823;0,680545;1,11819;
O01498(137);24,8328;23,286;26,0296;23,3069;19,4738;21,1047;20,675;20,8497;2,64595;0,00587081;3,83799;5,08263;+
O01504(49);19,2768;20,6323;20,8261;17,2254;18,8157;20,6029;20,8623;19,6161;0,200721;0,596227;-0,484085;-0,507505;
O01504(59);23,3432;23,1364;22,4133;24,4269;20,9363;20,5925;21,3862;20,0116;2,66224;0,00578744;2,59829;5,12081;+
O01504(84);24,0772;23,8915;23,3848;23,9612;18,4267;19,8;17,9711;18,115;4,64831;0,000440678;5,25049;11,7915;+
O01504(61);24,0665;23,6812;24,5275;25,5855;19,3317;20,3979;18,1846;17,7582;3,5903;0,00110539;5,5471;7,66993;+
O01541(748);19,5918;19,8774;17,8566;21,7037;20,0984;21,6982;19,2755;21,4827;0,396572;0,408168;-0,881328;-0,903124;
O01542(98);19,0435;18,8856;21,1955;19,7271;19,6585;17,9846;19,763;17,693;0,582176;0,290547;0,938146;1,23871;
O01576(569);17,7468;18,1646;20,2337;20,0547;18,4378;19,276;18,7068;18,9512;0,116092;0,729408;0,207006;0,312227;
O01576(630);17,2742;20,6414;19,4443;18,3208;18,9974;20,7015;19,8961;18,0934;0,218756;0,57472;-0,501919;-0,546727;
O01577(130);24,3031;25,3551;23,5707;24,3356;24,0427;25,6224;24,4393;25,376;0,401623;0,405414;-0,478965;-0,912636;
O01591(59);18,906;19,5773;19,6912;17,4782;19,8078;19,4387;18,4365;20,0809;0,36711;0,429078;-0,527799;-0,847099;
O01615(39);20,5826;17,3538;20,7006;20,6452;16,8142;19,8461;19,5486;18,1752;0,523946;0,321974;1,22455;1,13606;
O01615(107);20,6603;20,1709;18,5043;20,8045;18,7103;20,539;20,5252;19,8283;0,070512;0,821145;0,134325;0,197262;
O01615(132);17,0964;18,7545;19,6975;19,0239;19,9773;20,7462;19,0667;20,1883;1,07516;0,11408;-1,35155;-2,0681;
O01634(400);20,2048;19,1306;21,2786;18,7128;23,4635;23,1394;22,8387;23,0559;2,85203;0,00393496;-3,29264;-5,58047;+
O01634(393);24,3214;23,8748;25,0342;23,9473;27,3561;28,1397;27,8615;27,9433;4,53377;0,000353741;-3,53066;-11,265;+
O01634(183);20,0942;20,4529;19,9388;18,2986;19,4729;20,298;19,265;18,1112;0,254689;0,538159;0,409336;0,622847;
O01681(240);25,54;25,7674;27,0761;25,598;16,8352;20,9418;20,2942;20,2316;3,17985;0,00222371;6,41965;6,44428;+
O01692(128);19,9877;19,8691;20,5275;21,5646;19,0458;19,849;19,8309;20,1929;0,82954;0,181494;0,757586;1,65959;
O01692(72);17,5535;19,2789;18,8905;18,5078;23,1871;24,0834;22,1521;21,8365;3,28466;0,00193829;-4,25711;-6,74103;+
O01692(32);18,8391;20,4063;17,7527;18,9448;22,5286;23,1061;22,7036;23,3081;3,32074;0,00189159;-3,92589;-6,84566;+
O01692(110);18,2178;20,747;19,9952;18,4592;19,0994;20,5256;18,6206;17,5691;0,18115;0,621197;0,401086;0,464086;
O01692(19);24,1537;25,0774;25,2885;24,0625;20,3282;20,5419;18,0258;20,1996;3,47873;0,00111253;4,87166;7,31938;+
O01761(2325);19,6394;20,1769;18,4869;18,0473;17,602;20,0258;18,3932;21,3496;0,0958246;0,769688;-0,255028;-0,262112;
O01802(32);25,7174;25,0883;24,8953;23,0581;19,1152;16,0393;22,0957;18,2767;2,25405;0,0128479;5,80807;4,21838;+
O01802(52);20,2126;20,6117;21,2374;22,8969;18,1548;19,3659;18,0274;19,1905;2,01194;0,0181681;2,55501;3,73069;+
O01802(74);19,2749;19,4952;20,8533;19,6049;18,0808;19,0545;20,8534;18,4453;0,439447;0,3804;0,698571;0,983063;
O01802(144);18,6627;19,4475;19,481;19,2243;21,2726;18,1634;21,4689;20,8032;0,762771;0,206431;-1,22315;-1,54764;
O01802(123);20,5597;18,827;20,3649;19,9784;19,641;18,894;19,8602;19,8269;0,363514;0,432159;0,376994;0,840194;
O01802(62);17,1176;20,7777;19,408;18,0395;20,36;17,9223;18,8954;18,0498;0,00991836;0,972515;0,028831;0,0295022;
O01802(120);19,7197;19,5836;19,9798;19,2245;17,8232;20,2146;20,0424;19,3438;0,187386;0,612628;0,270931;0,478022;
O01805(50);21,333;20,7183;18,5259;16,9833;19,2845;19,3906;21,7372;19,6128;0,211683;0,583257;-0,616124;-0,531431;
O01805(16);19,6182;21,4388;20,7977;19,7249;22,0181;21,6826;21,7909;21,5301;1,6326;0,0383306;-1,36054;-3,02316;+
O01805(13);18,0796;16,7021;15,968;21,1013;18,578;16,8765;18,7802;17,8972;0,0196935;0,947293;-0,0702736;-0,0579544;
O01806(15);21,6218;18,2613;19,1105;20,0553;24,7487;25,5504;24,3046;24,2282;3,13845;0,00239216;-4,94576;-6,32993;+
O01806(108);20,2578;20,4109;17,8118;20,1862;22,9613;23,0447;24,0357;24,0359;2,85903;0,00396721;-3,85276;-5,59796;+
O01806(220);23,1567;23,0038;23,1959;22,0599;18,0255;21,0822;19,8214;21,1854;1,94778;0,0208608;2,82547;3,60654;+
O01812(38);18,6646;19,232;18,578;20,6791;18,1353;19,4044;19,0935;18,4725;0,398283;0,407458;0,51199;0,90635;
O01812(22);19,423;19,1538;20,3945;20,1443;19,8053;18,4749;21,9036;17,2955;0,151721;0,666414;0,409049;0,396939;
O01868(96);20,4789;18,9312;21,912;18,5602;19,647;18,5474;18,3403;19,7441;0,480809;0,349166;0,900875;1,05863;
O01869(30);24,2387;22,1634;22,1998;23,5108;18,6046;18,9581;16,9002;19,8767;2,82717;0,00404301;4,44327;5,51866;+
O01869(45);19,7913;20,6018;20,257;21,5233;19,9329;20,5882;17,3937;17,7711;0,953295;0,142791;1,6219;1,86561;
O01869(48);20,1833;21,341;19,6391;19,5986;17,2775;21,1098;18,3301;18,1688;0,788732;0,196082;1,46894;1,59126;
O01869(125);32,3373;33,198;32,3204;31,6386;31,1672;31,5308;32,0505;31,7115;1,06895;0,115608;0,758548;2,05776;
O01869(57);19,9533;19,1906;19,5653;18,7293;22,6124;22,0078;21,3256;22,4205;3,39536;0,00117694;-2,73194;-7,0662;+
O01869(93);25,2633;27,7465;24,7326;23,559;21,4821;21,2167;21,171;19,4177;2,38646;0,0105038;4,50347;4,49926;+
O01869(95);21,2404;18,4433;19,3286;19,9048;19,1231;21,1817;18,8186;20,7585;0,107307;0,746527;-0,241191;-0,290689;
O01869(25);19,434;18,3659;21,6377;20,5506;17,4774;20,2644;19,3324;18,8123;0,515669;0,326949;1,02541;1,1213;
O01893(308);19,0218;17,2163;20,2807;20,2837;19,2141;20,9056;19,2571;17,4404;0,00122116;0,996872;-0,00371647;-0,0036682;
O01893(641);24,6787;24,1093;24,8984;24,5967;26,5508;27,2582;27,1613;26,1226;3,3699;0,00163922;-2,20242;-6,99032;+
O01927(505);18,6081;19,8598;19,318;20,6521;20,7623;19,186;18,7274;19,3126;0,0648522;0,83426;0,112449;0,182385;
O01927(35);24,1857;23,0415;25,415;24,6071;25,6089;27,2342;26,7824;27,4822;2,05561;0,0172758;-2,46459;-3,81634;+
O01927(5);24,8982;24,0738;24,2662;24,4787;25,7645;25,8109;26,5578;25,8384;3,03189;0,00289297;-1,56367;-6,0428;+
O01963(457);20,08;19,302;18,8666;19,3975;23,064;23,1301;23,7896;23,3314;4,9078;0;-3,91723;-13,0704;+
O02051(190);19,851;21,443;20,8359;19,5312;22,8342;21,716;23,6407;23,4672;2,16377;0,0146875;-2,49926;-4,0328;+
O02056(274);19,5375;20,1813;20,4221;20,8184;21,0092;18,4129;18,0128;19,378;0,700461;0,231903;1,03657;1,44229;
O02056(238);20,5031;18,8466;20,1856;18,5213;20,0942;20,7454;19,4135;18,5132;0,0949006;0,771058;-0,17745;-0,259791;
O02056(13);19,5254;20,8956;19,0308;19,4721;19,6219;20,8789;18,9249;18,9286;0,0841684;0,791362;0,142394;0,232579;
O02056(300);22,0888;22,1918;21,3351;21,3635;18,6131;20,3822;20,9133;18,942;1,83091;0,0263866;2,03216;3,38535;+
O02082(153);26,2049;26,0806;27,5625;26,2979;21,0462;18,5319;19,9548;19,5409;4,43828;0,000311377;6,76803;10,8426;+
O02092(135);17,291;20,1999;18,148;19,0724;18,2871;19,6225;21,1009;19,4041;0,497019;0,338961;-0,925838;-1,08788;
O02115(165);20,8637;19,4851;19,122;18,6099;20,4647;20,2485;19,4358;19,4011;0,273553;0,520204;-0,367371;-0,661835;
O02115(13);18,9882;20,407;20,6758;18,1602;17,812;20,9405;19,6837;18,9892;0,0823021;0,795814;0,201461;0,227799;
O02155(130);17,4675;20,1359;18,4717;20,1666;19,7839;18,3832;21,0539;16,6603;0,0267628;0,928976;0,0901127;0,0781671;
O02155(116);23,9557;23,0809;22,7866;22,5035;20,6816;18,7522;19,7606;20,4364;2,99465;0,0031151;3,17397;5,9448;+
O02286(64);21,791;19,6611;20,7658;20,6975;16,0215;18,6934;20,1066;20,0354;0,986294;0,136323;2,0146;1,92042;
O02286(12);16,9636;18,4327;21,8406;21,1815;16,3796;19,6199;17,9192;20,7597;0,255415;0,537165;0,935034;0,624358;
O02328(676);20,2315;18,0604;16,5824;18,9358;19,3705;19,1803;18,7146;20,488;0,534446;0,315798;-0,985825;-1,15472;
O02345(377);19,7211;20,2833;20,5499;18,8813;18,4559;17,7908;21,1918;19,2631;0,358136;0,437973;0,683488;0,829837;
O02345(389);17,3694;18,715;20,3564;19,0052;24,4645;23,5893;24,548;24,6161;3,77199;0,000639566;-5,44296;-8,271;+
O02365(256);20,4346;20,173;18,8041;20,0457;20,8913;20,8822;17,8681;19,4763;0,0364758;0,907476;0,0848942;0,105468;
O02365(411);21,2521;21,1586;18,3777;19,5651;19,485;17,5787;20,6044;21,5367;0,0958555;0,770069;0,287178;0,262189;
O02365(378);23,4766;25,4963;23,4715;26,3174;18,4277;19,2374;21,1076;21,481;2,38463;0,0104925;4,62702;4,49531;+
O02495(71);29,4656;29,8004;30,573;28,8015;26,3613;27,0321;26,3035;25,9558;3,54427;0,00105122;3,24696;7,52365;+
O02495(77);22,8648;24,2147;24,0936;22,842;23,3668;22,9133;23,8319;24,2873;0,0717897;0,819006;-0,0960603;-0,200601;
O02495(51);27,1705;27,8202;27,8131;28,1966;29,2604;29,6292;28,5876;27,626;1,09388;0,109339;-1,02572;-2,09926;
O02495(39);25,8526;25,3807;25,9838;24,4132;18,4729;19,8705;20,5322;19,4241;4,33902;0,0005625;5,83267;10,419;+
O02495(44);26,0409;25,984;27,0563;27,6962;17,75;17,2617;20,5655;19,1059;4,0935;0,000420233;8,02358;9,43474;+
O02495(22);20,6044;19,4455;22,6264;22,1646;18,7535;17,9709;17,9544;18,8862;1,97253;0,0199489;2,81897;3,65419;+
O02621(88);19,9312;17,944;20,1456;19,509;19,234;19,485;19,4214;18,2163;0,200378;0,596705;0,293255;0,506752;
O02628(253);18,467;17,6272;19,2838;18,6559;19,7986;19,9945;19,8514;18,6858;1,24725;0,0813179;-1,0741;-2,35602;
O02639(153);21,6884;20,066;21,3809;20,826;19,927;19,9725;20,2598;19,8826;1,43537;0,0565183;0,97986;2,6767;
O02639(92);20,3289;19,3747;19,0895;19,8994;17,5463;19,3702;22,0847;18,6267;0,0967749;0,768092;0,266181;0,264496;
O02640(229);17,6859;20,5602;18,8954;20,5573;21,2451;19,363;21,3596;18,7391;0,332677;0,460828;-0,752017;-0,780325;
O02640(318);19,9576;21,293;20,7356;19,0147;19,7259;19,7644;18,5488;18,7164;0,911791;0,155203;1,06136;1,79664;
O02641(94);20,0354;19,3504;21,0142;21,6801;22,9654;24,0689;24,3138;24,1455;2,85452;0,0039403;-3,35333;-5,58667;+
O02641(104);20,6813;19,4734;20,934;17,9308;23,3001;23,8061;23,6189;22,6515;2,5691;0,00732564;-3,5893;-4,90505;+
O16000(242);20,2137;19,4555;19,4775;17,6395;23,431;23,8713;25,7026;23,5765;3,20262;0,00199322;-4,94877;-6,50786;+
O16000(96);19,5034;19,6951;20,7666;19,3251;23,0236;24,4844;23,4425;24,1308;3,85084;0,000692082;-3,94777;-8,54413;+
Q8MXK1(330);19,835;20,9209;19,1875;18,2808;24,9943;26,39;25,7633;24,8179;3,96238;0,000358804;-5,93535;-8,94389;+
O16297(34);19,6131;18,3889;18,9912;20,621;21,1311;20,4564;20,7174;17,2951;0,195668;0,602817;-0,496481;-0,496383;
O16303(298);20,1206;19,0741;18,8822;19,3342;22,6518;23,3392;23,6574;23,0168;4,46997;0,000333333;-3,81353;-10,9811;+
O16303(374);19,7039;20,3573;19,9366;19,3428;19,0654;19,4102;18,335;19,556;1,12532;0,103906;0,743535;2,15166;
O16303(332);22,2272;22,6938;22,2416;22,8826;26,9831;25,6446;27,468;25,6345;3,66072;0,000837905;-3,92127;-7,89834;+
O16305(22);21,2423;19,6266;20,9125;19,2641;25,4772;24,7385;24,7817;24,7149;3,99233;0,000368601;-4,66672;-9,05396;+
O16305(31);20,6908;19,9101;19,0269;19,9331;20,6;17,8216;20,0648;20,6474;0,0499862;0,87372;0,106782;0,142593;
O16305(76);18,4235;20,3022;18,7031;19,5088;24,6613;25,1789;26,5259;24,6664;4,20327;0,000507042;-6,02372;-9,86394;+
O16305(78);19,5534;20,3244;19,8018;21,7641;26,1725;27,7032;28,2003;27,3088;4,39151;0,000284153;-6,98527;-10,6411;+
O16305(95);23,9579;22,0438;24,3681;24,0502;25,8353;26,981;26,4015;26,139;2,48039;0,00890625;-2,73419;-4,70518;+
O16331(26);19,6631;19,0881;20,5538;17,5965;26,4531;25,1128;25,2129;24,1171;3,5843;0,00109767;-5,99857;-7,65072;+
O16331(709);24,1653;24,3051;24,6319;23,4716;19,1861;20,3075;19,9371;20,1917;4,70763;0,000472727;4,23788;12,0732;+
O16368(261);18,2476;17,5856;20,14;19,494;18,8348;19,4393;20,5393;20,2503;0,610594;0,276107;-0,899094;-1,28816;
O16368(379);16,9639;18,5839;19,6798;21,5093;17,9217;20,9733;21,1406;15,8832;0,0448957;0,885334;0,204514;0,128717;
O16406(193);20,3883;19,5559;18,8212;20,2084;22,9814;23,7365;22,6194;21,8086;2,89223;0,00377191;-3,04303;-5,68147;+
O16454(43);19,7456;18,8249;20,893;21,5346;20,2265;20,1981;20,7586;20,3197;0,0734269;0,815446;-0,126185;-0,204868;
O16517(35);19,5032;19,9534;18,5334;20,9107;19,9452;18,7232;20,1065;19,4971;0,0988218;0,764334;0,157178;0,269619;
O16517(72);20,0363;18,1882;20,0405;19,0793;20,3752;18,1659;18,7832;16,0568;0,444716;0,376457;0,990768;0,992768;
O16517(49);18,9389;17,6134;20,9456;20,3858;19,0269;19,2124;20,8853;18,861;0,00968059;0,973129;-0,0254631;-0,0288025;
Q8MXJ7(299);18,2866;17,2842;20,1947;19,485;20,3734;20,9995;18,2718;20,4173;0,65712;0,253097;-1,20287;-1,36833;
O16541(225);20,6452;18,8968;18,0645;21,4131;19,4542;19,3618;21,0717;20,5158;0,150797;0,66826;-0,345967;-0,394793;
O16547(244);25,3715;25,4839;26,4799;22,3655;22,8995;26,4369;27,8189;26,3136;0,285454;0,508246;-0,942011;-0,68612;
