Leading.proteins.Positions.within.proteins;log2 daf2_d10_01;log2 daf2_d10_02;log2 daf2_d10_03;log2 daf2_d10_04;log2 daf2_d5_01;log2 daf2_d5_02;log2 daf2_d5_03;log2 daf2_d5_04; -Log Student's T-test p-value daf2_d10_daf2_d5;Student's T-test q-value daf2_d10_daf2_d5; Student's T-test Difference daf2_d10_daf2_d5;Student's T-test Test statistic daf2_d10_daf2_d5;Sign p-val: 0.05 
O17218(88);20,4362;21,4251;19,9304;19,6719;19,1232;15,9665;16,3689;16,8905;2,18632;0,0177971;3,27862;4,07871;+
O17218(71);23,5185;23,4081;23,7015;22,1148;23,6393;23,766;23,0128;22,5411;0,0407688;0,905441;-0,0540967;-0,117369;
O17218(19);23,4368;23,8409;24,3546;23,5438;16,289;17,1485;17,3061;19,365;4,02244;0,000842105;6,26688;9,16583;+
O17328(261);21,6628;22,6149;21,7319;20,3031;18,1726;20,0564;18,3603;18,0797;2,32219;0,0140208;2,91096;4,3616;+
O17328(359);21,3658;22,3254;23,5907;23,2136;23,6578;23,0696;24,7221;24,3698;1,12592;0,108939;-1,33093;-2,15267;
O17328(372);19,2263;18,1062;18,391;19,6301;21,0805;18,2525;19,5067;18,4695;0,274488;0,521942;-0,488905;-0,663752;
O17328(352);20,963;17,6426;19,7108;20,6188;18,4905;19,4795;17,9811;17,9856;0,743611;0,213593;1,24959;1,51535;
O17328(257);18,4808;20,8006;17,6658;19,7786;17,2746;18,4935;19,9749;16,4405;0,502067;0,33473;1,13557;1,09695;
O17328(235);19,3566;16,0657;20,7753;17,7811;19,9416;18,2187;15,7044;17,195;0,215909;0,591686;0,729748;0,540583;
O17389(45);18,3244;19,1703;17,2105;18,6304;17,2953;18,4464;17,4097;17,1228;0,735201;0,216655;0,765304;1,50115;
O17389(101);19,2811;19,6049;17,9443;19,7804;19,7715;18,4176;18,0153;17,6857;0,503413;0,333939;0,680198;1,09936;
O17389(80);20,5109;19,25;19,9946;20,702;18,6935;19,9074;16,5485;18,8865;1,07444;0,120529;1,60542;2,06691;
O17389(83);20,2566;18,3185;20,156;18,6512;18,8624;19,4526;16,0637;18,1249;0,655222;0,253017;1,21964;1,36508;
O17389(38);19,4887;17,7465;21,2374;21,0121;15,6087;17,9951;19,5341;19,5235;0,668887;0,246634;1,70585;1,38848;
O17390(102);20,0873;20,0398;21,3124;19,4371;19,8822;18,4868;17,0645;17,9162;1,41842;0,0669844;1,88177;2,64746;
O17397(103);21,6094;20,1196;18,2807;19,0162;17,5018;20,2259;18,2468;19,414;0,42901;0,384404;0,909375;0,963765;
O17397(324);22,6206;24,6973;24,1582;23,9588;24,2563;24,2881;23,4198;23,8171;0,0631568;0,855281;-0,0865893;-0,1779;
O17397(7);20,7214;20,898;21,3627;19,103;18,8551;20,0945;18,0111;18,2198;1,35608;0,0746317;1,7261;2,54057;
O17406(112);20,5951;18,1376;18,9672;19,3526;17,8971;17,1809;17,2564;20,123;0,640348;0,260204;1,14879;1,33953;
O17406(113);18,9554;18,6423;20,3197;19,4028;19,1564;21,336;17,74;16,3368;0,248596;0,551886;0,687737;0,610116;
O17406(125);16,3136;21,4401;19,5602;20,1049;19,8736;18,1716;19,528;19,491;0,0263663;0,936295;0,0886493;0,0770413;
O17406(192);18,9888;17,0985;18,7822;17,0477;19,8302;19,1591;18,3059;16,9746;0,305671;0,490749;-0,588162;-0,726854;
O17406(126);20,0057;18,3382;19,0887;19,8404;18,6772;19,253;15,7154;18,1394;0,783842;0,198798;1,37205;1,58306;
O17406(136);21,0098;19,2888;20,9523;19,2308;20,5188;19,3571;17,4871;17,7335;0,762342;0,206875;1,3463;1,54692;
O17406(104);18,3561;20,6673;20,2072;19,7442;19,9635;19,7112;18,4415;16,8111;0,533441;0,315215;1,01187;1,15293;
O17406(84);20,0852;18,9125;20,4602;18,6545;18,5082;18,1405;18,9459;17,4349;1,23583;0,0912659;1,2707;2,33679;
O17524(75);21,0816;18,7748;20,6767;21,6595;20,0449;15,3141;14,4215;18,4664;1,26622;0,0860992;3,48642;2,38801;
O17599(170);19,6331;20,8222;16,8664;17,6951;17,1313;18,7313;20,3663;20,7866;0,156012;0,684341;-0,499704;-0,40688;
O17607(24);21,4854;22,6981;20,6307;21,0122;15,8711;18,9989;17,0065;18,5163;2,41829;0,0111144;3,8584;4,56841;+
O17680(381);21,564;18,6634;20,1623;21,5159;16,9785;17,9138;19,3726;19,3279;1,21989;0,0931539;2,07822;2,30997;
O17682(193);20,9381;18,8606;19,9424;17,8356;20,438;16,9494;17,8051;18,8947;0,376669;0,423162;0,872392;0,865382;
O17687(194);17,7002;17,8958;20,3755;18,0192;17,8857;19,7742;18,1504;18,5113;0,0379177;0,911483;-0,0827184;-0,109477;
O17687(503);21,7981;18,5147;18,6677;19,4157;29,566;28,6236;27,1812;27,8885;4,11784;0,000622222;-8,71578;-9,52845;+
O17687(133);18,8437;17,5911;19,5762;21,0867;18,3393;17,6751;17,4662;19,9665;0,442002;0,374653;0,912642;0,987773;
O17687(356);20,7595;17,6505;18,0829;17,4657;17,5355;16,1232;18,8608;18,3737;0,336016;0,46296;0,766355;0,786866;
O17687(460);21,0026;18,5136;20,3572;20,9757;15,7468;20,7592;19,4315;20,948;0,311757;0,485048;0,99093;0,738994;
O17687(135);20,7682;19,8858;20,017;17,5003;19,5228;18,7832;17,8859;18,2426;0,547988;0,306428;0,934215;1,17868;
O17687(394);24,8892;26,0467;24,6876;24,3825;25,3447;25,3629;25,7402;25,0568;0,42773;0,384613;-0,37466;-0,961391;
O17687(400);18,7769;18,7725;18,2524;17,892;16,1883;17,7975;16,6699;18,1728;1,25436;0,0881693;1,21634;2,36801;
O17687(375);25,7963;24,6588;23,8436;26,2701;20,1996;18,8922;16,2923;17,0327;3,28629;0,00156352;7,03799;6,74572;+
O17687(454);23,6607;23,8825;25,6205;22,26;25,6466;25,5865;22,9827;24,7883;0,429614;0,384294;-0,895125;-0,964883;
O17687(239);17,4245;19,5921;18,4521;19,3419;17,607;20,2305;19,4209;19,8405;0,31864;0,479409;-0,572085;-0,752659;
O17687(260);21,1339;18,2895;21,758;17,7962;19,8798;19,3695;15,7581;19,6813;0,326717;0,472068;1,07222;0,768611;
O17687(552);21,2284;20,5109;20,1825;19,483;17,2881;17,2382;18,8996;19,4315;1,73252;0,0393413;2,13686;3,20371;+
O17687(15);18,0042;19,095;17,0033;16,0797;18,0578;19,3348;17,4226;17,7176;0,322161;0,4762;-0,587626;-0,759626;
O17687(20);19,4604;19,3986;20,6686;17,2884;18,2543;17,8097;17,8795;20,443;0,266297;0,532319;0,607388;0,646913;
O17695(89);21,8621;19,5504;21,2023;19,9231;19,8629;18,8987;16,8532;18,3212;1,38522;0,0716054;2,15047;2,59042;
O17742(42);19,1879;18,9635;18,9008;17,6487;19,5531;15,7889;16,5682;18,9827;0,434629;0,380397;0,952032;0,974166;
O17759(536);20,5276;18,3016;20,2172;19,9356;20,3267;18,1084;16,1288;16,8149;0,921647;0,157373;1,90079;1,81303;
O17759(259);21,6622;18,3165;19,2398;20,8549;20,0268;20,7227;15,9473;18,9665;0,368309;0,430649;1,10253;0,849398;
O17773(198);17,3611;17,549;18,1672;19,2043;16,9708;17,0956;19,5471;17,3332;0,176305;0,650661;0,333746;0,453191;
O17785(263);19,5447;19,9773;18,1771;18,6045;20,5686;21,4906;21,7538;20,9443;2,28667;0,0148669;-2,11341;-4,2866;+
O17785(503);20,6443;18,4771;19,0924;18,5803;19,5002;19,121;19,1996;17,9856;0,15789;0,682133;0,246966;0,411214;
O17893(143);18,4672;19,3148;20,5988;20,0479;20,5917;17,713;16,0325;17,9488;0,712866;0,225808;1,53564;1,46335;
O17907(79);18,7079;17,369;16,8197;18,4309;18,2852;18,6286;19,7906;15,5884;0,0882331;0,806282;-0,241336;-0,24294;
O17907(256);20,0752;21,3696;19,0363;18,752;19,9734;18,2594;20,3837;18,6417;0,258267;0,540866;0,49375;0,630291;
O17907(271);18,7519;19,492;20,2571;20,2702;18,5347;20,0674;20,2543;14,9025;0,432191;0,382213;1,25308;0,969656;
O17907(272);22,1951;22,7658;23,0618;22,499;20,1614;16,4968;16,9228;17,662;2,9135;0,00407882;4,81971;5,73543;+
O17914(143);23,9905;25,0868;25,9912;23,77;26,4968;26,6418;25,5127;25,9509;1,3312;0,0780588;-1,44096;-2,49816;
O17915(70);22,2271;21,6238;24,001;21,9383;18,5829;18,4457;17,2439;18,1823;3,40134;0,00147143;4,33386;7,08412;+
O17915(140);20,621;20,159;19,3967;17,3375;16,3136;16,3572;16,7547;16,9547;2,0221;0,0233151;2,78351;3,75052;+
O17915(141);18,0864;20,9328;20,3768;20,3156;16,4969;18,7;17,4351;19,6062;1,03916;0,127942;1,86839;2,00823;
O17919(45);20,9317;19,1173;17,8848;18,9139;20,0133;18,7194;18,4523;17,1634;0,304743;0,491531;0,624827;0,724997;
O17921(37);19,6724;19,7419;20,6088;21,7256;17,7519;19,3819;20,8413;20,6108;0,408051;0,399197;0,790734;0,924703;
O17921(58);23,5686;23,1084;23,5415;21,3977;23,4256;23,3089;22,6721;23,8779;0,308023;0,488208;-0,417107;-0,731552;
O17921(276);20,6906;20,7959;18,0109;20,0669;15,1807;19,1749;18,506;16,9223;1,16688;0,101087;2,4451;2,22109;
O17981(400);24,3927;25,7489;23,9621;24,1964;23,0869;22,7945;23,6285;23,2754;1,70384;0,0410271;1,37871;3,15151;+
O18131(91);18,564;19,6772;19,7831;21,3884;17,9959;18,0523;17,4405;18,2864;1,69702;0,0412553;1,90943;3,13913;+
O18158(871);24,7834;23,288;25,4898;26,1777;18,4263;21,7976;20,0988;17,848;2,59934;0,00759918;5,39205;4,97441;+
O18158(1013);19,8696;21,3532;20,5662;20,3395;18,8173;18,1099;16,9044;17,2394;2,69475;0,0067957;2,76437;5,1976;+
O18188(69);20,6022;20,4094;19,0609;19,4491;17,3675;16,7245;19,2075;16,3303;1,81359;0,034285;2,47294;3,35308;+
O18224(89);18,2157;20,9752;20,9782;20,143;17,9392;17,743;16,0835;20,0058;1,07274;0,120789;2,13514;2,06407;
O18224(70);19,4801;20,2047;18,9648;19,4906;17,716;16,2;18,5187;17,6411;1,99384;0,0241921;2,01611;3,69545;+
O18229(76);18,5167;21,291;19,7311;21,0004;19,3923;17,0611;18,0311;16,003;1,398;0,0698485;2,51294;2,61235;
O18240(54);16,1807;18,7195;19,254;17,5494;20,232;18,1302;17,5757;20,5835;0,553559;0,303014;-1,20443;-1,18851;
O18240(106);21,0626;19,5913;20,1793;16,8435;17,7375;19,6457;15,9898;19,2935;0,456095;0,366036;1,25253;1,01365;
O18307(29);24,5033;22,868;24,1348;24,0468;21,8878;23,0979;26,5303;21,5647;0,206211;0,602743;0,618048;0,519521;
O18307(30);19,9229;18,2607;18,7048;18,0791;17,3747;20,2824;16,5632;16,0115;0,527089;0,318837;1,18387;1,14165;
O18307(32);19,6919;21,5668;18,0894;21,0799;18,5712;18,1067;18,6463;18,0617;1,16159;0,101475;1,7605;2,21225;
O18307(44);20,8146;18,325;19,0323;19,2124;19,3771;17,5781;20,5174;19,6537;0,027254;0,934216;0,0645213;0,0795606;
O18307(22);18,2028;20,2743;21,3851;19,594;19,5547;19,0159;19,7108;19,2021;0,302613;0,493329;0,493164;0,720732;
O18650(8);20,9912;18,8771;20,3369;18,8841;18,6102;21,0709;19,6989;19,9673;0,0302257;0,928989;-0,0645304;-0,0879617;
O18650(17);24,0224;24,6624;23,8549;22,9614;23,8493;24,1515;21,9945;22,3123;0,582222;0,290404;0,798376;1,23879;
O18650(109);19,6334;21,1807;18,0903;19,5862;20,0049;21,4173;19,554;20,2293;0,400269;0,403325;-0,678719;-0,91009;
O18650(102);24,1608;23,9521;21,808;25,2557;19,3864;17,7898;20,3998;19,1777;2,66269;0,00666667;4,60572;5,12187;+
O18650(44);20,1587;19,2395;18,3471;18,6592;20,2708;18,5857;19,9394;20,3503;0,559729;0,299727;-0,685427;-1,19937;
O18650(30);18,9459;20,6956;19,3337;21,1836;17,7784;17,3187;19,2627;21,199;0,516016;0,326105;1,15002;1,12192;
U4PF18(41);21,6822;18,0111;18,1063;18,6349;16,964;20,6063;17,0289;18,9022;0,242252;0,558558;0,73328;0,596787;
O44144(158);18,367;21,0965;20,4538;17,9963;25,0643;25,6803;25,8281;27,9499;3,27897;0,0015534;-6,65226;-6,72465;+
O44145(182);22,1327;22,6758;21,4063;23,3699;24,341;23,544;23,3739;24,4317;1,66229;0,0432082;-1,52646;-3,07642;+
O44154(182);19,9634;19,9134;17,8062;20,9992;19,4972;18,2362;18,3299;18,8151;0,619557;0,270731;0,950976;1,30367;
O44175(278);19,7741;19,4521;20,3914;17,7348;18,4683;19,9122;17,9338;17,6215;0,515363;0,326225;0,85415;1,12075;
V6CIR8(755);22,5888;22,1712;22,3712;22,33;19,705;18,6865;18,5349;20,8339;2,78909;0,00536036;2,92523;5,42493;+
O44400(455);24,3179;24,947;24,5334;22,482;25,296;25,148;24,2666;25,9387;0,85003;0,178485;-1,09227;-1,6938;
O44400(274);24,8807;24,6436;25,1363;23,0757;22,5536;22,2176;22,2652;25,4722;0,695035;0,234221;1,30693;1,43306;
O44400(360);18,3511;20,211;19,8672;18,5736;16,8737;19,8451;19,4918;20,1306;0,0669629;0,846748;0,165429;0,18795;
U4PEY4(214);23,7996;25,578;26,9525;26,463;28,67;28,3483;28,9176;27,8991;2,04344;0,0226841;-2,76047;-3,79237;+
O44441(46);18,3613;20,1695;20,6683;21,6752;19,5876;17,5186;17,2498;19,4148;0,983668;0,141534;1,7759;1,91606;
O44441(58);20,2937;19,5846;20,6936;19,0042;19,0029;19,857;18,0352;17,2095;1,02925;0,129444;1,36789;1,99177;
O44444(58);19,7257;21,1446;21,859;19,178;15,7797;15,4491;19,2684;20,0894;1,1024;0,114613;2,83019;2,11345;
O44445(60);20,5548;19,0082;21,7166;16,9412;17,3244;19,4065;14,67;19,7177;0,526471;0,319171;1,77558;1,14055;
O44445(112);22,6021;23,1082;23,0357;23,9579;22,5922;22,4483;22,6799;23,569;0,41077;0,396817;0,353621;0,929794;
O44480(146);18,4835;20,6139;20,8117;20,4087;18,9444;17,7546;16,1844;19,3727;1,18655;0,0973842;2,01541;2,25402;
O44480(152);23,2389;24,8167;23,1314;22,9462;19,5885;15,4147;17,6671;21,1602;2,07961;0,0221166;5,07565;3,86385;+
O44480(68);19,2367;21,0212;20,7745;21,1058;19,5748;18,2291;17,8688;18,5723;1,86622;0,0308579;1,97329;3,45153;+
O44480(73);23,636;24,0944;23,1953;21,7888;23,9334;23,3203;25,1101;22,6284;0,33533;0,463562;-0,569426;-0,785523;
O44480(131);19,3193;21,0845;20,5539;21,6693;18,7085;20,1528;16,9832;18,7491;1,30339;0,0806049;2,00831;2,45091;
O44480(136);23,9624;23,0926;23,3349;22,223;23,0773;23,7964;25,1211;23,068;0,457695;0,365353;-0,61244;-1,01657;
O44480(24);20,3645;18,6106;19,3841;17,7923;20,3036;17,554;15,8215;19,9301;0,213276;0,594399;0,635574;0,534886;
O44480(4);20,0071;21,3339;19,3801;19,4198;16,7034;18,0269;17,3027;20,4815;1,04259;0,127287;1,90661;2,01393;
O44501(214);18,9492;20,1664;19,3173;21,1903;19,6443;17,2948;17,6974;17,2982;1,36759;0,073312;1,92208;2,56023;
O44557(10);24,9181;24,6301;25,1324;24,199;18,461;18,0498;19,1687;19,9872;4,76096;0;5,80321;12,3317;+
O44560(333);21,1654;20,4232;20,8116;20,9282;17,7683;18,0689;17,986;21,0315;1,43712;0,0646345;2,11841;2,67972;
O44572(61);24,6408;25,7876;26,3951;24,8657;20,1904;17,4504;17,8437;19,0634;4,01198;0,00116129;6,78532;9,12683;+
O44608(281);24,6865;24,127;26,7906;24,223;19,9953;19,7007;16,1805;18,2377;3,01466;0,00310526;6,4282;5,99732;+
O44735(107);25,4584;25,7212;25,8274;25,8308;23,1363;22,9182;22,1531;22,5909;4,89893;0;3,00983;13,0246;+
O44735(473);23,3758;22,9225;22,8471;22,7911;18,7006;21,411;19,335;16,225;2,0361;0,0228986;4,06624;3,77795;+
O44735(474);25,4981;24,1734;26,272;24,7677;24,2682;22,7603;23,3464;23,3398;1,71655;0,0400761;1,74911;3,1746;+
O44739(49);20,1478;19,4193;16,7668;19,3577;17,4051;18,0026;18,5646;19,5193;0,260421;0,539064;0,550009;0,63476;
O44752(588);21,7924;25,1044;25,2312;23,8121;23,8236;24,893;23,7766;23,8972;0,0467666;0,890967;-0,1126;-0,133832;
Q9BL61(309);22,3593;23,5353;24,0102;25,2198;22,1482;22,0966;21,5012;21,4843;1,72323;0,0394839;1,97355;3,18677;+
Q9BL61(48);18,3292;17,5274;21,0761;21,512;18,0615;18,3326;18,8322;17,2882;0,690183;0,236325;1,48254;1,42481;
Q9BL61(140);19,6172;19,1127;20,8539;18,7838;18,1897;18,1307;18,1769;18,2071;1,68352;0,0415713;1,41578;3,1147;+
O44782(4);17,3844;18,5566;20,2192;21,1395;17,3675;19,9761;19,9141;18,8578;0,105141;0,776466;0,296054;0,285337;
O44827(508);24,1385;22,8476;23,042;22,3099;22,8891;24,7263;22,7563;22,5413;0,0819114;0,817802;-0,143775;-0,226797;
O44847(282);20,1454;18,3345;17,5296;18,7793;17,6177;20,8877;20,3575;20,5073;0,579121;0,2916;-1,14535;-1,23337;
O44847(129);21,7831;20,3065;19,4662;19,2297;18,2899;19,0659;17,076;19,1657;1,26651;0,0862653;1,79698;2,3885;
O44847(183);19,4174;21,6195;18,5275;19,0514;17,454;18,9594;19,9725;17,8837;0,576362;0,291767;1,08656;1,22855;
O44847(184);21,4599;19,3209;19,689;19,3495;20,3142;18,2289;17,2295;18,1187;0,907824;0,161536;1,48203;1,79005;
O44847(32);18,1267;17,1986;17,9034;18,3923;17,1667;20,2311;18,2558;19,8373;0,606032;0,278067;-0,967435;-1,28024;
O44885(246);19,2463;18,2088;18,0294;19,4691;16,727;17,9229;17,793;18,1107;1,21681;0,0934338;1,10002;2,3048;
O44887(377);21,1035;18,2963;20,1935;20,9461;18,7623;19,0889;21,2093;19,0242;0,299773;0,494982;0,613696;0,715035;
O44897(658);24,2219;25,2459;26,5049;24,4956;17,9867;19,5501;18,6576;18,0727;4,35408;0,000831683;6,55027;10,4823;+
O44897(180);26,2777;24,625;25,7175;24,5571;17,6638;18,794;21,245;18,1425;3,38366;0,00145583;6,33302;7,03124;+
O44897(624);25,2355;23,4755;24,9292;24,0671;21,5371;19,5056;18,2633;19,0796;3,01838;0,00312169;4,83045;6,00711;+
O44951(116);20,1325;19,2182;20,8882;19,8379;20,4766;17,7797;17,0789;19,9131;0,65054;0,254982;1,20715;1,35705;
O44990(195);19,2259;20,7346;20,7423;19,6499;16,6692;20,2374;18,6398;17,0231;1,12352;0,109509;1,94581;2,14866;
O44990(187);23,8151;23,9266;24,044;23,3495;16,2417;17,5052;19,6032;19,6509;3,20481;0,00180805;5,53356;6,51401;+
O44995(393);19,3615;19,2082;19,2879;19,944;24,4456;22,8995;22,3415;24,0125;3,60842;0,00143933;-3,97437;-7,72817;+
O45012(77);19,6819;17,527;18,8223;21,4537;18,5792;18,4732;19,3312;17,7037;0,425035;0,386081;0,849413;0,956388;
O45060(16);18,4488;17,474;18,9755;19,7663;16,8286;18,5223;16,1233;19,1138;0,558998;0,30013;1,01915;1,19808;
O45060(113);22,42;22,5349;21,2846;23,1295;22,7531;25,2381;25,4696;23,3829;1,27752;0,0845286;-1,86863;-2,40712;
O45083(590);24,1307;24,9744;25,6084;24,7602;17,5317;18,1014;16,5813;18,0711;5,35638;0;7,29709;15,5949;+
O45102(244);20,2361;19,912;18,8452;18,9732;18,3977;19,3429;17,9771;17,9163;1,19926;0,0953877;1,08309;2,27534;
O45102(256);21,4336;19,2779;19,1265;19,8433;19,8054;19,5837;18,459;19,6246;0,397465;0,405376;0,552155;0,904808;
O45166(192);21,2993;20,985;21,408;23,8831;22,7477;22,3708;19,9958;22,3657;0,00870621;0,975765;0,0238514;0,0259317;
O45166(203);19,2264;19,8107;20,4806;18,484;18,3107;19,4659;18,3515;19,6028;0,466785;0,357593;0,567719;1,03316;
O45319(12);19,9034;19,1224;18,8651;19,8858;17,7747;18,8423;17,0454;18,7346;1,43869;0,0645562;1,34495;2,68245;
O45418(288);18,4852;18,3847;20,1229;18,7983;18,5816;19,2717;14,7513;17,1883;0,672163;0,245176;1,49957;1,39407;
O45445(6);27,885;27,4401;27,2973;27,4517;28,1752;28,4973;28,3939;27,2146;0,870221;0,172867;-0,55173;-1,72746;
O45451(174);21,4015;21,0408;19,4186;19,2421;19,795;19,6236;18,3511;16,9748;0,947362;0,151708;1,58961;1,85576;
O45470(686);19,2356;19,139;19,8;19,0654;22,7876;23,5317;22,5899;23,7246;4,67104;0;-3,84845;-11,8987;+
O45470(692);21,069;21,6856;23,1602;24,1573;22,6845;22,5193;23,2812;24,8107;0,406804;0,399106;-0,805894;-0,922364;
O45470(707);20,5685;19,2776;20,7798;17,1924;16,0036;19,3781;20,4429;19,9636;0,14896;0,696682;0,5075;0,390517;
O45470(718);17,1841;17,9947;18,3881;17,9531;18,1147;17,4247;18,7051;18,2103;0,263526;0,53573;-0,233744;-0,641189;
O45495(129);18,076;18,8998;19,0714;19,8069;20,3231;19,7497;17,8352;18,6471;0,0971455;0,791516;-0,175252;-0,265425;
O45499(66);20,1486;19,6469;19,5254;19,9388;19,3125;18,0463;16,9004;18,7955;1,5413;0,0540107;1,55126;2,86127;
O45502(333);22,7584;22,0833;21,8043;23,3969;19,0341;16,8777;17,3501;21,8151;1,72714;0,0395683;3,74151;3,19389;+
O45562(3);19,3881;20,261;21,7039;18,2174;19,637;18,9505;19,407;17,9807;0,500797;0,33494;0,89881;1,09467;
O45577(155);19,0305;19,3056;20,2494;20,6257;18,2829;17,7913;19,3858;19,755;0,839803;0,181978;0,999043;1,67673;
O45577(40);19,1953;21,1231;17,8113;17,1311;19,1267;18,6975;18,5754;18,4782;0,0371183;0,913399;0,0957332;0,107256;
O45593(34);21,4404;20,0264;20,6245;20,3083;19,7647;19,4346;18,1952;17,9069;1,74857;0,0382518;1,77456;3,23307;+
O45593(89);19,4189;18,4537;19,3947;19,8178;18,0068;16,8195;17,8724;21,4164;0,299386;0,49534;0,742494;0,714258;
O45665(38);19,0439;17,3857;21,6574;19,3226;16,9204;18,7391;18,9015;18,1862;0,549089;0,305851;1,1656;1,18062;
O45719(344);21,0601;19,4274;20,2424;20,0256;16,7996;19,4097;18,7869;21,0341;0,593937;0,284434;1,18129;1,25922;
Q6BEV8(258);21,6229;21,334;23,5691;22,127;19,7392;18,5143;17,4182;17,7233;2,7448;0,0061011;3,81448;5,31737;+
O45723(33);21,5344;19,5493;20,0149;19,6314;19,7044;18,1423;18,4538;18,8971;1,28145;0,0842908;1,38311;2,41375;
O45723(29);19,3674;17,1682;19,3888;20,9421;19,5264;20,0341;18,9952;18,0561;0,0246199;0,940698;0,0636845;0,0720715;
O45734(216);19,8566;18,5702;20,9077;20,5948;20,514;18,139;16,8674;18,8317;0,743046;0,213525;1,3943;1,5144;
O45783(37);19,8945;21,3658;19,2275;19,045;19,9616;20,1492;15,7716;19,11;0,443541;0,373714;1,13512;0,990606;
O45815(61);24,4238;26,3006;25,647;23,043;24,7333;23,0937;23,5668;25,4416;0,301976;0,492988;0,644744;0,719455;
O45815(326);18,2094;21,0406;19,903;20,0179;16,9088;17,0467;19,9441;18,8724;0,854136;0,177505;1,59973;1,70065;
O45815(328);25,195;25,0599;25,2356;25,1642;24,7839;24,7515;22,7268;24,7679;0,896342;0,16485;0,906148;1,77095;
O45815(50);25,921;26,2908;26,43;26,8523;24,6372;25,3663;24,2973;24,7191;2,81622;0,00505936;1,61856;5,49159;+
O45815(113);20,6829;18,602;21,6133;18,2852;18,284;18,0145;19,7301;18,1939;0,664665;0,249427;1,24018;1,38125;
O45841(283);20,3726;19,5608;21,3954;16,7915;19,0213;18,1475;17,5953;21,5503;0,128574;0,73307;0,451506;0,342369;
O45865(151);17,6478;18,8473;21,6766;20,7996;17,7112;17,6631;17,9312;16,1449;1,25776;0,0872381;2,38021;2,37373;
O45871(200);19,1692;20,3069;20,0303;19,1268;20,9776;19,4266;19,237;18,6234;0,0556648;0,869824;0,0921879;0,157919;
O45904(227);22,8802;25,1834;23,5953;25,857;19,2574;17,4714;20,7013;20,1307;2,63677;0,00727349;4,98873;5,0612;+
O45904(74);21,8989;21,672;21,6978;19,0322;18,9867;18,2804;18,6671;18,8573;1,83669;0,0327468;2,37737;3,39614;+
O45904(87);19,9787;16,8173;20,2032;20,6559;19,1232;17,7018;18,9301;19,0069;0,328123;0,471352;0,723249;0,771379;
O45904(53);21,087;19,6648;20,2534;19,4616;20,4148;18,7417;18,3134;20,0623;0,54617;0,307565;0,733675;1,17547;
O45904(192);26,7569;25,539;24,3559;26,1667;23,373;22,8305;22,4658;24,0122;2,20893;0,017098;2,53423;4,12504;+
O45904(26);19,7234;19,049;20,021;20,2758;17,9407;20,1545;16,177;19,1097;0,789571;0,196499;1,42181;1,59267;
O45946(49);23,2801;23,7028;22,3001;22,1418;23,4254;21,5152;24,2217;23,0819;0,111183;0,765565;-0,204831;-0,300225;
O45946(129);19,2255;20,06;21,0222;20,4541;14,8997;17,2338;18,5425;17,8095;1,89952;0,0288435;3,06906;3,51444;+
O45946(132);23,5099;24,2022;24,8233;23,2297;20,3582;21,0366;16,4305;17,6696;2,34532;0,0135717;5,06753;4,41084;+
O45946(30);18,6889;18,7302;19,9803;19,3018;16,644;18,7247;16,8639;20,4069;0,497316;0,336965;1,0154;1,08841;
O45946(42);23,2801;23,7028;21,6321;22,1316;26,1229;26,4917;25,5187;26,2418;3,19296;0,00193902;-3,40715;-6,48083;+
O45946(19);18,979;20,4958;19,765;19,6926;18,0963;19,1313;17,2103;21,1906;0,398578;0,404479;0,825998;0,906906;
O45951(211);17,6786;20,7605;21,4628;19,1852;18,832;18,5459;16,6139;19,9331;0,550357;0,304661;1,29055;1,18286;
O61216(32);21,5784;20,9839;21,662;22,3364;13,4988;19,0477;17,2676;19,3116;1,72245;0,0395465;4,35877;3,18534;+
O61217(16);24,1835;22,8634;25,1685;22,9654;16,5808;16,8428;18,4708;18,5223;3,7557;0,000873786;6,19102;8,21552;+
O61708(596);17,5903;17,092;19,5471;19,2833;20,4171;20,9892;19,8936;18,5099;1,00303;0,136607;-1,57429;-1,94821;
O61708(88);18,0281;20,5029;19,6034;21,5944;18,48;18,3496;18,2552;15,9741;1,18491;0,0974251;2,16746;2,25128;
O61742(74);25,0827;23,601;24,5985;24,6621;20,6893;17,8914;18,1681;18,106;3,65706;0,00148918;5,77238;7,88631;+
O61786(325);25,728;24,9711;26,1946;24,6616;18,3941;17,3807;19,1951;19,1112;4,8079;0;6,86856;12,5634;+
O61792(14);15,2526;19,4362;21,0185;18,2093;17,1195;18,3444;16,9625;19,2381;0,162737;0,673837;0,563;0,422352;
O61820(423);17,8128;18,5005;21,5703;19,9728;18,7798;17,4089;20,4638;20,5301;0,0528408;0,876746;0,168423;0,150317;
O61861(81);20,0018;18,8806;18,208;20,2218;21,9115;18,6956;17,0096;19,5815;0,00850021;0,976416;0,0285177;0,0253239;
O61865(480);19,1456;19,5381;20,8383;20,9662;24,6478;24,2572;24,4013;24,9811;4,02548;0,000853333;-4,44981;-9,17719;+
O61974(27);30,0631;29,8383;29,9612;30,0003;29,5055;29,9402;28,4893;29,299;1,116;0,111859;0,657246;2,13611;
O62053(52);19,4837;19,5099;19,6125;19,5549;17,0548;18,8544;17,2422;18,5277;1,93356;0,0271344;1,6205;3,57929;+
O62071(621);20,8312;19,2089;22,066;21,2933;20,4598;17,6962;18,1636;19,399;1,16177;0,101461;1,92022;2,21254;
