Leading.proteins.Positions.within.proteins;log2 daf2_d5_01;log2 daf2_d5_02;log2 daf2_d5_03;log2 daf2_d5_04;log2 eat2_d5_01;log2 eat2_d5_02;log2 eat2_d5_03;log2 eat2_d5_04; -Log Student's T-test p-value daf2_d5_eat2_d5;Student's T-test q-value  daf2_d5_eat2_d5; Student's T-test Difference  daf2_d5_eat2_d5;Student's T-test Test statistic  daf2_d5_eat2_d5;Sign p-val: 0.05 
H2FLK8(1327);19,1402;20,0101;17,9203;17,8564;20,9143;21,0343;21,0191;21,6835;2,3594;0,00075707;-2,43103;-4,441;+
H2FLK8(330);21,9808;22,1626;20,7444;22,2933;21,2052;21,2849;21,7012;20,1053;0,712756;0,0501939;0,72115;1,46316;
H2FLK8(334);17,7055;17,4441;16,7964;17,6122;21,5643;20,9075;21,4467;21,7938;5,17513;0;-4,03856;-14,5236;+
H2FLK8(1343);17,116;18,4037;17,8477;18,2665;22,8136;23,8873;23,1382;23,3346;5,20306;0;-5,38496;-14,684;+
H2FLK8(1349);17,5702;18,8566;18,0851;18,7685;22,9687;24,0524;23,9137;23,4522;4,99191;0;-5,27665;-13,5121;+
H2FLK8(1357);19,5356;18,9627;15,7387;17,7271;22,7808;23,1117;24,0184;23,5537;3,05063;0,000180929;-5,37514;-6,09255;+
H2FLK8(80);18,5209;19,3717;18,4686;20,8056;20,4022;20,3698;20,1659;21,4271;1,10282;0,0136248;-1,29955;-2,11415;+
H2FLK9(1137);18,2868;19,9018;17,8182;18,7559;19,5056;21,607;20,6464;21,4822;1,73952;0,0024177;-2,1196;-3,21651;+
H2FLK9(1144);18,3427;16,488;18,9028;18,2415;19,831;20,4022;20,5216;20,5102;2,26479;0,000985034;-2,32248;-4,24077;+
H2FLK9(1131);23,5058;23,0137;24,0848;23,6038;23,6094;24,1363;23,4128;23,6159;0,209621;0,376462;-0,141599;-0,526951;
H2KYH5(232);26,619;24,938;23,6185;25,6513;23,9336;25,2389;25,2352;25,0469;0,191226;0,410502;0,343021;0,486555;
H2KYH5(372);24,4781;26,0764;25,4763;24,7658;21,0108;21,5189;21,2455;20,5375;4,216;0;4,12096;9,91482;+
H2KYH5(384);24,3725;23,8643;24,6704;24,1462;20,306;20,7503;21,0174;21,6918;4,20446;0;3,32197;9,86871;+
H2KYH5(309);29,5423;29,1383;29,0557;28,7073;25,1302;25,4595;26,1078;26,377;4,23656;0;3,34227;9,99754;+
H2KYH5(324);25,8884;26,5857;25,1825;24,8825;25,2299;25,9216;25,3378;25,5094;0,123304;0,564731;0,135143;0,329706;
H2KYH5(334);26,3162;26,9567;26,1423;26,6082;25,6131;25,5945;25,6261;26,0301;2,05573;0,00128597;0,789888;3,81658;+
H2KYH5(219);24,2445;24,8004;25,6779;24,7785;23,8493;24,587;23,1956;23,5597;1,3759;0,00612134;1,07743;2,57444;+
H2KYH5(21);20,3623;18,8832;20,8699;20,6897;21,5099;19,7869;20,6533;20,0947;0,209257;0,376707;-0,309966;-0,526159;
H2KYH5(173);17,2223;15,9336;18,7757;19,951;24,0848;24,1133;24,0158;24,2223;3,36378;7,28E-05;-6,13842;-6,97218;+
H2KYH5(175);17,9549;20,3635;18,7479;18,7886;22,432;22,6627;24,4765;21,6537;2,57364;0,000565657;-3,8425;-4,91541;+
H2KYH5(191);25,3585;25,9056;25,0461;25,8976;21,8307;28,5269;27,5754;27,879;0,231819;0,340765;-0,901032;-0,574697;
H2KYH5(134);20,6206;18,3486;17,2673;19,0888;22,96;23,4538;23,6552;24,2542;3,12961;0,000110236;-4,74947;-6,30572;+
H2KYH5(392);23,9407;25,0201;24,8117;23,3937;23,7838;26,2496;26,9308;26,7706;1,03001;0,0167791;-1,64218;-1,99302;+
H2KYH5(354);24,0494;22,8427;23,9864;22,0374;27,2712;25,5789;25,3337;25,1957;2,0615;0,00120964;-2,61587;-3,82797;+
H2KYH5(10);27,8722;28,1033;28,2596;28,6966;27,1649;28,0784;27,3749;27,7221;1,29736;0,00792936;0,64784;2,44069;+
H2KYH5(395);24,4787;24,9397;25,2444;24,8714;24,8092;25,4146;24,7404;25,5591;0,420338;0,154232;-0,24731;-0,947652;
H2KYH5(393);17,5882;18,5612;17,2484;15,4849;20,6581;21,4296;20,3328;19,7498;2,40627;0,000747384;-3,32191;-4,54222;+
Q86NI2(132);21,0183;18,7575;17,2873;19,3065;22,8137;20,5676;20,9808;21,7636;1,42823;0,00513368;-2,43901;-2,66438;+
Q86NI2(151);18,8712;19,6337;19,1092;20,832;21,4433;21,0709;21,3225;21,3962;2,05516;0,00128365;-1,69671;-3,81546;+
H2KYJ5(239);20,9415;18,6105;18,7476;18,2087;20,2256;21,7395;19,958;19,5451;0,788289;0,037502;-1,23995;-1,59052;+
Q8MQE2(76);17,2137;17,2447;18,8788;18,7804;19,807;19,4899;21,7461;20,3925;1,85196;0,00200871;-2,32949;-3,42474;+
H2KYN7(293);18,2847;17,1508;16,8504;18,4195;18,8664;20,8671;21,0569;21,531;2,19484;0,0010488;-2,90399;-4,09615;+
H2KYN7(400);19,3298;18,2412;17,505;19,5252;19,8739;19,744;21,2798;18,9937;1,01323;0,0177994;-1,32255;-1,96516;+
H2KYP4(357);20,1306;18,76;16,7008;18,8943;20,5227;21,7444;20,7371;19,0235;1,08328;0,0143529;-1,88546;-2,08161;+
H2KYP4(295);16,6586;20,1876;18,0515;18,724;25,6216;24,9396;24,7726;25,2808;3,95365;0,000142395;-6,74821;-8,912;+
H2KYP4(547);19,0887;18,3029;18,2247;19,2214;20,8507;24,0064;24,0767;22,4916;2,67565;0,000562162;-4,14696;-5,15239;+
H2KYR1(284);20,8763;20,1611;17,5176;19,8891;20,184;20,7269;21,4672;21,7714;0,887742;0,0267753;-1,42634;-1,75664;+
H2KYR1(290);19,1513;18,3735;18,1598;18,3384;19,683;18,76;20,3196;21,1018;1,4442;0,00494622;-1,46033;-2,69197;+
H2KYR1(202);17,5411;17,2537;17,75;19,8034;20,537;21,2106;21,0805;21,3217;2,55107;0,000555831;-2,95041;-4,86398;+
H2KYR1(209);17,6712;21,3292;18,2547;17,3201;20,908;20,7707;20,0485;21,0661;1,14175;0,0122071;-2,05453;-2,17908;+
H2KYR1(139);19,525;17,56;18,3562;21,3015;21,2221;21,1085;21,321;21,7663;1,40726;0,00546564;-2,16881;-2,62825;+
H2KYR1(251);17,9709;19,2956;18,9159;18,3439;25,3991;23,7043;22,8991;23,7949;3,9374;0,000139241;-5,31776;-8,85295;+
H2KYR1(253);19,8912;16,3223;18,4089;20,0967;19,9805;20,7195;21,4073;21,4472;1,24771;0,00907773;-2,20882;-2,35678;+
H2KYR1(32);18,8595;21,3548;18,1067;18,3716;22,0755;23,9684;23,2152;21,8671;2,16771;0,00107417;-3,6084;-4,0408;+
H2KYR1(306);21,7441;16,6505;19,5565;18,2028;20,5267;21,4023;20,7621;21,3324;0,906103;0,0250159;-1,96741;-1,78718;+
H2KYR1(378);17,7535;19,1737;20,4958;19,3388;21,0518;20,6404;21,2359;21,0721;1,69785;0,00262575;-1,80961;-3,14064;+
H2KYR1(47);18,1743;18,0073;15,9469;18,4314;21,3132;20,1921;21,757;21,0091;2,69491;0,000570906;-3,42789;-5,19798;+
H2KYR1(53);20,4909;19,2828;15,1905;17,4481;19,1648;20,934;21,3673;18,9507;0,752869;0,0429437;-2,00113;-1,53096;+
O44618(226);26,0524;26,3984;25,794;26,8631;20,8786;21,5244;21,7077;20,9485;5,44691;0;5,01214;16,1578;+
H2KYS3(166);18,7006;17,6082;18,0142;19,2857;22,3246;23,1446;22,3956;23,1348;4,2412;0;-4,34772;-10,0163;+
Q8MNV5(712);18,0542;17,2878;18,3765;19,2556;21,1028;20,9907;20,313;19,1521;1,91548;0,00178503;-2,14611;-3,54478;+
Q86NJ8(113);18,1713;16,4995;18,0806;18,2827;19,3606;21,7392;21,4805;20,7277;2,39165;0,000773333;-3,06843;-4,5105;+
Q5R3Y6(466);18,933;16,7035;17,5948;19,6833;18,6901;21,2875;21,4012;19,5179;1,10182;0,0136703;-1,99553;-2,11248;+
H2KZ06(127);18,0774;16,7991;16,1351;17,4927;20,2394;19,7937;19,2455;21,6718;2,45672;0,000570086;-3,1115;-4,65274;+
H2KZ37(1420);20,1277;20,4284;18,84;20,3155;21,5268;21,2222;19,9999;20,1614;0,741435;0,0449806;-0,799619;-1,51168;+
H2KZ48(239);17,9121;17,4097;17,0065;18,0846;22,2923;22,3344;23,0279;23,8809;4,65841;0;-5,28062;-11,839;+
H2KZ48(244);16,1094;19,1382;20,5583;19,0373;19,662;21,664;19,6199;20,3635;0,758966;0,0419886;-1,61651;-1,54123;+
H2KZ89(161);19,5657;19,6256;17,0646;17,7484;19,9046;20,1829;21,2311;20,7833;1,52945;0,00404426;-2,02441;-2,84045;+
Q95Q55(148);24,6726;24,7807;26,0529;25,155;23,9395;25,9691;25,2177;24,9429;0,104034;0,618441;0,148009;0,282594;
Q95Q55(149);22,7243;22,3306;22,1481;24,0052;23,2305;24,3987;24,5693;23,9671;1,27941;0,00829153;-1,23939;-2,4103;+
H2KZA9(182);25,065;24,8951;22,8353;24,7627;22,4249;24,3706;22,77;23,1075;0,923427;0,023769;1,22127;1,81599;+
H2KZA9(267);17,126;15,5728;17,8008;20,0099;21,0861;23,2593;24,8822;24,3036;2,44512;0,000635167;-5,75544;-4,6272;+
H2KZC4(118);18,6892;18,3281;17,4483;20,3282;26,943;32,9684;28,2645;24,7525;2,68971;0,000567789;-9,53365;-5,18565;+
H2KZD2(329);19,8507;16,3261;18,4699;18,6118;20,8459;19,687;19,6099;21,7687;1,28381;0,00821551;-2,16325;-2,41774;+
Q86NB3(200);18,6759;19,4832;17,8634;20,3979;24,8394;23,7495;24,1085;23,6951;3,77178;0,000111392;-4,99299;-8,27028;+
Q18930(821);17,7028;19,7773;19,0057;17,3455;20,7012;20,3245;20,8771;21,7061;2,06617;0,00121256;-2,44438;-3,83721;+
Q4TTA9(60);18,2195;19,483;18,4858;18,947;22,7971;22,0947;21,3909;22,7518;3,70662;0,000102564;-3,47474;-8,05028;+
Q965K3(69);18,3567;17,9589;18,4392;19,9506;20,6395;19,7115;21,0376;20,6509;1,90429;0,00181086;-1,83352;-3,52351;+
Q688A5(71);18,7292;18,6363;20,1582;18,5191;23,0893;24,986;25,7484;24,3681;3,72943;0,000105516;-5,53723;-8,12673;+
Q9BL66(180);17,7444;20,0833;19,0848;19,4841;19,9325;20,9857;20,3103;21,3685;1,40043;0,00553807;-1,55009;-2,61652;+
H2KZN1(10);18,0494;20,2842;18,9855;19,0821;20,3061;21,7611;20,2646;21,6663;1,6639;0,00293413;-1,89924;-3,07931;+
X5M917(14);16,1613;18,3639;20,4847;19,0909;21,5485;20,4242;21,4843;21,2828;1,52468;0,0040754;-2,65975;-2,83209;+
H2KZR4(343);16,3609;17,8425;19,1342;17,7129;20,307;20,8943;20,5788;20,4739;2,53528;0,000546786;-2,80086;-4,82821;+
H2KZR4(386);17,0799;15,5284;16,36;18,8945;22,8763;23,3505;22,8319;23,1396;3,80041;0,000116711;-6,08388;-8,36857;+
H2KZR4(270);18,4586;16,796;17,4245;17,9839;19,7454;20,7805;21,0428;21,1172;3,11952;0,000108668;-3,00573;-6,27817;+
H2KZT9(308);25,7051;26,9366;25,9012;28,0118;26,782;26,7369;27,4302;27,3156;0,323527;0,227599;-0,427494;-0,762322;
H2L023(196);21,3828;21,0005;21,2266;21,7967;24,8846;23,7789;23,704;24,7658;3,76013;0,00011;-2,93164;-8,23058;+
H2L023(105);24,5199;24,801;22,5524;24,4601;23,4411;23,9906;22,5239;22,6832;0,730409;0,0468587;0,923631;1,49305;+
H2L023(9);22,2457;23,49;23,5822;24,6063;24,6836;24,3336;21,9364;23,6631;0,0801837;0,690827;-0,173127;-0,222357;
H2L023(306);18,8029;19,9747;19,869;19,7582;19,2094;20,9602;20,7318;21,9647;0,896087;0,0259306;-1,11534;-1,77052;+
H2L028(74);19,671;15,712;18,2197;18,2895;20,3298;19,9486;21,8419;21,5277;1,68487;0,00277722;-2,93895;-3,11713;+
H2L034(597);18,0343;17,9987;18,7945;19,4203;20,2957;21,7308;20,1684;21,8052;2,32033;0,000862579;-2,43808;-4,35765;+
H2L034(371);19,1514;19,8993;16,4272;17,4203;23,3401;24,1541;24,1146;23,7274;3,33249;7,04E-05;-5,60954;-6,88001;+
H2L034(476);20,5207;19,6633;18,3696;17,884;24,6452;24,9497;24,1731;26,1368;3,69225;0,000100917;-5,86681;-8,00244;+
H2L048(7);20,0623;21,5348;18,9936;18,8811;21,2332;21,6928;21,5493;20,9525;1,23431;0,00943853;-1,489;-2,33422;+
H2L048(338);21,7803;21,5797;22,2796;21,182;23,5584;23,8561;23,6723;23,8486;3,83063;0,000121547;-2,02844;-8,47338;+
H2L048(380);19,1964;16,5715;17,9659;17,5335;21,7321;24,9867;24,4253;23,7869;3,2386;0,000122807;-5,91592;-6,60931;+
H2L048(382);17,8698;16,9008;19,0954;16,9476;23,6556;23,6906;23,4016;25,0617;4,18916;0;-6,24896;-9,80779;+
Q8MXS5(484);18,7144;17,2743;21,208;17,9874;21,4181;20,767;21,7351;21,76;1,59675;0,00348566;-2,62401;-2,95925;+
H2L0B6(241);16,4708;16,3588;19,0575;19,4575;22,1514;24,7757;24,4142;23,9854;2,99099;0,000247953;-5,9955;-5,93524;+
H2L0C4(405);20,1621;20,1979;15,3886;18,624;23,6431;24,5123;24,1896;24,0096;2,52467;0,000542811;-5,49552;-4,80427;+
H2L0D1(253);15,9773;19,691;17,3549;17,6473;20,076;19,3771;21,0722;19,8519;1,54629;0,00387517;-2,42672;-2,87004;+
H2L0D3(26);18,7422;20,0969;19,0578;16,8602;20,8819;21,1;20,0132;21,8907;1,58333;0,00358254;-2,28215;-2,93544;+
H2L0D9(105);26,2109;25,55;25,2794;24,6929;25,7046;26,8539;25,5665;26,8139;0,85962;0,0296222;-0,801438;-1,70979;+
H2L0D9(108);25,5922;25,55;25,4787;24,6929;26,3037;26,8539;25,5665;26,8139;1,54592;0,00387337;-1,05607;-2,86939;+
H2L0E5(652);16,5857;17,8289;19,2471;20,3139;20,721;20,0166;21,2348;21,0576;1,4133;0,00535287;-2,2636;-2,63866;+
H2L0E5(375);17,774;18,0465;18,2982;18,7893;20,8704;20,7009;20,5838;21,0687;4,41328;0;-2,57895;-10,7345;+
H2L0E5(672);18,1423;17,506;18,7599;18,7093;19,5068;21,7649;21,3816;21,8072;2,42562;0,000719512;-2,83573;-4,58441;+
Q9N5G9(295);16,758;20,2529;17,9996;18,7267;26,3871;25,3146;26,0423;26,3888;4,19662;0;-7,59887;-9,83747;+
H2L0G5(834);23,1482;22,5819;23,9985;21,5856;20,5098;23,7706;22,9772;23,9617;0,00845196;0,964532;0,0237164;0,0251815;
H2L0H3(25);19,5526;16,02;16,6397;19,3121;24,5838;23,125;22,6947;23,2173;2,84303;0,000326784;-5,52415;-5,55804;+
H2L0I2(555);22,0299;21,3267;20,1087;21,9643;20,9623;20,7778;21,3891;21,9181;0,0664092;0,738504;0,0955763;0,186492;
H2L0I2(1025);22,9299;23,2971;20,9887;24,5329;20,3676;24,1114;21,9286;20,7528;0,463212;0,128792;1,14705;1,02665;
H2L0I2(2207);18,7844;16,5649;16,667;19,5756;21,3092;23,6202;24,3197;23,088;2,70312;0,000516605;-5,18632;-5,21751;+
H2L0I2(1523);19,9187;20,124;16,7311;18,8418;20,7593;20,774;21,2292;20,8914;1,36827;0,00627146;-2,00958;-2,5614;+
H2L0I2(612);21,4592;21,6693;23,9734;23,0861;22,5221;22,3123;22,0819;21,6325;0,269583;0,28715;0,409772;0,653683;
H2L0I2(133);19,8073;18,7365;17,7104;18,7342;19,8979;21,2667;20,2003;19,4692;1,35771;0,00641315;-1,46143;-2,54334;+
H2L0I2(1777);17,9101;19,0627;21,1008;20,1481;19,4346;20,6246;20,9264;21,5999;0,631384;0,0673333;-1,09092;-1,32409;
Q22095(331);24,5887;25,1434;24,7913;24,9986;23,6191;24,3059;24,0291;23,5475;2,45979;0,000571429;1,00511;4,65953;+
H2L0K8(246);18,8476;18,1332;19,53;20,9803;21,502;20,1085;20,4427;21,7603;1,13822;0,0122416;-1,5806;-2,17319;+
Q9GZI3(690);21,4146;21,3624;22,9003;21,4044;23,9549;23,0286;23,1584;24,1307;2,0681;0,00121329;-1,79776;-3,84104;+
H2L0R6(207);19,9788;19,6742;17,6533;17,5731;22,4075;22,8086;23,4439;21,9885;2,83158;0,000324103;-3,94227;-5,52959;+
H2L0R6(248);24,7032;24,8322;25,3127;26,0039;23,1728;22,8758;22,494;22,7884;3,47362;8,16E-05;2,38026;7,30365;+
H2L0R6(258);19,8925;19,0595;18,3806;21,0041;23,6918;23,4818;21,9608;23,7242;2,6742;0,000561656;-3,63047;-5,14897;+
U4PC11(162);26,2863;25,4716;24,9554;26,3767;19,9333;21,6795;20,475;21,5282;3,98016;0,000145695;4,8685;9,00908;+
O18688(334);18,3547;20,6009;17,7449;21,8186;21,8889;22,0886;21,3089;23,793;1,28252;0,00824959;-2,64006;-2,41556;+
O18688(110);19,5713;18,0318;18,2663;18,4794;24,2073;26,127;27,1713;25,7307;4,30614;0;-7,22187;-10,282;+
H8W3X0(190);17,5129;17,2403;17,7573;17,7387;19,2652;21,719;20,664;19,3775;2,40277;0,000746269;-2,69411;-4,53462;+
H9G2R5(26);19,5794;17,5696;21,0898;20,0871;22,7574;23,6222;23,2552;23,139;2,49735;0,000535032;-3,61197;-4,74298;+
H9G2R5(36);17,3076;20,138;19,0324;20,0739;21,0491;19,4871;21,2646;20,9177;1,02877;0,0168333;-1,54166;-1,99096;+
Q21032(198);17,6917;18,1094;15,6722;20,0696;19,4488;19,3218;21,1425;19,152;0,947206;0,0217901;-1,88057;-1,8555;+
Q21032(141);18,225;19,7804;18,609;20,7374;26,0423;26,2419;25,8518;25,7319;4,55853;0;-6,62901;-11,3769;+
I2HA98(44);17,2724;17,2735;19,4921;18,7301;20,0758;21,2014;21,7045;20,6375;2,21556;0,00102381;-2,71277;-4,1387;+
I2HA98(93);21,667;17,4638;19,5531;17,3979;22,9527;23,3764;25,2068;23,395;2,22794;0,00103131;-4,71225;-4,16423;+
I2HA98(394);16,7679;19,3916;19,8825;18,1612;20,3457;20,6766;21,776;20,7587;1,65965;0,00299802;-2,33848;-3,07167;+
I2HAF4(22);27,2288;27,6165;25,7979;27,9789;26,854;27,9714;26,9944;28,417;0,273668;0,282369;-0,403684;-0,662071;
I2HAF4(18);28,3758;28,5773;28,3543;28,6537;27,8223;29,2439;29,3906;30,0302;0,640352;0,0652277;-0,631489;-1,33954;
I2HAF4(3);23,4834;25,1975;22,5105;24,9017;27,8577;28,3006;28,5043;28,1168;3,19644;0,000116829;-4,17158;-6,49055;+
I2HAJ2(17);20,2211;16,9717;17,9395;17,1063;22,7156;21,7667;22,6442;22,6085;2,85123;0,000328141;-4,3741;-5,57847;+
I2HAJ2(4);17,7034;20,471;18,6454;19,7605;20,6699;21,4007;21,842;20,7697;1,63366;0,0031312;-2,02554;-3,02505;+
K7ZUH9(80);19,1251;18,9668;19,6055;17,7969;20,0342;21,1804;21,1042;20,759;2,18794;0,00108527;-1,89588;-4,08203;+
K7ZUH9(37);20,5616;20,3637;17,3301;21,6926;20,1916;21,381;21,7793;20,8564;0,487948;0,117172;-1,06508;-1,07153;
Q6A582(251);19,9752;17,8605;19,0303;20,2299;21,467;20,9794;21,8289;20,248;1,57239;0,00379444;-1,85686;-2,91607;+
K8F801(1704);17,5929;20,5362;18,0518;17,8879;21,179;21,2594;20,9791;21,4353;2,11215;0,00111029;-2,69596;-3,92872;+
K8FDX2(266);20,1611;18,234;18,174;20,2633;20,6473;21,7254;20,815;21,5275;1,67087;0,00284069;-1,97069;-3,09188;+
K8FDZ1(1155);19,1469;17,7842;18,8458;15,3813;21,5182;21,6208;20,8988;21,0509;2,14414;0,00109937;-3,48265;-3,99305;+
K8FDZ1(1156);16,4585;17,0382;18,9129;19,3701;21,4921;21,7517;21,7704;20,3582;2,31418;0,000857744;-3,39818;-4,34461;+
L8E833(293);17,4662;20,1506;19,496;19,7483;21,4431;19,3805;20,9754;20,6615;0,963163;0,0206964;-1,39982;-1,882;+
L8E833(401);19,9124;19,2477;17,1273;18,9244;29,7726;30,0704;30,3741;30,1611;5,80289;0;-11,2916;-18,5675;+
L8E833(104);23,3605;22,5555;20,1885;22,3357;21,6259;20,4105;21,8093;20,7984;0,592856;0,078226;0,94902;1,25734;
L8E833(106);23,3605;21,3791;24,4012;25,1015;19,8544;21,6202;19,6224;21,6001;1,5971;0,00348733;2,88629;2,95987;+
L8E833(236);20,3874;19,1177;17,8245;19,2718;23,8146;24,0948;22,8416;23,9538;3,56377;9,03E-05;-4,52585;-7,58535;+
L8E833(251);25,1005;24,2732;24,8714;25,1782;24,5375;25,5771;25,0554;25,0386;0,275327;0,280253;-0,196303;-0,665471;
L8E833(258);19,0311;21,748;17,0347;17,723;20,7139;21,16;21,5154;20,1984;0,953402;0,0213806;-2,01275;-1,86579;+
L8E833(289);22,7777;21,7501;21,518;22,9968;24,2392;22,9929;22,3461;23,195;0,873843;0,0279847;-0,932623;-1,73349;+
L8EC34(297);18,0466;20,1822;17,1515;19,2906;20,9031;19,9837;19,7166;21,196;1,24549;0,00911415;-1,78213;-2,35305;+
M1Z854(255);22,8371;21,7136;23,1768;21,0266;24,7295;25,7908;26,2175;25,6102;2,93117;0,000295302;-3,39847;-5,78056;+
M1Z854(341);18,7929;15,2526;18,696;20,814;19,0538;21,3738;20,8485;20,5515;0,821284;0,0336739;-2,068;-1,64578;+
M1Z854(88);25,4189;25,6014;23,2578;23,4918;19,7623;21,4897;20,4921;21,0179;2,6952;0,000571952;3,75198;5,19867;+
N1NSD4(31);19,2698;16,7339;16,5804;18,0694;23,3039;23,1275;24,6557;23,842;3,82269;0,000120548;-6,06888;-8,44576;+
O01477(84);18,3924;20,0401;17,3113;19,1142;21,6079;21,2947;21,1674;20,8575;2,25267;0,00100947;-2,51735;-4,21552;+
O01485(1824);18,6644;18,7547;20,4897;17,7861;22,9894;24,4355;24,5069;23,719;3,52586;8,76E-05;-4,98897;-7,4658;+
O01498(161);28,0351;28,3218;27,8224;28,1987;29,0842;29,2091;29,5201;29,3054;3,79502;0,000115486;-1,18519;-8,34999;+
O01498(281);17,6017;21,7259;17,8886;20,0971;21,3133;20,7093;21,087;20,3277;0,754552;0,042723;-1,531;-1,5338;+
O01498(137);18,0401;19,3608;19,4399;21,6674;19,5561;20,5116;21,4802;20,176;0,417695;0,155699;-0,803874;-0,942728;
O01504(49);20,7266;21,355;17,3182;20,3815;23,3255;26,0144;25,37;25,4326;2,49583;0,000533333;-5,09027;-4,7396;+
O01504(59);21,7565;20,8163;22,9953;21,9421;23,3281;22,6804;21,9391;23,1042;0,815324;0,0342444;-0,885421;-1,63582;+
O01504(84);24,1193;23,7893;23,1185;24,3176;20,4311;21,6983;20,8823;21,0436;3,56796;9,13E-05;2,82234;7,59865;+
O01504(61);23,8676;23,5852;22,5892;24,0669;21,4761;21,5084;20,9051;21,0429;3,1438;0,000112752;2,29409;6,34463;+
O01541(748);18,484;18,063;20,4714;18,4245;19,837;21,8157;21,6208;21,6029;1,78364;0,00223016;-2,35838;-3,29758;+
O01542(98);20,9179;17,1854;17,4156;19,2342;21,2198;21,027;20,18;21,7702;1,34971;0,00659496;-2,36099;-2,5297;+
O01576(569);19,1586;20,6109;19,3991;20,5294;19,6658;20,8288;21,1132;21,1283;0,725698;0,0477443;-0,759561;-1,48508;+
O01576(630);19,485;19,9072;18,5632;16,5221;20,1059;20,715;20,2472;21,3962;1,31624;0,00727755;-1,99666;-2,47273;+
O01577(130);17,2885;18,4403;17,3724;18,7129;24,5467;23,3258;24,106;23,1746;4,68214;0;-5,83474;-11,9514;+
O01591(59);19,8273;21,0301;20,4962;18,8079;20,4733;21,8123;21,2372;20,4362;0,812861;0,0345851;-0,949405;-1,63169;+
O01615(39);19,3139;19,3532;18,116;20,5312;21,5541;20,5766;21,1713;20,4533;1,55945;0,00381818;-1,61027;-2,89322;+
O01615(107);18,396;19,5077;18,6518;18,5395;21,1334;20,9052;20,1114;21,6304;2,77179;0,000434109;-2,17136;-5,38275;+
O01615(132);19,8569;20,1044;18,2338;18,0017;19,3359;20,951;20,8565;19,3457;0,746771;0,0440254;-1,07309;-1,52068;+
O01634(400);20,9042;16,0625;18,4795;18,9022;21,2875;23,5842;23,0256;22,9187;2,00083;0,00144965;-4,11692;-3,70905;+
O01634(393);20,1001;18,0388;16,8838;19,4237;26,8012;25,9165;25,4101;26,6933;4,13808;0;-7,59366;-9,60698;+
O01634(183);17,9436;16,4915;17,8984;19,1959;22,2957;23,2967;22,5985;21,7705;3,44776;7,94E-05;-4,60801;-7,22449;+
O01681(240);25,8485;24,846;24,6859;25,7587;27,7512;26,8531;27,4766;27,5888;2,98584;0,000246225;-2,13262;-5,92181;+
O01692(128);18,3728;18,7338;16,9218;19,9128;21,7746;22,6447;23,6741;22,403;2,88139;0,00028115;-4,13886;-5,65409;+
O01692(72);19,2953;19,1474;16,6305;20,0578;20,1991;20,4451;20,7957;20,952;1,25943;0,0088071;-1,81522;-2,37656;+
O01692(32);20,3544;19,5766;18,9068;18,2022;22,2783;23,2043;22,5659;22,0421;3,09918;0,000107143;-3,26267;-6,22292;+
O01692(110);19,5315;20,9838;19,0616;19,4051;20,1347;21,3961;21,3792;20,7187;1,17214;0,0114631;-1,16168;-2,22989;+
O01692(19);20,6523;17,6469;18,8611;19,8027;24,2365;24,0174;25,5593;24,1315;3,40621;7,57E-05;-5,24545;-7,09873;+
O01761(2325);21,2979;18,3726;19,6973;18,9104;23,1249;24,7718;22,9084;23,968;2,77094;0,000433688;-4,12373;-5,38067;+
O01802(32);18,9414;18,5097;16,3903;18,0688;24,0759;26,6529;26,1314;24,4472;3,90615;0,000131343;-7,3493;-8,74036;+
O01802(52);21,2849;20,642;13,7121;21,081;21,3927;21,241;20,0175;21,2473;0,430857;0,147521;-1,79465;-0,967186;
O01802(74);19,8281;18,6442;20,0657;19,5877;19,2234;21,3032;21,2207;19,9568;0,7384;0,0455524;-0,894598;-1,50655;+
O01802(144);20,1056;16,6869;16,2911;17,9707;21,4839;21,1134;19,5748;21,5208;1,75476;0,00237513;-3,15966;-3,24442;+
O01802(123);17,2667;18,5815;18,1019;20,0914;21,4678;21,6599;21,5986;21,4124;2,64369;0,00055075;-3,02427;-5,07733;+
O01802(62);22,5512;23,003;22,8154;22,723;23,5988;23,6767;23,0274;24,0573;1,89881;0,00180178;-0,816901;-3,51309;+
O01802(120);19,3196;17,6254;18,1615;17,5454;21,4252;21,8317;21,4219;21,4554;3,69311;0,000101149;-3,37057;-8,00532;+
O01805(50);19,622;18,5583;20,642;20,5696;20,7648;21,8033;20,6268;21,449;1,23308;0,00948919;-1,31299;-2,33216;+
O01805(16);16,9717;17,5524;18,924;18,7291;18,9979;20,4534;19,6408;20,4355;1,69792;0,00262708;-1,83762;-3,14076;+
O01805(13);17,9577;16,1044;19,0423;16,7602;23,1215;22,2467;22,8027;24,3503;3,43516;7,86E-05;-5,66416;-7,18616;+
O01806(15);19,5132;18,3952;18,2147;17,342;23,6523;27,5535;25,7345;23,6173;3,19369;0,000116343;-6,77312;-6,48285;+
O01806(108);19,8767;19,1342;18,1046;19,2075;19,1149;21,3126;20,1562;21,3278;1,13478;0,0123193;-1,3971;-2,16745;+
O01806(220);18,4268;20,7399;16,335;17,0422;19,9123;20,3004;21,2036;21,6508;1,33581;0,00688935;-2,63082;-2,506;+
O01812(38);20,5858;19,4834;19,8828;19,8001;21,2229;23,196;23,0478;21,8087;2,37102;0,0007626;-2,38082;-4,46596;+
