Leading.proteins.Positions.within.proteins;log2 daf2_d1_01;log2 daf2_d1_02;log2 daf2_d1_03;log2 daf2_d1_04;log2 N2_d1_01;log2 N2_d1_02;log2 N2_d1_03;log2 N2_d1_04; -Log Student's T-test p-value daf2_d1_N2_d1;Student's T-test q-value  daf2_d1_N2_d1; Student's T-test Difference  daf2_d1_N2_d1;Student's T-test Test statistic  daf2_d1_N2_d1;Sign p-val: 0.05 
G5EFS5(255);17,8595;19,6276;18,9512;16,0224;21,7155;20,0262;21,3474;20,2153;1,6452;0,00195273;-2,71094;-3,04571;+
G5EFV4(92);19,1103;17,8061;18,9374;18,6409;24,3257;23,0942;24,3658;24,8894;4,60749;0;-5,5451;-11,6013;+
G5EFV4(93);19,9321;20,4721;18,6241;17,8545;21,0098;18,8997;21,1168;21,2595;0,823197;0,0242952;-1,35077;-1,64898;+
G5EFZ1(261);16,3327;18,2097;18,6234;19,1885;25,2442;23,947;23,6367;24,9377;3,89909;0;-6,35284;-8,71508;+
G5EFZ2(17);25,194;24,4579;24,4509;25,1463;21,611;19,8357;20,6978;21,2827;3,97048;0;3,95546;8,97354;+
G5EG03(16);18,6754;14,3851;16,0187;18,264;22,2365;23,0993;23,2183;24,1763;2,9692;3,95E-05;-6,34683;-5,87854;+
G5EG03(17);17,5527;18,7613;18,8767;17,8105;22,2365;21,6841;23,267;23,8987;3,54849;0;-4,52125;-7,53698;+
G5EG03(655);23,8294;24,0438;24,4049;23,4631;20,625;21,244;21,2531;21,2201;4,5637;0;2,84974;11,4004;+
G5EG11(100);18,0469;13,8634;17,0906;18,2665;21,477;21,0115;21,3757;20,2087;2,13517;0,00065861;-4,20137;-3,97495;+
G5EG39(96);19,2429;19,248;19,6935;17,6372;21,5995;20,6532;20,9696;21,1686;2,31282;0,000330744;-2,1423;-4,34174;+
G5EG58(1151);16,0792;18,9634;18,016;17,11;24,0265;24,2433;24,4473;23,3523;4,1846;0;-6,47518;-9,78974;+
G5EG58(378);19,6299;16,5775;18,8065;18,4697;21,7616;20,4889;21,2354;20,3406;1,92434;0,000945554;-2,58574;-3,56167;+
G5EG58(387);18,1845;18,8733;17,1519;16,2013;24,5432;21,2814;23,6199;24,0964;3,08963;4,37E-05;-5,78247;-6,19712;+
G5EG58(661);16,7966;20,9172;17,2782;17,4546;24,6772;23,3842;25,4764;24,5279;3,07727;4,31E-05;-6,40478;-6,16384;+
G5EGA5(358);23,7775;24,2166;23,0478;24,5272;25,8581;23,5469;22,836;23,7985;0,0573644;0,750349;-0,117606;-0,162475;
G5EGA5(325);17,1997;16,7679;18,6032;19,6439;25,986;21,5306;21,9685;22,3858;2,16888;0,000615069;-4,91405;-4,04317;+
G5EGA5(332);19,157;18,1535;19,7373;18,0984;24,5035;23,5657;24,3213;24,2294;4,6842;0;-5,36843;-11,9612;+
G5EGA5(143);21,392;22,0848;24,0987;22,2675;25,5532;24,7549;23,9393;24,2402;1,72616;0,00157794;-2,16116;-3,1921;+
G5EGA5(18);19,8342;16,9838;16,7096;17,2555;27,7794;23,703;24,6294;23,9484;3,07896;4,33E-05;-7,31925;-6,16837;+
G5EGA5(319);18,324;19,8637;16,3325;18,6247;24,9442;22,4157;23,7429;24,1207;3,06189;4,25E-05;-5,51967;-6,12259;+
G5EGA5(12);19,1375;17,6857;18,8575;20,5236;27,6695;25,6306;23,1977;23,3651;2,56482;6,31E-05;-5,91465;-4,89528;+
G5EGA5(11);19,4486;17,3918;19,1325;19,13;26,9211;25,0524;25,0934;24,7583;4,19339;0;-6,68056;-9,82462;+
G5EGB1(103);25,4587;25,9912;22,7687;25,0505;27,8147;26,2017;24,8112;25,8382;0,692374;0,038335;-1,34915;-1,42854;+
G5EGB1(111);24,2279;25,1311;23,5133;24,4758;26,6961;24,6108;22,2114;21,5464;0,182153;0,389277;0,570873;0,466334;
G5EGB1(220);15,3207;14,8342;16,2213;18,167;21,1709;20,3508;21,0157;20,9914;3,11477;4,47E-05;-4,7464;-6,26524;+
G5EGB1(66);16,1724;14,2856;17,7138;18,6051;22,6244;22,7531;25,0819;24,8811;3,08124;4,33E-05;-7,14087;-6,17451;+
G5EGB1(185);19,975;18,2486;17,0038;17,4215;24,7505;21,9117;23,9137;23,019;2,95615;3,91E-05;-5,23651;-5,84477;+
G5EGB1(30);19,2839;17,7916;18,7635;18,9107;21,7829;20,6068;21,1482;20,8621;2,99118;3,98E-05;-2,4126;-5,93575;+
G5EGB1(14);18,9013;18,8272;17,9331;17,2338;26,2467;24,4761;25,5257;23,5876;4,12084;0;-6,73515;-9,54005;+
G5EGB3(130);19,699;18,6271;18,8323;18,6137;22,8018;21,8382;24,8743;23,381;3,1072;4,45E-05;-4,28079;-6,24467;+
G5EGD4(470);16,4734;16,4824;16,9371;19,0255;22,8164;21,9898;19,6973;21,2273;2,46461;0,000101422;-4,2031;-4,67018;+
G5EGE9(220);17,5903;17,6577;21,7205;18,6624;21,1651;21,163;20,7481;20,1919;0,984083;0,0140027;-1,90929;-1,91675;+
G5EGF1(317);20,124;19,0214;19,4711;15,6087;21,2168;20,6971;21,3124;19,7636;1,06433;0,0111088;-2,19121;-2,05009;+
G5EGJ5(444);18,3586;18,2091;16,9597;17,758;21,9444;21,1784;20,9662;20,9725;3,92845;0;-3,44397;-8,82057;+
G5EGJ5(431);26,394;26,8289;25,7778;27,5646;25,7391;26,9873;26,9285;25,6589;0,242849;0,282148;0,312875;0,598045;
G5EGK8(50);18,6002;18,6891;18,7673;17,8534;24,0054;24,3893;24,8519;22,23;3,93078;0;-5,39165;-8,82899;+
G5EGN2(106);18,2224;18,1621;15,8588;17,2081;23,3012;22,7479;22,3969;21,8178;3,75249;0;-5,20308;-8,20463;+
G5EGP4(285);21,9874;22,9763;21,0192;22,4988;25,9099;24,8282;23,8869;24,0333;2,1825;0,000585618;-2,54415;-4,07091;+
G5EGP4(144);19,1435;18,0741;18,9915;17,9313;24,7132;24,3377;23,6476;23,5195;4,9188;0;-5,51939;-13,1274;+
G5EGP4(172);16,9744;22,0302;18,2982;17,0904;24,992;24,1384;22,8722;23,1932;2,18461;0,000586528;-5,20067;-4,07522;+
G5EGP4(175);23,6541;26,8279;25,8595;25,5643;28,4432;25,9829;25,067;22,9162;0,0327687;0,85251;-0,125878;-0,0951111;
G5EGP4(92);19,4423;19,2827;18,0743;16,6361;26,446;26,6151;25,1986;24,8099;4,0776;0;-7,40857;-9,37398;+
G5EGP4(167);15,8035;20,1966;15,7569;19,3932;23,9628;21,5044;22,4734;24,6255;2,10517;0,000684237;-5,35394;-3,91475;+
G5EGP4(267);19,806;19,1734;16,6368;19,0957;25,2478;23,4862;23,2015;24,3802;3,17873;4,70E-05;-5,40097;-6,44116;+
G5EGP4(280);23,6453;22,5903;25,1472;23,6264;23,9482;24,9803;25,2889;25,717;0,97549;0,0144014;-1,2313;-1,90248;+
G5EGT4(54);16,5382;19,2616;17,6758;17,3416;21,8902;20,8381;20,6072;21,3312;2,78893;3,38E-05;-3,46237;-5,42454;+
G8JXY5(235);17,5221;17,019;17,1833;18,6345;25,7264;20,6392;22,9296;21,5722;2,3388;0,000303541;-5,12713;-4,39693;+
G8JXY9(12);16,3541;16,8204;18,3816;18,1342;24,3444;23,5426;22,3472;23,4198;4,0653;0;-5,99094;-9,32719;+
G8JXY9(463);19,1018;15,4048;21,81;18,6877;24,9095;24,9015;22,3335;25,4984;2,04549;0,000738669;-5,65964;-3,79641;+
G8JXY9(464);16,4621;19,3776;18,7704;15,8634;20,4674;19,7949;20,9351;20,5289;1,7087;0,00164128;-2,81321;-3,16033;+
G8JXY9(22);17,8199;15,5396;20,6445;17,5549;24,5402;24,1828;27,6787;25,5046;2,93346;3,83E-05;-7,58687;-5,7864;+
G8JY31(24);16,6952;20,0757;19,3027;19,1946;24,1804;22,4184;21,0911;23,2694;2,13896;0,000629236;-3,92278;-3,98258;+
G8JY31(31);17,9999;17,8933;15,4621;17,3634;24,1976;20,6881;19,5291;21,2548;1,97954;0,00085808;-4,23772;-3,66775;+
G8JY40(107);18,6978;17,9019;17,8262;20,4341;22,3166;19,1488;22,3127;21,8318;1,48642;0,00309168;-2,68747;-2,76524;+
G8JY63(197);14,8158;20,1682;19,9205;19,2647;20,9167;20,6551;21,1582;21,2963;1,00331;0,0132278;-2,46428;-1,94868;+
G8JY83(29);22,6868;23,6639;24,7137;22,6459;25,6889;24,0285;25,2739;25,8952;1,49959;0,00306029;-1,79403;-2,78819;+
G8JY83(33);23,7292;23,6147;24,8628;24,0751;26,3621;25,066;23,772;24,7312;0,73946;0,032456;-0,912406;-1,50834;+
G8JY83(48);34,9315;35,5918;34,6798;34,8287;36,9294;35,1498;34,5973;34,4961;0,186574;0,380867;-0,285192;-0,476213;
G8JY83(63);32,1409;32,8763;31,038;32,0154;34,4174;32,9922;32,4605;32,5338;0,934013;0,0166302;-1,08333;-1,83358;+
G8JY83(6);28,2554;29,5741;27,2284;28,3574;32,8355;29,2036;29,2332;28,8531;0,788664;0,0271968;-1,67757;-1,59115;+
G8JY83(11);25,7683;27,3359;25,5324;26,2264;31,5809;28,6836;25,706;27,4416;0,820057;0,0245445;-2,13728;-1,64373;+
G8JY83(27);23,5889;24,3958;25,2282;24,8435;28,499;25,0549;26,5878;24,2137;0,773807;0,0284255;-1,57477;-1,5662;+
G8JY83(391);24,7553;24,3232;22,3309;24,7919;29,5979;25,5985;24,9098;24,1425;0,730038;0,0335372;-2,01186;-1,49242;+
G8JY94(338);20,6255;19,4652;18,7837;19,7407;21,9571;20,709;20,2489;21,1143;1,37474;0,00443639;-1,35352;-2,57247;+
H2FLI6(54);19,1259;15,9612;20,0047;20,0413;20,5443;20,4951;21,1877;20,1829;0,93984;0,016343;-1,81926;-1,84326;+
H2FLK8(376);15,3575;18,4871;18,3263;18,7876;21,5564;20,8154;21,2915;21,2285;2,28235;0,000324089;-3,48337;-4,27754;+
H2FLK8(378);16,0434;19,9036;18,3504;18,5277;24,0567;23,7222;23,0658;24,3777;3,23657;4,98E-05;-5,59933;-6,60355;+
H2FLK8(1264);18,1393;17,9624;18,2149;17,7463;23,021;22,5068;22,8649;22,197;6,2201;0;-4,6317;-21,8369;+
H2FLK8(645);23,738;24,7155;24,1927;22,5737;21,922;20,6729;20,6293;21,3858;2,5269;6,17E-05;2,65247;4,8093;+
H2FLK8(647);15,9916;17,1002;19,2283;17,4133;23,5061;21,2664;21,6772;22,3791;2,91608;3,77E-05;-4,77387;-5,742;+
H2FLK8(314);16,7041;18,1114;18,2025;19,7981;21,5527;20,9552;21,2841;20,5701;2,30594;0,000329464;-2,88651;-4,32718;+
H2FLK8(605);19,478;17,9092;17,4276;17,6953;22,3574;23,2245;21,5715;20,3259;2,5525;6,23E-05;-3,7423;-4,86724;+
H2FLK8(272);16,7785;18,1502;17,0261;20,6444;21,6209;20,5027;20,635;20,251;1,50019;0,0030428;-2,6026;-2,78924;+
H2FLK8(288);16,5873;19,4973;19,2573;18,2362;21,3086;20,4861;21,2987;21,1811;2,08534;0,000731755;-2,67412;-3,87522;+
H2FLK8(294);16,7285;15,7146;19,2978;17,0829;21,3525;21,0012;20,3644;21,4102;2,53534;6,18E-05;-3,82612;-4,82836;+
H2FLK8(1002);25,1586;22,0288;24,5686;23,7742;21,5976;20,577;21,1383;21,2881;2,06448;0,000722141;2,73232;3,83386;+
H2FLK8(1013);16,8277;17,3296;18,588;17,2828;21,7609;21,8198;20,2459;22,0704;3,39691;0;-3,96721;-7,07083;+
H2FLK8(1032);17,0318;18,5802;17,1736;17,265;23,1677;24,8358;23,0155;24,7914;4,35522;0;-6,43993;-10,4871;+
H2FLK8(1038);18,3874;18,8338;18,9841;20,6259;21,8692;21,2086;20,4285;20,1766;1,47824;0,00312379;-1,71292;-2,751;+
H2FLK8(911);20,9712;17,8282;18,8382;16,1448;21,3915;20,9466;20,3893;20,7533;1,24607;0,00631118;-2,42459;-2,35403;+
H2FLK8(923);22,5674;23,2719;25,3546;22,0038;23,3386;21,658;23,509;23,6203;0,114978;0,557847;0,267967;0,309511;
H2FLK8(303);18,623;17,7688;17,2927;18,4417;21,0161;21,2243;20,6884;21,1362;3,99791;0;-2,98468;-9,0746;+
H2FLK8(305);24,794;24,7055;25,2488;24,9491;20,1016;20,563;20,8448;21,3246;5,24337;0;4,21584;14,9184;+
H2FLK8(354);18,8733;18,724;18,5141;18,2322;21,4335;20,4971;20,6674;21,08;4,04462;0;-2,33361;-9,24904;+
H2FLK8(111);15,8485;18,6376;19,7949;18,0159;21,0636;21,0131;20,3146;21,3359;1,80457;0,00115862;-2,85761;-3,33632;+
H2FLK8(120);17,8854;18,4501;17,6654;17,9241;23,1151;21,2912;22,601;23,0974;4,209;0;-4,54496;-9,88681;+
H2FLK8(1080);19,6917;18,7679;16,2075;19,6899;23,2575;21,867;22,0973;21,3414;2,08382;0,000731395;-3,55153;-3,8722;+
H2FLK8(396);18,0333;17,6381;15,8262;16,4556;21,9524;21,5342;23,2682;22,4359;3,80505;0;-5,30938;-8,38459;+
H2FLK8(1051);17,382;17,6825;19,0817;18,2308;21,0662;21,0898;20,8197;21,2001;3,60867;0;-2,94974;-7,72897;+
H2FLK8(953);19,0157;18,0659;18,6009;16,401;20,6302;21,0947;20,9307;21,2034;2,61583;3,03E-05;-2,94385;-5,01251;+
H2FLK8(962);18,3714;18,6983;16,5933;17,2837;21,5951;20,2348;20,2758;19,884;2,38161;0,000224037;-2,76077;-4,48878;+
H2FLK8(984);18,4623;19,8909;16,6887;18,908;20,7228;20,9317;20,6272;21,2282;1,89193;0,00103266;-2,38996;-3,50006;+
H2FLK8(1165);18,6433;16,9325;17,5458;18,5065;21,7198;20,666;20,6098;21,133;3,19845;4,80E-05;-3,12511;-6,49616;+
H2FLK8(1173);17,8576;15,9489;19,954;17,0878;25,413;22,7793;24,4634;23,418;3,07513;4,29E-05;-6,30633;-6,15808;+
H2FLK8(367);22,0365;22,4746;20,9916;21,872;21,6955;20,7017;19,4064;20,9617;1,04787;0,0115928;1,15236;2,02271;+
H2FLK8(188);19,7154;18,5851;19,7834;19,7102;21,6223;21,0015;20,3236;20,2243;1,66956;0,00183717;-1,34442;-3,08951;+
H2FLK8(201);17,6021;18,7046;17,9448;19,3516;21,277;20,6887;20,3874;20,8972;2,84235;3,53E-05;-2,4118;-5,55634;+
H2FLK8(98);17,7087;18,8016;16,9616;18,88;21,0968;21,2637;20,2895;20,3172;2,62593;3,04E-05;-2,65383;-5,03596;+
H2FLK8(1255);23,6164;24,5443;23,5005;22,511;23,7271;22,5092;22,5462;20,9908;0,779296;0,0280503;1,09973;1,57542;+
H2FLK8(993);18,9882;18,5294;17,5452;19,8695;21,7973;20,6741;20,8148;20,8119;2,23216;0,000460233;-2,29143;-4,17296;+
H2FLK8(1022);17,3157;17,2346;18,667;17,4976;21,8381;21,0574;21,1357;21,3177;4,16055;0;-3,65847;-9,69489;+
H2FLK8(902);21,1607;18,8952;20,7421;16,5945;24,3767;21,5579;20,8658;21,8667;1,14254;0,00879149;-2,81865;-2,18041;+
H2FLK8(345);17,0116;18,6354;18,9785;18,3537;23,7405;21,5219;24,1217;22,3486;3,13174;4,54E-05;-4,68838;-6,31154;+
H2FLK8(1154);14,2247;19,7732;18,6861;17,7724;23,8707;24,3692;22,6351;24,0779;2,54833;6,22E-05;-6,1241;-4,85777;+
H2FLK8(263);17,3117;18,3984;19,5579;17,6178;22,3061;24,81;25,3456;24,9438;3,4337;0;-6,12996;-7,18172;+
H2FLK8(169);19,6124;18,8332;18,7251;19,366;21,8263;20,9783;20,9017;20,3599;2,64855;3,08E-05;-1,88233;-5,08871;+
H2FLK8(178);20,1951;21,3468;17,9197;15,1978;21,5487;20,0796;20,3525;20,7199;0,700081;0,0372471;-2,01032;-1,44164;+
H2FLK8(1109);19,9364;16,1049;16,0977;18,7713;21,5818;20,8839;20,4502;21,4354;1,81213;0,00113792;-3,36023;-3,35036;+
H2FLK8(1118);17,7134;20,7567;18,5687;19,1642;21,8405;20,9349;20,6768;21,168;1,6507;0,00188812;-2,1043;-3,05559;+
H2FLK8(853);18,3025;16,8145;19,6996;19,3367;22,0598;22,5978;21,9594;22,3352;2,85479;3,58E-05;-3,69973;-5,58734;+
H2FLK8(1071);19,2181;18,2214;19,0631;16,4382;21,6889;19,5751;20,4541;21,3093;1,71984;0,001602;-2,52166;-3,1806;+
H2FLK8(843);19,1612;19,0828;19,2239;16,9933;23,117;21,9332;24,2809;23,1695;3,10396;4,43E-05;-4,50985;-6,23588;+
H2FLK8(126);17,1496;20,8312;17,3323;21,037;21,6009;21,0723;20,5229;20,7211;0,871836;0,0205718;-1,89181;-1,73015;+
H2FLK8(343);17,7655;19,8868;17,7797;18,5866;24,259;23,7558;21,3171;22,6914;2,81476;3,45E-05;-4,50116;-5,488;+
H2FLK8(15);18,0195;20,6365;16,8054;17,0336;21,2861;21,0612;20,8423;20,9315;1,77984;0,00131512;-2,90656;-3,29057;+
H2FLK8(140);18,6127;16,1445;19,788;18,7952;21,7665;21,0999;20,5887;21,2428;1,89131;0,0010322;-2,83937;-3,49889;+
H2FLK8(156);16,9289;16,1665;19,0338;17,4985;21,7238;20,4355;20,9716;21,2356;2,84023;3,53E-05;-3,68471;-5,55107;+
H2FLK8(1249);25,6518;24,569;24,7683;25,6501;25,8265;21,6869;22,4937;24,4479;0,779778;0,0280066;1,54602;1,57623;+
H2FLK8(212);19,2496;20,6824;15,9839;18,6025;21,8566;20,2838;20,4276;20,4895;1,05498;0,0113818;-2,13477;-2,03453;+
H2FLK8(223);18,2615;16,3117;19,0522;19,0124;21,3922;20,7744;20,5432;20,5299;2,11628;0,00068697;-2,65052;-3,93699;+
H2FLK8(252);19,1787;21,026;20,4486;15,5133;21,9322;20,7962;20,7721;20,9845;0,817977;0,0248333;-2,0796;-1,64025;+
H2FLK8(139);17,6133;17,0552;16,3658;17,6343;20,3002;20,25;20,6987;21,3692;3,92965;0;-3,48736;-8,82493;+
H2FLK8(1327);18,1437;20,2914;18,6595;18,7156;21,2116;21,0822;21,3763;21,3479;2,56868;6,34E-05;-2,30194;-4,90409;+
H2FLK8(330);20,0784;20,4476;15,7248;15,4172;22,2823;22,9216;24,4202;23,5443;2,02301;0,000782443;-5,37508;-3,7523;+
H2FLK8(334);20,255;21,2486;22,7718;21,5899;22,7452;22,02;23,2248;21,5608;0,701828;0,0369536;-0,921399;-1,44461;+
H2FLK8(1343);17,7418;20,9393;18,0502;15,1108;24,1607;21,2672;21,4349;22,8177;1,76005;0,00141854;-4,45958;-3,25414;+
H2FLK8(1349);17,4849;20,3519;18,9062;17,653;23,069;21,5559;20,683;20,6611;1,79327;0,00122389;-2,89325;-3,31538;+
H2FLK8(1357);19,4186;17,2578;19,0401;18,1468;23,1593;22,2559;22,6235;20,3699;2,47378;0,000101863;-3,63634;-4,69051;+
H2FLK8(80);20,0678;18,691;18,6818;16,8438;21,5334;21,186;20,7192;20,7585;1,94263;0,000901099;-2,47815;-3,59665;+
H2FLK9(1137);17,7825;19,8117;16,5627;18,3264;21,2617;20,8083;20,9471;19,6975;1,83297;0,00108504;-2,55783;-3,38919;+
H2FLK9(1144);17,4085;19,0728;19,0411;17,0762;21,2865;19,5682;20,8273;21,2276;2,09356;0,000705882;-2,57774;-3,89158;+
H2FLK9(1131);17,763;18,247;19,6403;17,3477;24,7329;24,7752;24,3216;24,2933;4,73235;0;-6,28123;-12,1923;+
H2KYH5(232);26,8115;28,2725;26,2235;23,9116;29,0123;27,3873;26,111;27,7425;0,537209;0,0697099;-1,25852;-1,15961;
H2KYH5(372);18,3762;18,8216;19,4281;17,0462;24,5026;23,0246;22,7345;24,0766;3,64834;0;-5,16657;-7,85777;+
H2KYH5(384);23,7856;24,3325;24,3815;23,8909;23,6597;24,2888;23,5292;22,8099;0,764372;0,029553;0,525739;1,55033;+
H2KYH5(309);20,0356;18,2498;18,5895;18,0355;28,5428;26,9592;26,1596;27,1228;4,82321;0;-8,46849;-12,6399;+
H2KYH5(324);25,0676;25,0315;23,4632;25,369;28,182;25,0928;27,3708;24,8509;0,889492;0,0192645;-1,64132;-1,75955;+
H2KYH5(334);23,8555;25,5375;25,3116;25,5804;26,7162;23,9818;27,3223;24,8877;0,315011;0,197737;-0,655768;-0,745464;
H2KYH5(219);17,6142;16,6339;20,3648;18,8512;24,7271;23,7381;25,5;25,0768;3,43672;0;-6,3945;-7,19088;+
H2KYH5(21);24,7685;24,8003;23,4899;24,6324;21,0947;19,9936;20,2182;21,1149;3,95495;0;3,81744;8,91676;+
H2KYH5(173);17,6768;20,1467;16,7298;17,905;26,1559;23,0411;23,8818;23,7949;3,08238;4,34E-05;-6,10384;-6,17756;+
H2KYH5(175);18,3871;18,2752;17,0634;16,7345;21,4273;20,7209;21,1564;19,2045;2,44944;0,000126984;-3,01222;-4,6367;+
H2KYH5(191);26,226;27,1301;26,9431;26,1984;30,1425;26,4539;26,1334;26,5161;0,293688;0,219072;-0,687046;-0,702787;
H2KYH5(134);24,363;24,5145;25,1283;24,235;25,8468;24,5466;24,8446;25,5795;0,897241;0,0188743;-0,644157;-1,77244;+
H2KYH5(392);22,8071;23,0477;25,2557;22,4189;26,9624;26,3449;26,9737;26,3664;2,59105;6,46E-05;-3,27948;-4,95533;+
H2KYH5(354);22,6445;23,2918;23,9904;23,6826;24,8638;25,7008;25,1363;23,8756;1,68171;0,00177741;-1,49179;-3,11144;+
H2KYH5(10);26,1958;27,0529;26,8128;26,4276;28,4876;25,8794;26,4813;27,463;0,319804;0,193254;-0,455554;-0,754964;
H2KYH5(395);21,4448;24,9648;24,0715;24,4889;23,5587;24,1557;24,745;26,5391;0,443359;0,104989;-1,00713;-0,990271;
H2KYH5(393);18,5482;18,0575;18,1921;17,7486;21,0641;20,7297;21,3267;20,4178;4,39378;0;-2,74804;-10,6508;+
Q86NI2(132);23,9052;24,6928;23,4279;24,5902;23,3568;22,7362;24,9429;24,2453;0,236828;0,291488;0,333713;0,585329;
Q86NI2(151);20,9853;16,9654;19,0764;16,8134;21,5804;20,9072;20,4781;20,8849;1,31408;0,00521311;-2,50253;-2,46906;+
H2KYJ5(239);15,1371;19,8627;17,6734;17,3773;23,0023;26,5014;22,906;25,7979;2,71165;3,23E-05;-7,03928;-5,23782;+
Q8MQE2(76);17,3725;20,6516;15,2458;17,2672;24,8491;21,58;22,971;22,8766;2,22772;0,000459016;-5,4349;-4,16377;+
H2KYN7(293);18,5907;16,7095;19,2742;19,3429;21,776;21,2133;21,2612;21,3374;2,45603;0,000100552;-2,91764;-4,65124;+
H2KYN7(400);17,7755;18,261;19,8236;19,7445;21,8699;20,9816;20,0984;21,2804;1,82999;0,00110105;-2,15647;-3,38362;+
H2KYP4(357);18,7685;18,8702;15,4028;16,3611;21,3281;20,9202;20,9349;20,3955;2,13591;0,000659607;-3,544;-3,97644;+
H2KYP4(295);24,04;22,6803;22,7281;24,0428;26,1403;26,0505;24,365;26,3632;2,11092;0,000685259;-2,35694;-3,92625;+
H2KYP4(547);21,7694;23,782;23,4519;22,1518;21,2105;20,8159;21,3375;21,141;1,79275;0,00122337;1,66254;3,31443;+
H2KYR1(284);18,7673;21,0807;18,4537;19,2836;21,9279;21,2015;21,3287;20,6018;1,55688;0,00257813;-1,86865;-2,8887;+
H2KYR1(290);17,935;18,2108;17,7755;17,9704;25,0085;23,0895;22,7207;22,2859;3,90496;0;-5,30322;-8,73608;+
H2KYR1(202);20,8302;18,1346;16,1824;18,4133;21,4465;20,5623;21,0023;20,1026;1,27269;0,00571849;-2,38832;-2,39895;+
H2KYR1(209);18,9161;17,1195;20,6721;14,7547;21,8771;19,8826;20,9922;21,1743;1,23831;0,00654519;-3,11598;-2,34096;+
H2KYR1(139);16,5138;18,5314;20,7025;19,31;22,1017;23,4076;22,146;23,1461;2,24528;0,000463428;-3,93593;-4,20015;+
H2KYR1(251);18,2811;17,0825;15,2384;17,0797;21,8219;20,5618;21,1504;21,0616;3,09985;4,41E-05;-4,22852;-6,22473;+
H2KYR1(253);19,951;16,4641;17,4019;15,8146;26,1758;24,241;23,3701;22,1907;2,74795;3,30E-05;-6,58647;-5,32497;+
H2KYR1(32);19,0123;18,0343;19,0056;16,4171;23,1117;22,3406;22,9714;24,5621;3,25387;5,02E-05;-5,12914;-6,65274;+
H2KYR1(306);17,3402;16,4849;16,9619;18,2764;25,5459;23,6479;22,9433;23,8303;4,24651;0;-6,72603;-10,0378;+
H2KYR1(378);17,0202;17,8078;20,8149;17,9826;21,7755;20,9145;21,0817;21,1227;1,79059;0,00124464;-2,8172;-3,31043;+
H2KYR1(47);16,7668;19,2968;15,9157;17,5925;21,2502;20,2646;20,5968;20,401;2,29036;0,000326575;-3,2352;-4,29435;+
H2KYR1(53);19,1559;21,184;18,7607;17,8934;21,3163;21,0594;21,1318;20,9642;1,42976;0,00374351;-1,86941;-2,66701;+
O44618(226);19,7484;18,24;18,1891;19,9084;23,6753;20,3777;22,609;21,8301;2,00028;0,000798867;-3,10157;-3,70797;+
H2KYS3(166);17,5676;17,6744;18,524;18,5474;21,7577;20,7309;21,0542;20,388;3,49384;0;-2,90439;-7,36607;+
Q8MNV5(712);18,4082;18,1024;19,0952;17,4733;20,0856;20,2602;20,9095;21,1224;2,83651;3,52E-05;-2,32466;-5,54182;+
Q86NJ8(113);20,7114;18,0425;20,1634;18,2562;24,0336;20,8186;21,3966;21,612;1,46921;0,00325538;-2,67183;-2,73532;+
Q5R3Y6(466);16,6215;18,0052;19,9884;16,9084;21,8672;21,0029;21,3766;21,1314;2,34178;0,000305085;-3,46369;-4,40329;+
H2KZ06(127);17,6786;17,3202;17,4239;16,1031;21,7853;21,053;20,9979;20,042;3,58767;0;-3,83808;-7,66151;+
H2KZ37(1420);19,2308;17,5163;18,2538;16,842;21,9071;20,7226;20,6704;21,271;2,78383;3,37E-05;-3,18209;-5,4121;+
H2KZ48(239);17,4781;18,1726;18,4294;16,1332;23,2378;23,4263;23,9267;23,3985;4,49724;0;-5,94401;-11,1016;+
H2KZ48(244);17,2591;17,9411;17,6864;18,3865;21,7732;20,8361;21,0482;19,3281;2,68772;3,17E-05;-2,92812;-5,18093;+
H2KZ89(161);17,7727;19,0965;18,3705;18,0023;21,5597;21,2267;20,3224;21,0412;3,37044;5,71E-05;-2,72699;-6,99191;+
Q95Q55(148);22,0244;23,1456;22,4431;22,9363;25,6667;24,9808;25,0807;24,7821;3,65859;0;-2,49022;-7,89134;+
Q95Q55(149);18,0075;17,6639;18,0225;19,5396;21,7552;20,9341;21,3548;20,9296;3,14197;4,55E-05;-2,93504;-6,33959;+
H2KZA9(182);20,858;22,4171;23,3437;21,5454;22,5388;22,0614;22,3796;21,5932;0,0627687;0,729197;-0,102181;-0,176872;
H2KZA9(267);21,1916;21,1263;24,4296;20,7838;21,4486;20,8481;21,1207;20,9738;0,39983;0,128751;0,785056;0,909262;
H2KZC4(118);17,9278;20,7862;18,494;19,0729;26,2202;22,5799;21,8089;22,2261;1,88132;0,00102898;-4,13854;-3,47999;+
H2KZD2(329);16,8123;15,4128;18,205;17,9864;24,7724;22,7821;22,3916;24,0415;3,55414;0;-6,39276;-7,55482;+
Q86NB3(200);18,4308;19,6301;18,3984;18,2867;24,2334;23,6807;23,3874;25,7638;3,99241;0;-5,57986;-9,05427;+
Q18930(821);16,1541;16,6694;16,3734;20,0694;21,5165;20,9368;21,2583;20,3377;2,07656;0,000727808;-3,69579;-3,85778;+
Q4TTA9(60);18,7649;16,2274;18,872;18,4794;23,2016;21,8461;24,6455;22,0395;2,7785;3,36E-05;-4,84725;-5,39907;+
Q965K3(69);26,4543;24,7204;24,2648;26,3015;23,5947;23,3819;23,0361;23,7869;1,86399;0,00102169;1,98537;3,44733;+
