Leading.proteins.Positions.within.proteins;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04; -Log Student's T-test p-value daf2_d15_eat2_d15;Student's T-test q-value  daf2_d15_eat2_d15; Student's T-test Difference  daf2_d15_eat2_d15;Student's T-test Test statistic  daf2_d15_eat2_d15;Sign p-val: 0.05 
G5EGB1(103);28,8538;28,9486;27,4278;28,7407;26,3753;22,1272;22,8437;22,626;2,53423;0,00254468;4,99967;4,82584;+
G5EGB1(111);25,2428;24,0241;24,4976;25,3151;23,9791;22,025;21,2288;24,4859;1,15504;0,0367197;1,84019;2,20128;+
G5EGB1(220);19,4232;20,2437;20,186;19,0417;24,7328;24,5379;25,5769;25,8078;4,83483;0;-5,4402;-12,6983;+
G5EGB1(66);17,8001;20,2599;19,7597;19,378;19,9377;20,3584;20,8764;21,691;1,13814;0,0388525;-1,41644;-2,17306;+
G5EGB1(185);21,0241;18,6722;20,1258;18,8534;22,7691;23,6467;25,0086;23,4619;2,85001;0,00156225;-4,05273;-5,57542;+
G5EGB1(30);20,695;18,1035;19,8427;20,6423;20,4509;21,2046;19,6545;20,0718;0,323273;0,323834;-0,524599;-0,761821;
G5EGB1(14);23,3414;23,1522;24,1952;24,6234;26,6786;22,653;23,723;24,7074;0,27393;0,377227;-0,612432;-0,662609;
G5EGB3(130);21,0104;21,6015;23,3269;20,9607;24,4257;26,1247;26,6411;26,3525;2,85518;0,00157049;-4,16115;-5,58832;+
G5EGD4(470);20,3369;18,8885;18,9054;20,2463;19,7627;19,1686;20,8729;20,745;0,420455;0,239174;-0,543019;-0,94787;
G5EGE9(220);19,0445;19,6791;19,0584;19,982;21,5876;20,7382;20,0211;21,158;1,90536;0,0075402;-1,43523;-3,52553;+
G5EGF1(317);17,7438;19,7732;19,4457;20,6281;21,8296;20,9237;21,5338;20,7222;1,51724;0,0157922;-1,85467;-2,81905;+
G5EGJ5(444);17,3865;19,2774;19,3749;19,9972;21,9308;20,8168;19,5884;21,4981;1,36855;0,0223882;-1,94947;-2,56187;+
G5EGJ5(431);18,4437;18,4245;21,0876;20,2709;23,0983;21,0124;20,7734;19,8976;0,865816;0,0741449;-1,63873;-1,72012;
G5EGK8(50);18,97;20,2563;20,1222;19,9255;20,4292;19,0223;20,8694;19,341;0,0656255;0,785886;-0,0969634;-0,184426;
G5EGN2(106);21,0919;21,2949;18,8492;20,5618;20,5885;19,9134;20,9492;19,3329;0,145873;0,584946;0,253461;0,383307;
G5EGP4(285);22,8038;22,9065;23,2325;22,9068;25,7494;26,3645;26,4005;25,9615;5,60351;0;-3,15658;-17,1781;+
G5EGP4(144);17,125;18,6931;18,2418;21,5346;26,1878;22,0557;22,0904;20,315;1,28079;0,0273874;-3,7636;-2,41264;+
G5EGP4(172);18,6816;20,4837;21,3726;21,3456;21,098;18,8776;20,3172;21,583;0,000725284;0,997268;0,00188494;0,0021799;
G5EGP4(175);24,641;24,9697;24,7928;25,5357;28,5094;27,4476;28,2593;28,8914;3,99861;0,000410646;-3,29212;-9,07721;+
G5EGP4(92);18,1697;20,6832;20,6371;19,2138;26,2676;25,0326;25,3613;24,71;3,74237;0,000615385;-5,66693;-8,17037;+
G5EGP4(167);19,5066;21,4294;20,4629;19,4951;21,1444;19,4244;21,2568;20,5369;0,238367;0,422152;-0,367157;-0,588586;
G5EGP4(267);19,9807;20,5689;20,1309;20,0817;24,2482;24,2151;23,6311;24,1787;5,96928;0;-3,87773;-19,8098;+
G5EGP4(280);20,4608;20,297;20,1019;19,668;21,8902;21,3878;20,8451;21,1834;2,29422;0,00355434;-1,19469;-4,30247;+
G5EGT4(54);18,3787;21,6865;21,3045;19,5653;21,7963;22,5649;23,7876;24,3221;1,61916;0,0129981;-2,88399;-2,99915;+
G8JXY5(235);20,1788;17,7006;18,5741;19,6892;21,6154;21,0071;21,5027;20,305;1,77234;0,0099958;-2,07186;-3,27674;+
G8JXY9(12);21,0891;18,5979;18,834;18,4393;20,8542;20,0805;21,6882;21,3882;1,3126;0,0248656;-1,76269;-2,46654;+
G8JXY9(463);17,2138;19,3069;21,126;20,1924;20,451;20,9918;20,1749;20,3373;0,562678;0,161544;-1,02898;-1,20455;
G8JXY9(464);21,4295;20,2157;21,578;19,0892;25,6604;24,3425;24,2995;25,3278;3,16098;0,000826891;-4,32946;-6,39196;+
G8JXY9(22);18,1389;19,4923;19,7839;19,9736;24,4839;25,6746;25,8215;26,5852;4,35357;0;-6,29413;-10,4801;+
G8JY31(24);21,1128;18,6617;21,8692;19,5903;21,3538;21,0715;20,4274;21,2606;0,423673;0,237281;-0,719807;-0,953858;
G8JY31(31);24,1319;23,7493;22,4029;24,0561;19,8195;20,1292;21,3614;21,5599;2,53798;0,00255556;2,86757;4,83432;+
G8JY40(107);23,2774;24,3191;23,8567;23,6003;21,0498;20,5615;19,8914;20,5397;4,24859;0;3,25278;10,0462;+
G8JY63(197);18,8865;19,8982;20,327;18,5139;19,1991;20,1904;20,2376;20,906;0,628835;0,133902;-0,726869;-1,3197;
G8JY83(29);23,2791;24,2244;22,8081;23,1774;25,7065;22,3222;25,2886;24,6269;0,658351;0,12321;-1,11382;-1,37044;
G8JY83(33);24,0597;24,7865;25,5793;25,1945;26,2857;26,3037;23,833;26,8658;0,572543;0,156033;-0,917065;-1,22186;
G8JY83(48);35,9996;35,0685;34,8177;35,2056;36,4075;22,6033;21,3848;32,7357;0,960026;0,0588186;6,99003;1,87679;
G8JY83(63);34,0337;33,5569;32,9152;33,6759;34,6792;31,2548;30,2869;27,2695;0,87228;0,0727287;2,67283;1,73089;
G8JY83(6);27,801;30,3343;30,9667;29,9543;30,4273;25,4141;26,5917;27,0879;0,955404;0,0594173;2,38383;1,86912;
G8JY83(11);31,7729;30,0171;31,8606;31,8291;30,4911;28,8671;28,9501;28,2001;1,83161;0,00863341;2,24282;3,38665;+
G8JY83(27);27,2068;26,9676;28,7018;27,3667;27,6051;27,0445;25,5559;27,7415;0,397929;0,256295;0,573968;0,905683;
G8JY83(391);27,9391;26,588;28,3411;27,216;27,5591;26,2361;25,0338;22,1055;0,953029;0,0598038;2,28743;1,86517;
G8JY94(338);23,8426;24,8664;24,9866;24,0395;20,3464;21,1581;20,5615;21,0432;4,3664;0;3,65644;10,5343;+
H2FLI6(54);18,9415;20,2268;17,8182;19,7442;19,8662;20,877;19,4106;18,6772;0,317742;0,328784;-0,525082;-0,750882;
H2FLK8(376);23,3802;24,5677;21,6624;24,0786;20,7915;20,3709;19,8304;19,6654;2,50163;0,00266945;3,25768;4,75256;+
H2FLK8(378);18,2704;19,9888;19,1509;19,3354;26,8608;26,5936;26,7202;26,0229;5,7863;0;-7,36299;-18,4479;+
H2FLK8(1264);19,8359;18,9305;19,0495;20,2717;20,2599;21,4364;20,8561;20,8378;1,7898;0,00959433;-1,32564;-3,30897;+
H2FLK8(645);24,0422;24,171;25,0592;23,4326;26,9483;24,6525;25,7508;27,0179;1,58062;0,0140265;-1,91612;-2,93064;+
H2FLK8(647);18,8788;19,8895;19,9046;20,9837;21,9;21,5705;21,1059;21,437;1,86731;0,00819174;-1,58919;-3,45358;+
H2FLK8(314);19,0426;21,1294;20,5326;17,9282;24,3037;24,4003;24,5024;24,6998;3,23695;0,000886486;-4,81837;-6,60463;+
H2FLK8(605);22,2501;22,0348;22,5754;22,6677;25,2668;22,715;22,5474;21,5179;0,331168;0,316091;-0,629826;-0,777364;
H2FLK8(272);19,0603;17,8581;20,2021;20,3134;21,4815;20,6924;21,2368;19,5954;1,00913;0,0512817;-1,39303;-1,95834;
H2FLK8(288);21,1637;19,109;18,33;18,4105;19,9474;20,9864;21,7238;20,7306;1,10052;0,0420199;-1,59374;-2,11032;+
H2FLK8(294);24,1598;23,3492;22,6484;22,58;20,8839;20,4958;20,5071;20,6364;3,27998;0,000718336;2,55355;6,72755;+
H2FLK8(1002);22,2402;22,7312;21,2448;23,8931;20,9086;19,2705;20,8924;21,4926;1,38406;0,0218163;1,88626;2,58843;+
H2FLK8(1013);19,8946;20,7791;20,0493;20,8256;21,9077;20,2335;19,9556;20,7329;0,266684;0,38585;-0,32027;-0,647711;
H2FLK8(1032);19,6465;18,6324;21,1078;18,5728;21,849;20,31;21,3967;20,1574;1,02887;0,049019;-1,43838;-1,99114;+
H2FLK8(1038);22,6746;23,0792;24,6586;22,2937;19,3044;21,4691;19,1803;20,2224;2,25769;0,00350622;3,13247;4,22596;+
H2FLK8(911);18,4424;21,2145;19,9951;18,7493;21,4008;20,6143;21,8034;21,0918;1,26485;0,0284368;-1,6272;-2,3857;+
H2FLK8(923);22,3864;23,5189;22,0132;23,9977;22,0757;24,5723;25,0304;23,433;0,442615;0,225875;-0,798783;-0,988901;
H2FLK8(303);19,8456;19,8439;19,9614;19,7233;21,1229;20,3807;21,8264;20,485;1,77937;0,00992832;-1,11019;-3,28971;+
H2FLK8(305);23,586;23,7067;22,6129;24,96;24,7668;23,3328;24,8627;22,1364;0,0246567;0,916323;-0,0582967;-0,0721762;
H2FLK8(354);19,2448;20,8331;20,4923;18,8852;21,1566;19,8399;21,0839;20,2546;0,59457;0,147093;-0,719911;-1,26032;
H2FLK8(111);25,5633;25,8418;26,207;26,1176;23,7047;24,6961;24,6531;24,4155;2,92393;0,00111846;1,56508;5,76202;+
H2FLK8(120);22,5611;23,6311;23,1157;23,4266;21,0878;20,7287;20,2853;21,7208;2,94876;0,0010028;2,22798;5,82572;+
H2FLK8(1080);21,2223;20,782;22,9317;21,2984;20,6162;21,514;21,529;20,6627;0,390645;0,261996;0,478146;0,89193;
H2FLK8(396);20,4255;21,8391;21,111;21,8797;20,9788;20,0915;21,7421;20,7157;0,389339;0,262839;0,431791;0,889459;
H2FLK8(1051);18,654;19,463;20,0096;18,1686;27,5134;23,0242;24,762;25,6762;3,03113;0,000983308;-6,17016;-6,04079;+
H2FLK8(953);23,7357;23,3361;23,4357;22,8499;27,7816;22,5496;23,8169;22,952;0,328314;0,318555;-0,935683;-0,771755;
H2FLK8(962);21,0856;19,9867;20,0578;19,0821;21,3331;20,2704;21,8163;19,6977;0,529285;0,175386;-0,726323;-1,14555;
H2FLK8(984);19,5532;19,4716;19,6762;21,273;20,4131;18,0864;20,9689;20,6181;0,0121026;0,960031;-0,0281157;-0,035912;
H2FLK8(1165);23,2164;22,4766;22,888;24,7204;20,8488;21,2661;20,5745;20,7277;2,53853;0,00255829;2,47108;4,83558;+
H2FLK8(1173);19,2672;18,0442;20,0837;20,0241;21,5279;18,5611;18,9871;20,4946;0,265563;0,387523;-0,537854;-0,645399;
H2FLK8(367);22,2886;22,7399;23,3715;23,5446;25,6149;21,2968;23,089;24,428;0,262683;0,391154;-0,621017;-0,639446;
H2FLK8(188);22,8728;23,9055;23,8118;22,6567;23,354;23,2251;25,0792;24,4802;0,625487;0,135021;-0,72293;-1,31392;
H2FLK8(201);24,6816;24,7241;23,6424;25,3717;21,9974;21,0434;20,5439;21,3038;3,44635;0,000446429;3,38281;7,22018;+
H2FLK8(98);19,6128;20,5369;18,901;17,3869;22,7546;24,1395;26,0678;26,302;2,74779;0,0019732;-5,70661;-5,32459;+
H2FLK8(1255);22,5414;24,4066;24,506;25,0531;25,3557;21,8717;23,4684;23,1989;0,304011;0,343406;0,653108;0,723532;
H2FLK8(993);23,6631;24,7007;23,6148;24,7437;21,319;20,5607;21,8599;21,1065;3,43881;0,000443459;2,96903;7,19723;+
H2FLK8(1022);19,4519;20,2992;18,5635;19,6434;20,768;19,413;20,3515;21,5578;0,916894;0,0651977;-1,03309;-1,80513;
H2FLK8(902);20,2099;20,336;20,2535;18,3816;25,0926;21,7069;23,1427;24,0962;2,29839;0,00349038;-3,71435;-4,31127;+
H2FLK8(345);22,9736;23,5378;24,2119;24,0029;26,1573;23,2108;23,1238;22,2627;0,0026451;0,990895;-0,00708818;-0,00793259;
H2FLK8(1154);22,4037;22,2995;22,9123;21,5974;19,977;20,2098;20,6931;20,865;2,81276;0,00179028;1,86699;5,48307;+
H2FLK8(263);20,7131;20,815;22,0457;21,9159;21,2382;19,5372;20,1773;20,7263;0,959343;0,0590185;0,952654;1,87566;
H2FLK8(169);20,8319;19,588;17,2077;20,343;22,1065;19,6727;21,299;21,6641;0,888671;0,0698872;-1,69288;-1,75818;
H2FLK8(178);20,5449;19,6292;20,0003;20,6052;25,3964;23,9064;22,0561;22,7697;2,32237;0,00333271;-3,33728;-4,36198;+
H2FLK8(1109);19,7139;19,21;20,1032;18,9907;20,4202;19,1677;20,0858;19,7678;0,434023;0,230821;-0,355943;-0,973046;
H2FLK8(1118);23,2533;23,318;22,2725;21,8463;20,363;21,4772;20,0343;21,6557;1,78324;0,00979534;1,78995;3,29684;+
H2FLK8(853);22,1026;22,4108;20,8401;23,2168;21,2877;19,2821;20,2173;19,71;1,66193;0,011955;2,01831;3,07577;+
H2FLK8(1071);20,9793;18,675;20,2369;20,0998;21,9933;19,9754;21,3419;17,7871;0,0966907;0,698018;-0,276668;-0,264285;
H2FLK8(843);23,3749;22,8341;25,0775;24,8591;21,4773;21,5344;21,5166;19,5687;2,19777;0,0039554;3,01218;4,10214;+
H2FLK8(126);19,787;19,6796;20,4474;19,5562;21,0235;20,6105;21,2551;20,7723;2,28904;0,00353818;-1,04783;-4,29157;+
H2FLK8(343);23,7084;23,8072;23,3234;23,1418;20,815;19,0208;21,3722;20,5787;2,93037;0,00112778;3,04854;5,77849;+
H2FLK8(15);19,949;21,0307;19,6574;18,777;19,1682;21,3765;18,5665;21,0261;0,0783484;0,748259;-0,180796;-0,217626;
H2FLK8(140);19,1692;19,6218;20,9657;18,8798;21,2532;19,5767;21,8366;20,5005;0,844774;0,0776818;-1,13261;-1,68503;
H2FLK8(156);17,1271;17,2385;20,292;20,8334;19,9326;19,8454;19,9263;20,9923;0,603836;0,142821;-1,30138;-1,27643;
H2FLK8(1249);24,1803;24,7264;24,3867;25,3071;26,1336;23,8728;25,5278;24,6664;0,304291;0,343262;-0,40006;-0,724094;
H2FLK8(212);20,8499;18,3718;19,3549;20,0487;25,4864;22,5652;23,7753;22,5427;2,39631;0,00309214;-3,93607;-4,5206;+
H2FLK8(223);20,0538;20,5314;20,1008;20,9771;24,368;27,5971;28,0679;26,1394;3,41306;0,0004329;-6,12733;-7,11935;+
H2FLK8(252);20,2961;18,6531;19,7282;18,2414;23,9594;25,5253;26,1359;23,1887;3,23253;0,000883303;-5,4726;-6,5921;+
H2FLK8(139);24,7235;25,2989;23,4828;25,6628;20,3692;20,5687;21,3172;20,0287;3,59315;0,000530504;4,22107;7,67906;+
H2FLK8(1327);19,6617;19,3831;19,4748;20,0679;19,5466;19,0956;21,0224;19,6813;0,1658;0,543394;-0,189602;-0,429357;
H2FLK8(330);23,1571;22,1961;22,6376;22,5317;20,0672;20,6146;20,4184;19,7733;3,93363;0,00055914;2,4123;8,83932;+
H2FLK8(334);21,7148;22,099;22,6764;22,7565;20,2161;20,3545;19,5947;21,07;2,66419;0,00193533;2,00285;5,12538;+
H2FLK8(1343);20,5015;18,9144;19,78;19,1428;21,3838;18,7838;20,6637;21,3035;0,647236;0,127197;-0,948974;-1,35137;
H2FLK8(1349);19,3344;18,5834;19,1651;20,6084;25,0532;25,301;25,1332;23,8812;4,26443;0;-5,41931;-10,1106;+
H2FLK8(1357);17,7476;19,0088;20,9686;20,0282;20,0384;21,1812;20,3901;20,3365;0,693241;0,112423;-1,04822;-1,43001;
H2FLK8(80);19,2023;20,7096;21,5025;17,6705;24,4691;24,3979;23,649;23,2203;2,44573;0,00284507;-4,16285;-4,62853;+
H2FLK9(1137);19,808;20,3923;19,0442;19,5874;21,6192;19,1199;21,5385;19,1933;0,382263;0,268397;-0,659765;-0,876034;
H2FLK9(1144);18,658;21,3683;18,1283;19,9545;20,3732;21,4921;21,7808;19,0977;0,573739;0,155819;-1,15867;-1,22396;
H2FLK9(1131);24,5354;24,572;24,7571;25,1411;25,3154;22,0654;22,7866;25,3253;0,460422;0,214027;0,878188;1,02156;
H2KYH5(232);28,8162;28,7947;28,1331;28,2213;28,526;23,4533;23,4523;24,477;1,55086;0,01493;3,51421;2,87809;+
H2KYH5(372);24,8635;25,8133;24,3938;24,6611;20,9914;19,0683;19,4168;21,6656;3,2684;0,00070632;4,64739;6,69431;+
H2KYH5(384);24,1374;25,6059;24,6894;24,9257;21,7528;20,7208;21,7751;19,8559;3,34045;0,000507937;3,81347;6,90337;+
H2KYH5(309);26,2923;26,7819;26,5807;26,8309;28,9664;28,9035;29,1695;28,7361;5,31075;0;-2,32241;-15,3183;+
H2KYH5(324);26,5085;26,4728;26,611;26,2395;26,5355;27,4029;27,8541;28,1425;1,53686;0,0151663;-1,02579;-2,85347;+
H2KYH5(334);27,9373;27,6693;27,2496;27,9932;26,6116;19,6176;21,3309;20,9251;1,94803;0,00656771;5,59108;3,60702;+
H2KYH5(219);25,7787;27,1884;27,2493;26,0516;24,1948;24,1;23,341;23,7377;3,15414;0,000914858;2,72365;6,37308;+
H2KYH5(21);26,3525;25,9778;27,0045;26,6112;25,331;25,8778;24,1369;26,1824;1,15969;0,0364031;1,10448;2,20906;+
H2KYH5(173);19,5607;20,792;19,9355;18,6347;19,9926;20,4368;20,5662;21,303;0,801427;0,0854209;-0,843931;-1,61255;
H2KYH5(175);19,6303;18,754;21,8663;21,5923;21,2358;20,615;21,573;20,5957;0,285317;0,364396;-0,544148;-0,685841;
H2KYH5(191);28,6942;28,0075;29,0408;29,1087;26,8783;20,0447;20,0549;21,0058;2,16778;0,00433192;6,71684;4,04094;+
H2KYH5(134);25,0169;25,484;25,9603;25,8643;24,327;24,8511;27,8385;26,4563;0,130604;0,617306;-0,286846;-0,347222;
H2KYH5(392);25,9563;24,8699;24,078;24,3093;27,0585;22,8659;23,3861;21,5312;0,379793;0,270858;1,09296;0,871334;
H2KYH5(354);25,1523;25,4089;24,0997;25,8603;23,9277;22,5895;21,6355;23,2132;2,01356;0,00557109;2,28884;3,73385;+
H2KYH5(10);27,9231;28,1579;28,0585;28,8797;22,8587;19,7444;18,8141;20,0694;3,92086;0,000547368;7,88317;8,79321;+
H2KYH5(395);23,7627;23,8078;25,597;25,1531;25,3046;25,7009;25,9647;26,3546;1,28383;0,0270738;-1,25107;-2,41778;+
H2KYH5(393);19,7325;20,1609;18,5923;18,7279;20,6546;20,7446;20,7219;20,9936;2,04009;0,00526651;-1,47527;-3,7858;+
Q86NI2(132);19,4945;20,4146;18,9261;19,3512;24,2833;20,0044;22,2258;22,9307;1,60319;0,013341;-2,81447;-2,9707;+
Q86NI2(151);24,8553;25,6079;24,1921;24,6404;25,8321;22,5755;23,6583;24,7667;0,346994;0,301479;0,615808;0,80827;
H2KYJ5(239);18,3559;20,1551;19,6201;19,654;21,159;21,0276;21,7854;19,4589;1,1871;0,0339232;-1,41146;-2,25494;+
Q8MQE2(76);20,0032;20,8669;19,8423;19,5053;22,0109;21,2628;21,7113;20,8403;1,95528;0,00641903;-1,40191;-3,62094;+
H2KYN7(293);20,1872;21,244;20,1309;19,3913;22,7035;23,3844;23,7591;22,8595;3,20087;0,000855652;-2,93826;-6,50295;+
H2KYN7(400);18,4911;17,2966;19,3778;18,8953;21,8379;19,9602;20,4728;20,2723;1,88586;0,00779228;-2,12059;-3,48857;+
H2KYP4(357);19,1378;19,1075;20,1522;18,3551;19,4943;20,6522;21,6006;21,6362;1,42061;0,0199883;-1,65765;-2,65124;+
H2KYP4(295);18,7419;20,5804;18,7656;17,5759;24,5687;21,8955;22,165;22,9735;2,43814;0,00283367;-3,98473;-4,61186;+
H2KYP4(547);17,1926;20,1544;18,5491;19,0063;21,16;21,0974;20,4151;21,7127;1,91854;0,00717523;-2,37068;-3,55061;+
H2KYR1(284);19,9152;19,8343;21,134;17,4135;22,2467;24,8647;23,7072;21,4013;1,71969;0,0110649;-3,48074;-3,18033;+
H2KYR1(290);24,347;22,7929;22,9191;24,6727;24,1709;23,2112;22,9407;24,1468;0,0393525;0,868021;0,0655513;0,113454;
H2KYR1(202);20,9568;19,2418;20,8893;19,725;25,2105;22,0853;22,165;22,4103;1,73055;0,0108638;-2,76452;-3,20011;+
H2KYR1(209);20,7151;19,7441;19,8856;19,9323;24,5213;22,8229;21,807;23,411;2,633;0,00207491;-3,0713;-5,05241;+
H2KYR1(139);19,3792;19,0219;20,714;18,6123;24,4874;24,3599;23,05;24,242;3,74202;0,000613497;-4,60297;-8,16918;+
H2KYR1(251);20,0588;19,6144;18,1974;20,4101;27,2541;24,5599;24,1196;24,6252;3,1825;0,00083959;-5,56955;-6,45165;+
H2KYR1(253);19,6231;20,4178;20,637;18,284;27,1188;25,0747;24,6119;24,926;3,47199;0,000465116;-5,6924;-7,29865;+
H2KYR1(32);21,321;21,7694;20,2634;22,4046;24,6;27,2234;26,0222;26,8139;3,18048;0,00083816;-4,72527;-6,44603;+
H2KYR1(306);19,4674;20,3113;20,5222;18,0154;24,5156;22,5869;24,0171;24,6676;2,97673;0,00102726;-4,36771;-5,89809;+
H2KYR1(378);18,6728;20,7135;16,3576;19,3029;22,0578;22,0082;22,2594;21,2408;1,81057;0,00923121;-3,12982;-3,34746;+
H2KYR1(47);20,946;19,4105;21,5604;20,1069;22,9246;23,1677;24,4948;23,9959;2,72578;0,0019378;-3,1398;-5,27163;+
H2KYR1(53);18,153;18,8293;19,6268;20,4334;21,7552;19,923;21,2648;21,3796;1,54373;0,0149994;-1,82004;-2,86553;+
O44618(226);19,8451;21,2924;19,8468;21,1015;21,2105;19,0967;20,6826;21,1213;0,00336152;0,988455;-0,00632668;-0,0100729;
H2KYS3(166);17,5267;19,5808;19,4912;19,4256;20,3178;19,9881;21,0605;20,3995;1,41654;0,0199814;-1,4354;-2,64423;+
Q8MNV5(712);19,8031;18,8351;17,9209;20,6796;21,9789;19,9737;20,6017;19,2721;0,665883;0,120496;-1,14692;-1,38334;
Q86NJ8(113);19,5698;18,0133;20,1219;19,8259;21,3917;19,8515;20,6942;18,7281;0,479679;0,202866;-0,783651;-1,05658;
Q5R3Y6(466);20,4288;20,2289;21,855;19,2518;18,8004;20,6657;19,6143;19,5547;0,552103;0,165301;0,782339;1,18594;
H2KZ06(127);18,4366;20,7067;18,6557;19,5315;22,032;20,7107;19,2931;21,373;1,00285;0,0521376;-1,51957;-1,94792;
H2KZ37(1420);19,3394;20,6167;19,7149;21,3242;21,2776;20,3963;21,4486;21,1293;0,803196;0,0850747;-0,814127;-1,61551;
H2KZ48(239);17,9936;20,2984;19,4869;20,8059;20,9239;19,782;20,8384;21,6215;0,785811;0,0891079;-1,14527;-1,58636;
H2KZ48(244);19,9631;20,5723;20,3711;20,115;20,7173;19,8713;19,7043;20,6833;0,0128322;0,957643;0,0113411;0,0380463;
H2KZ89(161);17,3944;19,5929;20,1426;19,8188;19,8202;20,3228;21,2203;21,2066;1,01572;0,0506332;-1,4053;-1,96928;
Q95Q55(148);25,4431;24,4255;24,6099;25,3268;25,2747;25,3785;25,1602;25,2835;0,589045;0,149436;-0,322899;-1,2507;
Q95Q55(149);22,0304;22,3689;22,0089;24,1584;23,2146;25,3422;24,2428;24,6684;1,35611;0,0227699;-1,72533;-2,54061;+
H2KZA9(182);19,9886;20,0509;18,7524;18,4407;24,3119;25,9368;26,2015;25,8846;4,3572;0;-6,27555;-10,4954;+
H2KZA9(267);21,9359;21,1909;20,9997;22,9703;20,5548;19,9695;18,4754;19,7303;1,80788;0,00931044;2,09173;3,34246;+
H2KZC4(118);24,0551;24,6733;24,293;25,1533;21,1758;21,3828;20,9426;21,6469;4,58894;0;3,25664;11,5158;+
H2KZD2(329);17,2806;17,9771;17,6884;21,1841;22,8795;27,3729;28,0463;27,2573;2,73609;0,00196126;-7,8565;-5,29638;+
Q86NB3(200);18,8892;18,8247;19,5038;19,5403;25,0793;24,4214;24,8847;23,9975;5,64501;0;-5,40625;-17,4588;+
Q18930(821);18,3696;20,0169;20,0752;18,8203;24,7028;25,367;26,5692;26,2707;4,37939;0;-6,40689;-10,5894;+
Q4TTA9(60);19,1937;19,415;18,6465;17,2243;20,0871;19,7923;19,8401;21,7318;1,3816;0,0218532;-1,74295;-2,58422;+
Q965K3(69);23,4984;23,0413;21,6304;24,2647;21,0963;21,3995;21,3196;19,2277;1,67823;0,0119144;2,34794;3,10514;+
Q688A5(71);23,3305;23,4276;22,1504;22,348;20,983;20,8967;20,8243;20,0865;2,79827;0,00177215;2,11648;5,44744;+
Q9BL66(180);17,65;21,1578;20,1509;21,7717;23,5373;24,7831;24,317;24,1911;2,27646;0,00354717;-4,02452;-4,26519;+
H2KZN1(10);20,8195;20,2777;20,2666;19,7847;21,5228;20,7647;19,7438;21,6108;0,614091;0,139349;-0,623377;-1,29421;
X5M917(14);19,6586;19,9113;20,8787;21,249;19,732;19,9539;21,5333;20,5052;0,00403808;0,98649;-0,00668907;-0,0120909;
H2KZR4(343);17,6828;19,0686;20,083;21,7195;20,2653;18,6691;20,6869;18,8214;0,00942305;0,968875;0,0277791;0,0280443;
H2KZR4(386);20,0892;19,0256;20,6763;21,121;21,9641;20,0972;21,5511;21,6427;0,893943;0,0693512;-1,08573;-1,76696;
H2KZR4(270);21,5241;22,13;20,4596;22,8602;19,6185;19,4941;21,0804;21,1315;1,08563;0,0437196;1,41233;2,08553;+
H2KZT9(308);26,5951;26,8936;26,6479;27,4938;21,4846;20,5643;21,4691;21,0074;5,89063;0;5,77625;19,2128;+
H2L023(196);23,6423;24,8028;25,0514;24,8901;21,4633;21,3173;19,2999;21,0949;3,1492;0,000910299;3,80282;6,35947;+
H2L023(105);25,1232;25,5839;23,2654;26,0778;21,1024;19,1882;20,9445;20,3913;3,06309;0,00100621;4,60601;6,12581;+
H2L023(9);24,1611;24,5363;25,3706;25,2144;22,7899;25,3322;24,6874;24,3307;0,383062;0,267869;0,535551;0,877553;
H2L023(306);19,9583;21,6526;21,6848;21,6194;19,1343;21,3048;19,6748;21,2373;0,607641;0,141566;0,890971;1,28304;
H2L028(74);19,5721;19,709;21,4518;19,2456;21,1375;21,0333;19,7965;21,4698;0,677713;0,116824;-0,864664;-1,40355;
H2L034(597);19,3232;19,9374;19,2588;20,8689;21,111;21,0025;20,9332;20,9523;1,65855;0,0120951;-1,15267;-3,06969;+
H2L034(371);17,652;19,4951;20,5489;19,1645;21,6878;21,0095;21,721;21,6095;1,98883;0,00579674;-2,29183;-3,68574;+
H2L034(476);17,7266;19,5079;20,31;20,1432;27,408;26,5452;27,2659;27,3159;4,7691;0;-7,71183;-12,3715;+
H2L048(7);18,879;20,8847;19,5968;18,3914;22,0224;18,9971;21,4534;20,3336;0,716367;0,105518;-1,26368;-1,46928;
H2L048(338);25,0665;23,3216;23,239;23,3177;25,7118;24,4369;25,6895;24,8213;1,3986;0,0209451;-1,42869;-2,61337;+
H2L048(380);21,0299;21,2931;19,6551;21,3105;24,5301;25,3838;25,6892;25,035;4,05909;0,000181818;-4,33736;-9,30366;+
H2L048(382);19,5499;18,7726;21,1424;17,6883;25,6676;24,2321;24,7487;22,1839;2,50223;0,00267223;-4,91979;-4,7539;+
Q8MXS5(484);20,2646;19,1856;19,2226;18,875;21,6353;19,7818;21,1578;20,1068;1,28509;0,0270614;-1,28349;-2,41991;+
H2L0B6(241);19,4433;19,3692;20,9956;18,6576;28,052;23,5919;23,4831;23,2841;2,13829;0,00465941;-4,98636;-3,98124;+
H2L0C4(405);22,0372;22,6119;22,8771;21,0602;21,3018;21,2423;20,1427;21,2041;1,27456;0,0276487;1,17387;2,40211;+
H2L0D1(253);18,6378;18,0912;18,0763;21,3397;21,6878;20,0637;20,4025;20,4156;0,958269;0,0591912;-1,60614;-1,87388;
