Leading.proteins.Positions.within.proteins;log2 eat2_d5_01;log2 eat2_d5_02;log2 eat2_d5_03;log2 eat2_d5_04;log2 eat2_d1_01;log2 eat2_d1_02;log2 eat2_d1_03;log2 eat2_d1_04; -Log Student's T-test p-value eat2_d5_eat2_d1;Student's T-test q-value eat2_d5_eat2_d1; Student's T-test Difference eat2_d5_eat2_d1;Student's T-test Test statistic eat2_d5_eat2_d1;Sign p-val: 0.05 
G5EEP9(1196);21,4344;21,3677;21,4089;19,3921;20,6844;20,2622;20,6553;20,1645;0,385554;0,515328;0,4592;0,882285;
G5EEP9(340);21,1569;20,7441;20,8136;21,1365;19,6142;20,9689;21,668;20,7695;0,184805;0,731951;0,207609;0,472267;
G5EEI9(473);20,8671;20,4131;20,6176;20,6172;20,8566;20,7978;21,5823;20,3304;0,425645;0,482354;-0,263052;-0,95752;
G5EEJ7(36);21,0699;21,771;21,2672;21,4848;20,2055;21,6789;20,9194;20,7153;0,747327;0,273267;0,518462;1,52162;
G5EEK1(484);23,8628;23,1379;22,8633;21,7643;24,8099;22,4331;22,3615;21,5833;0,046769;0,920388;0,110106;0,133839;
G5EEK1(517);21,9289;23,6404;23,5609;23,2537;22,9878;23,3557;23,373;24,2917;0,361768;0,538706;-0,406069;-0,836836;
G5EEK1(24);21,3067;21,7788;20,5456;21,9321;20,7483;20,2577;21,336;19,3629;0,94505;0,190312;0,964585;1,85192;
G5EEK9(703);25,8743;27,4802;26,6476;26,0719;24,1629;25,5059;25,7599;23,4353;1,46849;0,0745549;1,8025;2,73406;
G5EEK9(729);24,5763;25,7047;23,8761;25,2951;24,3951;24,747;23,1698;24,2107;0,669831;0,311271;0,732369;1,39009;
G5EEK9(730);20,9175;20,8971;21,2383;21,4236;24,3951;26,7174;26,4715;25,9821;3,94602;0,00341284;-4,7724;-8,88423;+
G5EEK9(167);23,8071;24,6189;24,2142;25,4676;24,3252;24,6405;25,2036;25,2309;0,328746;0,573198;-0,323096;-0,772605;
G5EEL9(80);18,7799;21,6717;21,5578;20,2277;21,1055;20,9092;21,6634;19,7028;0,136128;0,794537;-0,285974;-0,360361;
G5EEL9(93);19,8845;21,8102;20,4811;21,8383;19,511;20,9074;21,6191;19,9232;0,317984;0,583386;0,51334;0,751361;
G5EEL9(110);20,7447;21,7843;21,6602;21,5777;23,5671;24,0035;24,5989;23,9125;3,71634;0,00439716;-2,57875;-8,08277;+
G5EEL9(113);20,6836;21,408;20,317;21,9568;19,6893;21,7517;21,37;20,8199;0,117957;0,816958;0,183647;0,316763;
G5EEL9(129);20,9221;21,0972;20,5026;19,8209;19,9159;19,379;19,7469;18,8278;1,62202;0,0556735;1,11829;3,00424;
G5EEN7(149);21,1229;20,4405;20,3478;21,7624;22,8075;23,577;25,1964;23,7406;2,55312;0,0120083;-2,91196;-4,86864;+
G5EEN7(150);19,8297;21,5546;20,7149;21,9367;23,618;25,0016;25,1964;24,5822;3,06461;0,00567203;-3,59058;-6,12989;+
G5EGR6(209);24,425;25,8475;24,0582;25,7489;22,2782;25,6299;24,2262;25,0792;0,357705;0,542712;0,716501;0,829007;
G5EET8(124);21,2881;19,9257;21,3702;20,963;20,0913;19,1331;21,2255;19,7818;0,739866;0,276745;0,828827;1,50903;
G5EET8(104);21,4116;20,9507;20,7262;21,1437;20,0977;20,6774;19,9306;19,8509;2,08923;0,0254168;0,918878;3,88297;+
G5EET8(90);24,977;24,548;25,2509;25,1792;25,53;24,904;25,2903;24,8092;0,256485;0,645383;-0,144598;-0,626586;
G5EET8(96);20,3443;20,1721;21,5583;21,8543;20,8222;21,7017;20,4292;20,3468;0,110892;0,82123;0,157291;0,299512;
G5EET8(97);21,5111;21,2887;20,1091;21,3499;20,3661;21,8954;20,1408;20,4401;0,28718;0,61309;0,354126;0,689622;
G5EET8(150);21,0055;21,6734;19,3423;20,5315;18,7645;20,711;18,3721;20,6236;0,617857;0,342152;1,02034;1,30073;
G5EET8(28);28,1582;26,1096;26,5264;28,1228;25,4721;30,715;30,2841;29,1003;0,603369;0,351223;-1,6636;-1,27562;
G5EET8(42);21,1776;21,1723;21,3722;20,5985;20,9019;19,9423;21,5909;20,3051;0,444954;0,469186;0,39509;0,993205;
G5EEU1(32);20,5692;20,2203;21,5858;21,67;21,089;21,4681;21,3407;19,2822;0,129775;0,801752;0,216314;0,345241;
G5EEU1(65);25,8178;23,6773;24,3507;25,7353;20,6688;21,8592;21,6763;19,215;2,62323;0,010543;4,04049;5,02968;+
G5EEV5(118);20,7077;21,7353;21,5355;21,645;20,7729;20,582;20,7097;21,1678;1,17291;0,12793;0,597766;2,23118;
G5EEV9(218);23,9511;24,6917;25,2422;25,7931;20,7641;21,3234;21,6777;20,6679;3,77596;0,00430303;3,81126;8,28456;+
G5EEW9(516);22,8809;27,8628;27,5522;26,2955;23,4283;26,4047;24,8993;27,9592;0,117898;0,816806;0,474992;0,316621;
G5EGD5(66);23,1687;24,9097;23,6239;22,5709;25,0451;25,1944;25,1938;24,123;1,25041;0,110057;-1,32078;-2,36135;
G5EGD5(141);19,4534;21,8042;19,1098;20,6434;23,6312;25,657;25,6655;25,1741;3,06701;0,00570874;-4,77928;-6,13629;+
G5EGD5(102);20,5984;21,755;19,3276;21,6273;20,2451;19,5526;21,4946;20,4236;0,232258;0,675227;0,3981;0,575631;
G5EGD5(105);20,2609;21,6295;20,7192;21,6718;20,1663;21,0936;21,7179;20,1491;0,224186;0,683898;0,288603;0,558397;
G5EF05(1491);26,9284;28,932;28,2946;27,8312;23,021;26,3616;26,8306;25,6833;1,42352;0,0815257;2,52243;2,65625;
G5EF32(101);20,6783;20,5656;20,2855;21,0856;20,9125;20,0674;20,2632;20,9426;0,146729;0,777652;0,107335;0,38531;
G5EF32(71);24,1489;23,3089;24,282;22,5459;20,756;21,2819;21,3551;20,6725;2,9381;0,00608403;2,55505;5,79832;+
G5EF37(117);25,6565;25,6486;24,8804;26,1436;22,5309;24,2684;24,4987;22,4739;1,91256;0,0348154;2,13932;3,53923;+
G5EF37(105);24,5043;26,1101;24,0087;25,5353;25,3501;27,3848;25,9762;26,8638;1,06761;0,15162;-1,35411;-2,05554;
G5EF82(491);26,3414;26,5577;27,2866;27,1368;20,6951;21,3526;20,2087;20,9102;5,77904;0;6,03895;18,3958;+
G5EF87(486);21,3124;20,6302;21,3446;21,3161;18,3979;20,7075;21,7287;20,6819;0,484059;0,438652;0,771805;1,06451;
G5EFC4(736);20,1659;21,313;21,2187;19,5194;20,6751;21,5219;21,4357;20,059;0,275993;0,625382;-0,368686;-0,666833;
G5EFD7(104);20,0479;20,9745;20,0977;21,3583;19,2717;19,3547;21,5043;19,2176;0,567999;0,374396;0,782504;1,2139;
G5EFD7(105);21,5467;19,4963;21,0607;21,681;20,219;21,8167;21,3835;20,2255;0,0183952;0,970187;0,0350204;0,0542098;
G5EFE3(451);20,5068;21,2408;21,7598;21,8443;20,7235;21,3222;21,3871;20,256;0,459457;0,458294;0,415713;1,0198;
G5EFF2(20);21,4941;20,6646;19,8181;21,7955;20,4286;20,4184;21,1796;20,8554;0,180462;0,736038;0,222579;0,462544;
G5EFF2(5);19,0504;20,1463;21,7604;20,2953;20,136;21,7931;20,4142;20,9038;0,317335;0,583648;-0,498649;-0,750075;
G5EFI4(39);21,2236;20,3643;20,2908;21,9205;20,947;21,6987;20,9209;21,1741;0,221035;0,688489;-0,235366;-0,551632;
G5EFI4(65);20,9645;19,8007;20,9902;20,3426;19,8317;21,2959;20,7368;20,7861;0,12414;0,808064;-0,138098;-0,331721;
G5EFK4(73);20,0818;21,5198;20,6767;20,6128;20,5697;20,4838;20,1527;21,448;0,0511726;0,913446;0,0591969;0,145809;
G5EFK4(142);21,448;20,4098;21,6027;21,4219;19,7868;20,9163;21,5474;20,5129;0,533993;0,398605;0,529739;1,15391;
G5EFM0(455);20,3013;21,3795;21,2528;19,6098;21,6772;23,3546;21,6331;21,4576;1,20635;0,120838;-1,3948;-2,28724;
G5EFP2(100);19,33;21,146;20,4557;21,1309;20,4523;21,6257;20,4608;20,8197;0,261862;0,640097;-0,323994;-0,637745;
G5EFP2(51);20,9397;23,6807;22,347;21,2216;22,6818;22,7856;21,9414;23,2162;0,394313;0,509218;-0,608995;-0,898863;
G5EFP2(214);20,7498;20,9989;21,1506;20,7047;20,5145;20,7049;20,2005;21,3617;0,327539;0,574911;0,205585;0,77023;
G5EFQ4(305);21,4576;21,5826;21,1623;21,0582;18,379;21,3839;20,1737;20,5157;0,954799;0,18699;1,2021;1,86811;
G5EFQ4(320);21,0744;21,5143;21,3314;21,4833;18,7165;20,5501;20,5453;19,4863;1,80538;0,0408832;1,52632;3,33783;+
G5EFS0(500);21,3722;21,5464;21,1834;21,6098;20,4298;21,5078;21,6582;21,1303;0,367966;0,532304;0,246413;0,84874;
G5EFS0(501);21,5728;19,9158;21,0373;21,1103;20,7584;21,1957;21,1275;20,6761;0,0277438;0,951877;-0,0303521;-0,080949;
G5EFS1(408);25,3412;23,666;23,9434;23,2147;25,008;23,8538;22,815;23,4217;0,15703;0,763855;0,266692;0,409231;
G5EFS1(3);20,9968;19,3312;20,6099;20,7036;20,0366;19,3136;21,1245;20,2049;0,178745;0,738232;0,240453;0,458687;
G5EFS5(75);21,1559;20,8604;20,3648;20,0155;19,9711;21,1237;21,529;20,8888;0,27759;0,624411;-0,279017;-0,6701;
G5EFS5(346);18,9725;20,82;21,7442;21,5808;20,5347;21,6057;21,0124;21,3121;0,196894;0,716529;-0,33685;-0,499087;
G5EFS5(347);21,4453;20,842;20,592;21,6521;20,5943;20,1442;19,8723;21,3295;0,795351;0,250167;0,647749;1,60236;
G5EFS5(409);20,4595;17,9979;21,715;21,7846;21,3674;21,6719;21,7889;19,5841;0,243793;0,661887;-0,613853;-0,600032;
G5EFS5(28);20,7875;21,4074;18,5055;19,8983;21,4925;24,9574;24,3613;23,9416;1,93548;0,0334728;-3,53851;-3,58297;+
G5EFS5(255);20,6351;20,4605;19,5465;21,8067;20,1767;21,0058;20,8041;20,8854;0,0760605;0,872037;-0,105803;-0,211708;
G5EFV4(92);19,936;21,4451;20,9782;21,1864;20,3248;21,2485;21,5762;20,5833;0,0368274;0,936459;-0,0467968;-0,106447;
G5EFV4(93);21,3013;19,5498;20,7989;20,7465;20,0078;21,0628;21,4766;19,7265;0,0186252;0,969613;0,0306678;0,0548739;
G5EFZ1(261);21,2426;21,3264;21,7126;21,8851;20,0645;20,8043;20,2137;21,125;1,82985;0,0396468;0,989773;3,38337;+
G5EFZ2(17);27,6632;26,5355;26,1326;27,7613;25,4146;28,3719;28,3279;27,7642;0,221299;0,688314;-0,446513;-0,552199;
G5EG03(16);25,5341;24,7793;25,518;25,291;20,6314;21,489;21,6081;21,2967;5,14684;0,00290909;4,02429;14,3628;+
G5EG03(17);25,5341;24,7793;25,518;25,291;20,6495;21,652;20,9519;21,4054;5,15629;0,00304762;4,11588;14,4164;+
G5EG03(655);29,8148;29,2006;28,1189;29,0089;25,4843;27,4358;28,0579;26,799;1,73334;0,0463224;2,09155;3,20521;+
G5EG11(100);20,3473;21,3025;21,8197;20,8143;20,6886;20,0544;21,1297;20,7417;0,491554;0,431888;0,417343;1,07804;
G5EG39(96);21,1965;20,2433;18,8826;21,6069;19,7051;20,2187;21,5626;21,245;0,0987095;0,836283;-0,200537;-0,269339;
G5EG58(1151);24,5199;23,0689;21,4794;23,8248;25,028;24,3484;23,9634;23,9634;0,780359;0,256578;-1,10257;-1,57721;
G5EG58(378);20,5774;20,647;20,8155;20,536;23,3123;24,3862;23,9837;23,1735;4,36093;0,00272727;-3,06996;-10,5112;+
G5EG58(387);23,3331;22,7545;24,3854;23,207;23,8762;23,7784;24,2373;21,6306;0,0195372;0,967299;0,039381;0,0575042;
G5EG58(661);24,0241;22,6413;23,3518;22,8079;24,6287;24,3128;24,2311;23,058;0,933717;0,196054;-0,85138;-1,83309;
G5EGA5(358);21,1582;21,418;21,8274;21,0297;21,6728;24,8897;25,5136;22,0784;1,15847;0,130555;-2,18029;-2,20703;
G5EGA5(325);20,6431;21,2074;19,636;20,8599;24,2816;24,8077;26,3834;23,7596;3,163;0,00508185;-4,22149;-6,39755;+
G5EGA5(332);20,7996;21,2913;20,674;21,7715;22,0489;23,4458;23,9839;23,4805;2,31126;0,0174545;-2,1057;-4,33843;+
G5EGA5(143);19,5268;21,7622;22,05;21,7414;25,37;24,3835;23,6777;23,1434;2,04329;0,0282367;-2,87354;-3,79208;+
G5EGA5(18);21,142;20,6335;21,5859;20,7942;21,2726;25,1258;25,5266;24,4629;1,67028;0,0517089;-3,05812;-3,0908;
G5EGA5(319);19,7328;21,3757;19,4654;21,0889;23,9756;24,4785;24,452;24,2885;3,65897;0,00402597;-3,88292;-7,89259;+
G5EGA5(12);22,8479;23,847;23,6248;24,4069;25,3614;26,6078;25,9437;25,5523;2,6738;0,00987037;-2,18464;-5,14803;+
G5EGA5(11);24,6644;25,1955;23,6248;24,4069;22,6941;25,0294;24,6832;24,7747;0,103716;0,831121;0,177588;0,281805;
G5EGB1(103);28,7286;29,2199;28,1126;27,5631;25,6319;26,7715;28,1435;26,1971;1,42152;0,0818954;1,72004;2,65281;
G5EGB1(111);25,5149;25,6862;25,989;25,9447;24,2933;26,5034;26,3824;25,0077;0,166591;0,751009;0,236976;0,431161;
G5EGB1(220);21,3016;20,8258;21,174;21,1761;20,712;21,0283;20,4097;18,9271;0,905316;0,205972;0,850068;1,78588;
G5EGB1(66);20,8362;20,5323;20,8293;20,9802;20,9731;21,0957;23,268;19,4018;0,191759;0,721587;-0,39013;-0,487738;
G5EGB1(185);21,3163;21,5096;19,2204;19,9951;19,8865;21,5617;21,4096;20,6779;0,224689;0,68392;-0,373586;-0,559475;
G5EGB1(30);20,7;21,3533;20,6302;21,8519;20,7994;21,8408;21,1574;20,1795;0,114721;0,821292;0,139585;0,308883;
G5EGB1(14);23,9368;24,6202;24,0821;23,3809;23,3095;23,8553;24,2089;23,3639;0,429396;0,479694;0,320624;0,964479;
G5EGB3(130);22,6472;24,8388;24,0239;24,6159;20,8076;22,5152;22,802;21,4452;1,70795;0,048865;2,13895;3,15897;+
G5EGD4(470);19,5422;21,2358;20,9925;21,0629;20,0717;21,5746;20,5903;20,9726;0,0663519;0,887253;-0,0939221;-0,186341;
G5EGE9(220);21,0044;20,8642;19,3797;19,7036;25,8745;26,222;22,4676;26,7759;2,53491;0,0127785;-5,09702;-4,82738;+
G5EGF1(317);19,801;21,814;21,6519;21,4657;19,2934;21,6681;20,4974;20,5578;0,453653;0,460962;0,678953;1,00918;
G5EGJ5(444);21,5055;21,6379;20,7824;20,5355;20,2747;21,2026;21,4944;21,3311;0,0356656;0,938505;0,0396457;0,103211;
G5EGJ5(431);24,568;25,4726;25,4273;25,3565;20,9365;21,346;21,4441;20,181;4,65182;0,00148837;4,2292;11,808;+
G5EGK8(50);21,2139;21,4349;20,8176;18,8473;20,774;21,4538;20,4019;21,098;0,224518;0,684068;-0,353508;-0,559109;
G5EGN2(106);23,4108;21,906;21,4796;22,4037;20,311;21,6052;21,3193;19,2985;1,32662;0,0967137;1,66654;2,49037;
G5EGP4(285);24,3716;27,0007;25,3198;26,5354;24,3669;26,1485;25,3695;26,0657;0,170821;0,746592;0,319232;0,440785;
G5EGP4(144);23,0291;24,8687;25,6995;25,8275;24,9023;26,7664;27,6694;25,9022;0,830212;0,234263;-1,45388;-1,66071;
G5EGP4(172);19,6695;20,4342;21,7742;21,6483;20,5413;20,8344;21,7106;20,703;0,0401975;0,933185;-0,0657892;-0,115791;
G5EGP4(175);27,2697;27,844;27,219;27,3911;23,6444;27,7069;23,3907;26,3576;1,05213;0,154895;2,15603;2,02979;
G5EGP4(92);25,7501;26,5992;26,0807;25,5045;26,8711;26,1884;25,7955;26,3531;0,437529;0,473741;-0,318454;-0,979524;
G5EGP4(167);23,978;24,5253;24,6241;25,1254;21,4319;23,1412;23,4644;22,8847;1,95313;0,0328079;1,83266;3,6168;+
G5EGP4(267);24,1304;23,9288;25,7098;24,7054;22,612;24,8542;25,6829;23,7801;0,196197;0,717503;0,38629;0,49755;
G5EGP4(280);22,1446;23,6641;23,2826;24,105;20,5276;21,6236;21,1264;20,5618;2,49357;0,0135311;2,33924;4,73454;+
G5EGT4(54);25,0201;24,2343;22,4692;24,4576;20,0286;22,4676;20,5096;20,9952;2,14418;0,0229745;3,04503;3,99313;+
G8JXY5(235);21,1054;21,7823;20,7333;20,711;19,4397;21,4381;21,6844;20,2793;0,264449;0,637274;0,372637;0,643097;
G8JXY9(12);23,268;23,201;22,3904;22,7091;21,8436;21,5881;22,1249;21,4696;2,3709;0,0160658;1,13556;4,4657;+
G8JXY9(463);21,5818;21,6639;21,5071;21,7595;20,2429;21,8024;21,2251;21,0473;0,841659;0,229772;0,548651;1,67983;
G8JXY9(464);24,1554;23,6219;24,5395;23,9475;22,644;23,7681;23,9378;22,8573;1,05418;0,154559;0,764273;2,0332;
G8JXY9(22);24,4748;23,8122;24,2857;24,646;23,8522;23,211;23,7506;24,0272;1,25102;0,110156;0,594449;2,36236;
G8JY31(24);25,9159;24,6558;25,9158;27,1469;19,3196;21,4943;20,5465;19,7079;3,70579;0,00421769;5,64156;8,04752;+
G8JY31(31);26,874;27,6783;27,1086;27,4062;20,5683;23,0427;24,3294;23,3046;2,80202;0,00731658;4,45557;5,45663;+
G8JY40(107);24,4394;23,7191;22,4324;23,9114;21,2173;22,0413;20,8906;21,5728;2,36837;0,0160509;2,1951;4,46026;+
G8JY63(197);20,0341;21,5175;20,565;20,937;20,8333;20,8426;20,8702;20,9165;0,122078;0,81186;-0,10221;-0,326748;
G8JY83(29);22,0394;22,3888;23,7074;23,4499;26,6147;25,2726;28,1709;25,1149;2,22412;0,0198424;-3,39688;-4,15634;+
G8JY83(33);23,974;25,4416;24,119;25,7032;22,2256;24,3549;25,8612;25,8261;0,0916103;0,847415;0,24254;0,251497;
G8JY83(48);24,109;36,6508;36,8045;36,5648;35,0947;35,9352;36,6276;35,1406;0,285039;0,615862;-2,16725;-0,685277;
G8JY83(63);30,344;31,2014;30,9541;31,7866;33,694;33,4071;34,1438;33,931;3,70697;0,00424658;-2,72248;-8,05147;+
G8JY83(6);29,2648;30,7394;31,1147;31,4331;27,418;31,3071;31,1628;28,8016;0,400644;0,502855;0,965667;0,910795;
G8JY83(11);32,6896;31,6229;31,819;32,2335;31,744;31,6875;31,4912;29,9489;0,908289;0,205214;0,873347;1,79082;
G8JY83(27);27,0919;26,7051;27,3645;28,0631;26,4841;28,4551;28,5158;25,8921;0,0141319;0,978658;-0,0306473;-0,0418399;
G8JY83(391);29,0372;27,8469;27,7589;29,8583;26,582;28,9033;28,1465;27,994;0,46433;0,454299;0,718829;1,02869;
G8JY94(338);20,6856;20,9353;21,2245;21,7669;20,8876;21,8489;21,298;19,0698;0,236352;0,670706;0,37699;0,584322;
H2FLI6(54);20,7867;20,0314;21,1535;21,4522;20,9889;21,5072;21,816;20,8948;0,551407;0,385098;-0,44577;-1,18471;
H2FLK8(376);21,4356;20,7097;21,2519;21,4649;18,9165;20,1256;21,2882;21,2313;0,680068;0,307228;0,82511;1,40757;
H2FLK8(378);22,2937;22,6328;23,6499;22,7021;22,604;22,704;22,3212;21,7467;0,626262;0,337121;0,475603;1,31526;
H2FLK8(1264);21,398;19,8303;20,2137;21,8178;20,4229;21,6673;21,6013;21,05;0,276929;0,624876;-0,370416;-0,668749;
H2FLK8(645);19,3635;21,6481;21,525;21,6076;19,5782;18,7746;21,3827;21,0469;0,455318;0,459374;0,840415;1,01223;
H2FLK8(647);20,944;21,1095;21,5402;20,5229;20,2568;20,7601;20,5958;19,9746;1,21889;0,117875;0,632366;2,30829;
H2FLK8(314);18,6661;21,6847;21,4404;21,7576;18,9119;21,5138;21,6679;21,1754;0,0242877;0,957747;0,0699291;0,0711241;
H2FLK8(605);19,3506;21,437;20,4694;20,3094;19,9553;21,0766;21,5966;19,9461;0,163359;0,755464;-0,252066;-0,423777;
H2FLK8(272);20,7247;20,964;21,3858;21,1504;20,259;20,567;21,0559;20,4092;1,13755;0,135467;0,483485;2,17207;
H2FLK8(288);20,8278;21,0121;21,8353;21,0356;19,8988;20,4811;20,8108;20,4252;1,41496;0,0824353;0,773748;2,64151;
H2FLK8(294);20,0757;21,0245;20,5433;21,0568;19,5;21,7625;20,0262;21,383;0,00406756;0,996013;0,00714445;0,0121788;
H2FLK8(1002);20,693;21,7957;20,7255;21,632;19,5159;21,8945;21,1342;20,7347;0,282348;0,618136;0,391713;0,679805;
H2FLK8(1013);20,8624;21,5981;19,4228;21,2181;20,0983;21,4462;20,7011;21,3063;0,071065;0,879604;-0,112627;-0,198708;
H2FLK8(1032);22,1127;22,9265;22,6021;21,764;22,7582;21,5344;22,3516;20,9222;0,420181;0,486739;0,459689;0,947361;
H2FLK8(1038);24,2754;23,7994;23,938;22,9401;20,3893;21,6375;21,5155;21,1246;3,17511;0,00496751;2,57147;6,43111;+
H2FLK8(911);21,207;20,9013;21,6148;21,7591;20,869;21,788;20,7778;21,1994;0,294907;0,603208;0,211997;0,705245;
H2FLK8(923);21,4247;20,6605;19,0593;21,7798;20,6998;21,2744;21,2561;20,7154;0,156638;0,763691;-0,255326;-0,408325;
H2FLK8(303);21,1122;21,2928;21,036;20,6218;20,8459;20,5689;21,6928;19,9599;0,264534;0,637437;0,248839;0,643272;
H2FLK8(305);20,2447;24,3075;21,5344;21,7117;20,753;21,5519;21,6618;19,7615;0,482731;0,439871;1,01756;1,06211;
H2FLK8(354);21,0856;21,0577;21,3988;21,6639;19,5004;20,4786;20,9599;21,063;1,08399;0,147244;0,801028;2,0828;
H2FLK8(111);21,1524;21,3269;21,0689;21,6342;20,4518;21,3425;21,303;20,4898;0,701807;0,296817;0,398845;1,44458;
H2FLK8(120);21,1232;20,8247;20,9999;21,2209;21,957;22,1844;22,5561;22,1897;3,64189;0,00389937;-1,17965;-7,8367;+
H2FLK8(1080);19,5445;21,4678;21,4488;20,6808;19,8398;20,5623;21,8497;20,489;0,0572893;0,902518;0,100262;0,162274;
H2FLK8(396);20,2106;20,042;21,4164;21,6808;20,159;21,0427;21,1459;20,8742;0,0231478;0,959466;0,0319953;0,0678683;
H2FLK8(1051);21,3243;20,827;21,3492;19,7753;20,3696;21,2359;21,3541;19,4452;0,143547;0,783933;0,21776;0,377857;
H2FLK8(953);20,2501;21,1176;18,8618;21,7128;19,9475;21,1962;20,9482;21,2767;0,20476;0,707126;-0,356601;-0,516353;
H2FLK8(962);24,1878;22,6059;21,7948;22,6827;20,9608;21,244;19,7635;21,2329;1,78774;0,0421773;2,01752;3,30516;+
H2FLK8(984);21,061;21,1386;21,4628;21,1524;19,2674;21,5266;20,6704;19,5227;0,913261;0,202644;0,956956;1,79909;
H2FLK8(1165);21,1886;19,8162;21,4654;20,7088;19,4413;20,8858;19,6889;20,7802;0,532399;0,399982;0,595678;1,15108;
H2FLK8(1173);20,2331;19,4119;21,0042;21,0152;22,9713;22,7412;23,614;22,0124;2,51902;0,0130798;-2,41861;-4,79157;+
H2FLK8(367);18,5505;19,8897;21,5697;21,6491;20,8157;20,4528;20,7035;20,9188;0,157895;0,76234;-0,307936;-0,411224;
H2FLK8(188);20,4837;20,4822;20,1047;20,4907;20,3239;21,4216;21,2977;21,3633;1,37026;0,0894102;-0,711288;-2,5648;
H2FLK8(201);23,8237;23,0311;23,0112;23,8733;20,2292;20,9765;21,2533;21,1321;3,5834;0,004;2,53699;7,64786;+
H2FLK8(98);21,3498;21,5333;20,0969;21,6072;20,7318;21,6395;21,5837;19,6595;0,160284;0,758807;0,243174;0,416723;
H2FLK8(1255);19,8049;20,5353;21,5347;20,4323;23,9959;24,6225;23,8341;23,5405;3,70956;0,00427586;-3,42145;-8,06011;+
H2FLK8(993);20,9216;21,7154;20,8126;21,4022;20,5269;20,5354;21,2653;21,1977;0,522856;0,407283;0,331649;1,13412;
H2FLK8(1022);20,397;20,1711;20,8925;19,1965;19,8945;19,5174;21,0352;21,1969;0,175257;0,743457;-0,246708;-0,450826;
H2FLK8(902);20,2697;21,3422;21,7001;21,1806;19,9567;21,7727;21,4354;21,2888;0,00651011;0,992918;0,00975084;0,0194383;
H2FLK8(345);21,2239;21,2307;21,5161;21,4357;20,5201;20,9749;21,7708;20,5671;0,627303;0,336702;0,393383;1,31705;
H2FLK8(1154);24,0665;23,6808;22,2297;23,7729;21,4667;23,3692;23,5734;24,3;0,1343;0,796351;0,26013;0,356024;
H2FLK8(263);20,9563;20,0799;19,7496;21,1562;20,799;20,4272;18,9694;21,4289;0,0444689;0,923114;0,0793357;0,127548;
H2FLK8(169);20,6541;21,0771;21,8025;20,5731;20,124;21,7817;19,3264;21,4094;0,232957;0,674214;0,366309;0,577118;
H2FLK8(178);21,5084;20,3337;19,9869;20,6481;20,7802;20,1081;21,1653;20,7578;0,0765006;0,871636;-0,0835567;-0,212848;
H2FLK8(1109);20,1953;20,6594;21,3555;21,5182;18,9865;20,2428;21,6616;19,9638;0,523523;0,407133;0,718459;1,13531;
H2FLK8(1118);20,6279;21,2331;19,9924;21,8831;20,5016;21,1753;21,4224;20,7797;0,0268974;0,953258;-0,0356579;-0,0785493;
H2FLK8(853);20,0362;22,0064;20,8685;21,3344;19,3812;21,8917;21,369;21,0417;0,073816;0,875892;0,140444;0,205881;
H2FLK8(1071);21,103;21,379;21,7157;20,9812;20,7652;20,4709;21,6224;21,1154;0,45737;0,458992;0,30124;1,01598;
H2FLK8(843);19,5389;20,9308;21,7445;20,4146;20,6561;20,0793;21,082;20,6208;0,0324193;0,944393;0,047636;0,0941308;
H2FLK8(126);21,3527;20,4226;21,1263;19,8292;19,9062;21,1812;21,637;20,8117;0,152506;0,769209;-0,201309;-0,398761;
H2FLK8(343);19,6575;20,6076;20,5004;21,6495;19,2125;21,4252;21,8191;20,5211;0,0710883;0,879843;-0,140723;-0,198769;
H2FLK8(15);21,2543;21,1817;21,653;19,561;20,1644;21,3448;21,6669;21,1544;0,111689;0,820812;-0,170144;-0,301466;
H2FLK8(140);21,3295;21,2149;20,128;22,2737;20,0846;21,2369;20,9414;20,7158;0,437003;0,474141;0,491828;0,978553;
H2FLK8(156);20,8591;19,3818;20,2503;21,7176;20,0281;20,986;19,8303;20,5812;0,131981;0,798331;0,195806;0,350507;
H2FLK8(1249);25,2112;25,5681;24,4135;24,4931;21,7222;23,0973;25,1624;23,5653;1,04133;0,158643;1,53471;2,01185;
H2FLK8(212);22,8591;21,117;22,1534;22,1109;19,7046;20,7172;21,733;19,9637;1,4159;0,0822972;1,53048;2,64312;
H2FLK8(223);20,0898;20,5185;21,4592;21,5762;19,5875;21,4138;20,4568;20,7025;0,297138;0,60226;0,370811;0,709738;
H2FLK8(252);19,61;21,4422;21,5052;20,8067;19,7515;21,3442;20,5409;21,3934;0,0499243;0,915824;0,0835233;0,142426;
H2FLK8(139);22,3787;22,337;22,335;22,2737;20,3725;20,3725;21,8576;20,5868;2,28742;0,0181343;1,53377;4,28818;+
H2FLK8(1327);20,9143;21,0343;21,0191;21,6835;20,9529;20,2077;21,3757;21,0943;0,361658;0,538657;0,255137;0,836624;
H2FLK8(330);21,2052;21,2849;21,7012;20,1053;22,7349;22,6033;21,2779;23,131;1,38196;0,087669;-1,36264;-2,58483;
H2FLK8(334);21,5643;20,9075;21,4467;21,7938;19,2142;21,6005;20,3013;21,3928;0,66211;0,315983;0,800877;1,37688;
H2FLK8(1343);22,8136;23,8873;23,1382;23,3346;21,0549;20,9795;20,9373;20,1435;3,72415;0,00446043;2,51461;8,10898;+
H2FLK8(1349);22,9687;24,0524;23,9137;23,4522;19,5091;21,3228;21,1975;19,9627;3,0312;0,00569279;3,09873;6,04096;+
