ProteinAccessions;log2 daf2_d15_01;log2 daf2_d15_02;log2 daf2_d15_03;log2 daf2_d15_04;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04; -Log Student's T-test p-value daf2_d15_eat2_d15;Student's T-test q-value daf2_d15_eat2_d15; Student's T-test Difference daf2_d15_eat2_d15;Student's T-test Test statistic daf2_d15_eat2_d15;Sign p-val: 0.05 
O45083;15,09;15,1806;15,203;15,1732;15,169;14,773;14,8512;15,3131;0,467544;0,105603;0,135146;1,03455;
O45086;12,3032;11,6861;11,6173;11,1026;14,3325;15,423;14,4607;14,4073;3,80164;0,000104179;-2,97856;-8,37281;+
O45087;15,516;15,2139;15,2552;15,4799;17,2959;17,6694;17,4979;17,7778;5,55135;0,000193548;-2,19396;-16,8316;+
O45089;12,2748;12,0944;11,6427;11,9086;14,3432;15,5009;14,501;14,7028;4,13113;9,01E-05;-2,78183;-9,57995;+
O45097;16,2854;15,528;16,2367;16,1095;17,996;16,7837;16,7788;17,1468;1,83191;0,0026256;-1,13648;-3,38721;+
O45100;13,5533;13,4002;12,36;12,4814;14,9812;15,9244;16,2486;16,3478;3,26591;0,000187705;-2,92676;-6,68717;+
O45106;15,9727;15,9389;16,0934;16,3179;18,3921;18,2193;16,1394;18,4269;1,65286;0,00415062;-1,71371;-3,05947;+
O45110;14,8987;15,5327;15,0179;14,2934;14,7102;14,4616;14,7612;15,1038;0,251076;0,240157;0,176456;0,615306;
O45136;13,7379;14,4369;14,1933;13,9717;15,0427;14,5695;14,7703;14,9434;2,19532;0,00106457;-0,746518;-4,09712;+
O45144;17,6605;17,7056;17,3184;17,2904;14,1242;15,4543;13,4764;15,3358;2,97212;0,000213511;2,89604;5,88613;+
O45146;14,3202;15,3589;14,9132;16,4776;14,9095;15,2887;14,6521;15,4677;0,145459;0,397433;0,188003;0,382337;
O45148;18,2948;18,0423;18,1092;18,5726;21,2717;21,4775;19,0497;19,0377;1,53776;0,00579725;-1,95439;-2,85505;+
O45149;15,162;15,783;14,7481;15,2365;14,7581;14,2859;13,4039;15,3447;0,852673;0,0336107;0,784266;1,69821;+
O45159;14,2747;14,4556;13,6663;13,7133;14,9601;15,0456;14,1837;15,4729;1,42515;0,00747215;-0,888093;-2,65907;+
O45166;12,2772;11,5491;11,7151;11,8434;14,9601;15,4995;14,5359;14,1375;3,94399;0,000115436;-2,93703;-8,87687;+
O45168;17,3318;16,7701;17,4567;17,917;20,1891;20,1374;20,2592;20,0823;4,63093;0,00013468;-2,79813;-11,7102;+
O45181;16,1805;16,0421;16,1363;16,1977;19,3999;20,108;19,438;19,804;6,0921;0,000379747;-3,54833;-20,7784;+
O45218;14,6554;14,8818;15,0073;14,9227;17,6872;17,6179;17,968;18,3549;5,51135;0,000179641;-3,04017;-16,5705;+
O45226;12,0115;11,9795;11,6503;12,1051;14,8772;15,0254;14,929;14,4204;5,61055;0,000206897;-2,87639;-17,2255;+
O45227;20,0937;19,5054;19,9559;20,2241;18,0685;18,8902;17,8798;19,2752;2,07859;0,00157302;1,41634;3,86182;+
O45228;14,4817;14,5274;14,503;15,0239;16,2623;17,0314;20,2312;15,909;1,4718;0,0066844;-2,72445;-2,7398;+
O45241;14,0186;14,1188;15,1494;15,1124;15,9324;15,3693;15,7387;15,1407;1,42573;0,00744018;-0,945478;-2,66008;+
O45244;14,277;15,2076;14,0766;13,98;14,6103;15,5286;13,5031;15,1089;0,235193;0,256926;-0,302407;-0,581865;
O45279;15,147;15,3284;14,9637;15,0665;14,8685;15,116;14,6355;14,9593;0,931467;0,0268947;0,231567;1,82935;+
O45293;14,1452;13,1603;14,6661;15,1176;15,3088;15,6763;15,6881;15,5621;1,61654;0,0046395;-1,28658;-2,99447;+
O45307;11,9134;11,9186;11,5;11,7817;14,273;15,2421;13,54;14,6034;3,43084;0,000128257;-2,63621;-7,17306;+
O45310;15,92;16,1652;16,0142;16,1198;15,5356;15,6474;15,7828;15,3419;2,34797;0,000782757;0,477895;4,41651;+
O45316;15,8533;12,993;15,1437;15,6953;19,477;20,2092;19,769;19,9028;3,45817;0,000130346;-4,91819;-7,25628;+
O45319;17,8944;18,2806;17,4047;17,4013;17,5916;18,3438;17,8449;17,8603;0,254952;0,23688;-0,164877;-0,623396;
O45346;18,1654;18,5583;17,5207;17,9449;20,7044;20,2582;20,516;20,7159;4,3233;0,000104076;-2,5013;-10,3533;+
O45367;14,9415;14,8396;14,8079;14,7295;14,6826;15,142;13,9404;15,3718;0,0499863;0,712966;0,0454428;0,142594;
O45373;11,8482;10,1192;12,4706;10,3695;14,8754;15,047;15,0294;14,7031;3,18324;0,000181901;-3,71187;-6,45371;+
O45380;14,9567;14,7976;14,9307;15,4318;17,0441;16,9621;16,4157;17,2069;3,84213;0,000107299;-1,87799;-8,51358;+
O45381;12,0978;11,8056;11,0501;11,9515;15,0054;13,1908;14,8456;15,3667;2,76369;0,000276817;-2,87586;-5,36305;+
O45386;15,8821;15,8344;15,7701;15,7428;13,7656;15,0082;14,8719;15,3897;1,61645;0,00463818;1,04848;2,99431;+
O45394;14,4128;15,8172;15,7535;16,066;14,5297;14,6818;14,3697;14,798;1,2667;0,0109673;0,917543;2,38882;+
O45398;12,7793;12,4518;14,1459;13,7622;16,2246;16,494;16,006;16,6704;3,43797;0,000128773;-3,06391;-7,19468;+
O45405;13,2523;12,9228;13,3268;14,1191;13,6709;15,4181;14,2917;15,0873;1,38234;0,00833515;-1,21176;-2,58548;+
O45406;14,3782;14,9785;13,9793;13,7452;16,7245;16,3944;16,3958;17,2545;3,43143;0,000128385;-2,42201;-7,17486;+
O45417;13,4168;13,2777;12,5872;13,4382;14,7502;15,1773;14,2535;15,0768;2,88126;0,00022687;-1,63451;-5,65377;+
O45418;17,1062;17,2087;17,3357;17,4838;19,7493;20,1928;19,7098;20,1975;5,57886;0,00020339;-2,67872;-17,0135;+
O45430;17,0002;17,0322;16,847;17,0294;17,6612;18,2488;17,5708;18,411;2,45575;0,000641179;-0,995735;-4,65061;+
O45431;14,2932;14,1552;13,7422;14,5084;15,2101;16,7023;16,061;15,5893;2,50837;0,000631804;-1,71595;-4,76765;+
O45440;13,0671;14,1032;14,9107;13,906;13,7953;14,773;14,9208;15,072;0,648;0,0608964;-0,643488;-1,35268;
O45443;18,7575;19,0188;18,1863;18,3991;20,6214;20,7298;20,4604;20,7007;4,34937;0,000106007;-2,03765;-10,4624;+
O45444;19,7393;19,6851;19,5549;19,7488;22,6595;22,8864;22,8024;23,281;6,35161;0;-3,22528;-22,9794;+
O45445;15,4373;15,2322;14,5029;14,8991;14,2975;15,3449;15,0508;15,425;0,0119555;0,922442;-0,0116484;-0,0354813;
O45451;15,2125;15,7238;15,1508;15,8863;18,6627;19,0277;18,4151;18,6125;5,12741;0,000107335;-3,18613;-14,2534;+
O45470;12,2105;11,9288;11,5683;11,789;14,817;14,6168;13,2744;14,874;3,12318;0,000201336;-2,52142;-6,28815;+
O45495;16,5855;16,6958;16,4476;16,7958;18,6581;19,4303;18,6939;18,994;4,67971;0,000140515;-2,31291;-11,9398;+
O45496;16,3354;15,9907;16,327;16,8425;14,4381;14,6324;14,3916;15,4702;2,75974;0,000276498;1,6408;5,35347;+
O45499;19,7192;19,0555;19,7696;19,9115;22,8681;23,6399;23,113;23,7936;4,8792;8,46E-05;-3,73974;-12,9233;+
O45502;16,0393;16,0374;15,9375;16,0998;16,6306;17,9849;18,2372;17,2524;2,19347;0,00106387;-1,4978;-4,09334;+
O45503;14,6452;14,7717;14,437;14,8409;17,8212;18,2321;17,9048;18,2791;6,38854;0;-3,38562;-23,3106;+
O45518;14,6686;15,8547;14,6554;16,3499;17,4018;17,4202;16,3525;17,541;1,90469;0,00232623;-1,79671;-3,52426;+
O45525;18,948;18,8274;19,2831;20,3531;17,9725;19,8749;17,856;19,5262;0,379773;0,144019;0,545504;0,871297;
O45526;12,2387;11,6707;11,5612;11,5755;15,4892;17,0352;15,7337;16,8839;4,39114;0,000110193;-4,52397;-10,6395;+
O45550;14,9597;13,2712;15,2782;13,2244;13,3206;15,308;14,6632;14,6888;0,176663;0,337944;-0,311766;-0,453997;
O45551;15,1513;15,3655;15,193;15,2229;16,909;16,5661;17,2287;17,704;3,56298;0,00013756;-1,86874;-7,58283;+
O45552;18,2392;18,475;18,3002;18,4503;19,7349;19,7289;19,528;19,5848;5,50374;0,000176991;-1,27799;-16,5212;+
O45569;16,848;16,9276;16,7891;17,0227;17,3129;18,2761;17,6191;17,9704;2,23034;0,00100628;-0,897736;-4,1692;+
O45577;15,2689;15,2069;15,8319;15,5792;14,9566;15,0369;14,8816;13,1933;1,06449;0,0190252;0,954632;2,05035;+
O45595;12,2634;11,8345;11,657;12,0283;14,6924;14,1511;13,3507;15,2859;2,86768;0,000239712;-2,42423;-5,61962;+
O45596;14,7452;14,6352;14,2391;14,8641;16,9205;17,292;16,2688;17,0114;3,92822;0,000114058;-2,25231;-8,81974;+
O45599;17,422;17,472;16,9754;17,2827;17,785;17,8939;17,6335;18,2489;1,89219;0,00236413;-0,602297;-3,50056;+
O45622;16,0688;16,2901;16,6172;16,6077;18,0393;18,7702;18,2564;18,984;3,76516;0,00010232;-2,11653;-8,2477;+
O45628;14,788;14,4579;14,1899;14,8939;14,6464;15,3815;14,1842;13,8887;0,0555996;0,686708;0,0572085;0,157744;
O45669;12,1513;11,8693;11,4572;12,0748;13,9477;15,2765;14,3045;15,4914;3,405;0,000126545;-2,86686;-7,09509;+
O45679;18,0899;18,1286;17,9207;18,3652;16,792;17,8692;17,3785;16,9936;1,8456;0,0025051;0,86778;3,41281;+
O45686;14,2088;14,4026;14,5162;14,9875;14,3833;15,1002;14,7495;14,9219;0,533621;0,0852478;-0,259932;-1,15325;
O45707;13,9669;14,2053;12,696;14,9719;14,924;15,4672;14,3131;15,3601;1,00628;0,0220236;-1,05606;-1,95361;+
O45712;18,9725;19,0484;19,1406;19,3244;19,0594;19,5061;17,4632;19,6947;0,141014;0,406788;0,190665;0,371903;
O45713;21,693;21,4398;21,2519;21,6698;16,732;18,0182;17,004;17,5397;5,03906;9,58E-05;4,19013;13,7658;+
O45717;15,1317;16,3097;14,5534;15,4866;14,8406;15,2002;14,6258;14,9268;0,572781;0,0759567;0,472035;1,22228;
O45719;14,5393;14,1666;13,9275;13,219;15,2575;16,4645;16,4168;15,437;2,41947;0,000656696;-1,93086;-4,57098;+
O45722;12,1289;12,0174;11,4157;12,0772;14,2062;15,543;14,8759;15,3244;4,00104;0,000119777;-3,07757;-9,08621;+
O45730;12,1672;11,9103;11,7695;11,8414;14,6036;14,7754;13,8673;15,0721;4,19223;9,46E-05;-2,65749;-9,82002;+
O45734;20,0486;19,9839;19,6019;19,6903;21,8703;22,2332;21,6951;22,3482;4,63885;0,000136054;-2,20553;-11,7472;+
O45757;13,839;17,8484;15,9128;13,0804;15,6725;15,7693;15,4606;15,6473;0,167827;0,353239;-0,4673;-0,433979;
O45764;12,2541;11,9411;11,5866;11,3324;14,2423;14,668;15,0454;14,1236;4,08439;0,000125273;-2,74127;-9,39986;+
O45766;15,3512;15,2631;16,0042;15,694;15,564;16,0542;15,1929;15,3752;0,0436651;0,744021;0,0315044;0,125343;
O45781;17,1059;16,8899;16,6429;16,5226;18,9818;18,5119;19,1069;18,6538;4,39152;0,000110497;-2,02328;-10,6411;+
O45783;20,5567;20,6731;20,5052;20,6033;19,5944;19,7138;19,3646;19,6511;4,67892;0,000140351;1,00362;11,9361;+
O45812;16,3001;16,4897;15,9979;16,0436;16,8572;17,1018;16,9225;17,4333;2,62616;0,000418964;-0,870848;-5,03648;+
O45815;19,7886;19,8141;19,8845;19,8677;19,6477;20,6331;20,1547;20,7662;0,919792;0,0277318;-0,461707;-1,80995;+
O45819;15,8702;15,6909;16,0577;15,9502;15,0163;14,856;14,1555;15,3998;2,05488;0,00163183;1,03535;3,8149;+
O45855;13,9366;15,4409;14,8088;15,0041;14,7495;15,1604;14,871;14,3002;0,0257329;0,840864;0,0273156;0,0752407;
O45864;18,515;19,1246;18,8467;19,1457;20,2864;21,5863;20,4055;21,3788;2,82995;0,000259638;-2,00626;-5,52555;+
O45865;20,6759;20,1994;20,6948;20,8818;21,2578;21,2438;21,0317;21,2351;2,01389;0,00193875;-0,579157;-3,73449;+
O45869;12,4766;13,0648;13,1058;14,1773;14,916;15,2904;14,1238;14,9637;2,01797;0,00194057;-1,61736;-3,74246;+
O45870;12,0812;11,6938;11,6148;11,7911;14,9545;14,371;14,7262;15,2028;5,2222;0,000121704;-3,01841;-14,7948;+
O45903;16,2866;16,0629;16,4495;16,6114;15,5684;16,9304;16,9377;16,7928;0,235564;0,256668;-0,204754;-0,582651;
O45904;18,4335;18,3782;18,3227;18,7523;14,5299;15,3424;14,5155;14,3102;5,31288;0,000136986;3,79719;15,3311;+
O45924;16,4824;16,3685;16,2564;16,5055;18,673;19,1596;17,8479;19,2755;3,40311;0,00012642;-2,33575;-7,08943;+
O45933;14,3346;14,0395;14,8955;14,9441;14,6001;15,4395;14,8861;15,0512;0,773917;0,0423255;-0,440787;-1,56639;+
O45934;17,706;17,7492;17,7299;18,0151;18,2134;18,211;18,0329;18,2846;2,2853;0,000921212;-0,385396;-4,28371;+
O45935;15,8324;15,7239;15,8641;16,7618;16,8415;16,5287;17,0654;16,6564;1,46035;0,00686457;-0,727408;-2,71993;+
O45936;15,2885;13,9981;13,3493;13,2969;17,8653;18,3549;17,0489;18,1344;3,40871;0,000126795;-3,86766;-7,10624;+
O45941;19,899;20,0514;19,9169;19,4995;19,8779;18,9895;18,909;19,1741;1,27963;0,0105456;0,604105;2,41067;+
O45944;19,3649;19,5658;18,9347;19,3067;15,4181;15,2516;15,6826;15,8722;5,94271;0,000314136;3,73688;19,6061;+
O45945;13,8212;14,1877;15,2494;15,782;13,8053;15,2757;14,925;14,4325;0,0991488;0,517007;0,150459;0,270436;
O45946;18,0948;18,3564;18,1406;18,1283;19,301;21,1737;19,9931;20,2716;2,65836;0,00037574;-2,00482;-5,11171;+
O45947;12,3224;11,9681;11,3885;11,6925;14,4619;15,3226;14,8771;15,1736;4,54943;0,000124352;-3,11593;-11,3357;+
O45948;17,1463;16,7351;17,2382;16,6583;18,6702;19,3268;18,934;18,5449;3,84631;0,000107567;-1,92449;-8,52822;+
O45952;16,7783;16,7677;16,8616;17,3008;15,7306;15,7107;15,3461;15,5099;3,89221;0,000110611;1,35277;8,69052;+
O45969;17,371;17,6211;16,8096;16,8589;14,5085;14,8052;14,9079;15,324;3,91199;0,000112861;2,27875;8,76131;+
O46009;14,3342;14,9834;13,4978;13,823;14,7723;14,6674;14,5859;15,3084;0,94884;0,0256306;-0,673917;-1,85821;+
O46015;17,5629;17,458;17,5133;17,7726;18,5958;19,3263;18,9745;19,076;3,8399;0,000107032;-1,41642;-8,50577;+
O46024;14,3789;13,8273;13,5107;14,6576;14,9715;15,4529;14,8353;14,8591;1,70302;0,00363192;-0,936044;-3,15002;+
O61196;15,4372;15,6014;15,1717;16,0661;15,6341;15,4273;15,3686;16,3127;0,15586;0,376455;-0,116565;-0,406529;
O61198;14,8262;14,5431;14,3055;15,4117;17,0128;16,7844;15,9675;16,0149;2,46986;0,000644343;-1,67324;-4,68181;+
O61199;18,1268;18,3201;18,0551;18,3188;19,0085;19,7224;19,3959;20,1063;2,84395;0,000260766;-1,35308;-5,56032;+
O61208;12,1895;11,8509;11,5895;12,1138;15,4412;15,8445;15,684;15,8738;6,28496;0;-3,77498;-22,3933;+
O61209;16,4913;17,2056;16,5291;16,7515;16,9071;17,2794;17,6011;17,0486;1,08249;0,0181048;-0,464648;-2,08029;+
O61217;17,2197;17,2432;17,2874;17,4269;16,7152;17,7738;17,7343;17,5939;0,258567;0,233495;-0,160025;-0,630915;
O61219;14,48;15,1727;14,5416;14,115;16,9465;17,8753;17,7822;18,3255;3,90017;0,000111979;-3,15505;-8,71897;+
O61235;18,8738;18,9004;19,1422;19,3676;19,1126;19,1917;19,1982;19,572;0,602981;0,0691701;-0,197615;-1,27495;
O61521;17,039;17,1604;16,8338;16,9031;20,4497;20,5717;20,2406;20,853;6,47469;0;-3,54467;-24,1016;+
O61522;19,6691;19,0952;19,1795;19,4409;18,476;18,0905;18,2557;17,7637;3,02892;0,000218991;1,1997;6,03494;+
O61524;15,5253;15,6419;15,0184;14,7315;16,6294;17,2505;16,868;17,5662;3,09505;0,000198333;-1,84924;-6,21176;+
O61708;18,4628;18,486;17,5477;18,5123;18,5088;19,2118;18,9768;19,2115;1,34472;0,00896947;-0,725027;-2,52119;+
O61709;14,0292;13,9626;14,4789;14,9284;14,9437;15,3673;14,806;14,3949;0,88696;0,0305952;-0,528178;-1,75533;+
O61710;12,017;11,9714;11,4551;11,3169;15,0303;15,1013;14,1689;14,8388;4,50984;0,000120361;-3,09473;-11,1577;+
O61711;13,3571;15,6487;15,9773;16,1767;14,8882;15,4753;14,1477;15,2496;0,19239;0,313497;0,349774;0,489135;
O61741;16,0795;15,7363;16,1224;16,2955;17,0948;18,4924;17,7552;18,0292;2,8879;0,000227787;-1,7845;-5,67051;+
O61742;16,7634;16,8717;16,9126;16,6992;19,2931;19,7012;19,1882;19,7757;5,63349;0,000214286;-2,67784;-17,3804;+
O61743;14,0891;14,213;15,2858;14,6373;16,3778;16,4235;16,2728;15,9196;2,92828;0,00020975;-1,69217;-5,77315;+
O61747;13,8238;14,4148;12,4189;12,537;13,7741;15,2007;15,0249;15,4164;1,3545;0,0087896;-1,55541;-2,53786;+
O61749;15,1395;15,7105;15,8528;16,0571;14,6494;14,4172;14,8577;15,3623;1,66621;0,00395504;0,868339;3,08348;+
O61786;15,4394;15,7606;15,926;15,927;18,0575;19,0507;17,8874;18,5004;4,02823;0,000120956;-2,61077;-9,1875;+
O61787;15,2709;15,0146;14,6744;14,6922;14,5172;15,1036;13,9582;15,4914;0,152324;0,383165;0,145397;0,39834;
O61788;15,3585;15,7958;14,9932;15,0756;16,7642;18,109;17,2358;18,3647;2,84865;0,000261386;-2,31271;-5,57202;+
O61790;15,1566;15,1023;15,3527;15,4329;18,8064;18,5324;17,9976;18,1096;5,29644;0,000133333;-3,10038;-15,2325;+
O61791;11,932;12,0924;11,3642;11,7161;14,8118;15,5146;15,0277;14,2262;4,25208;9,95E-05;-3,11894;-10,0603;+
O61792;16,9161;17,0997;16,7395;16,8831;15,9377;16,714;14,872;15,7629;1,52013;0,0060196;1,08795;2,82411;+
O61793;16,8566;16,9789;16,5244;16,6786;14,916;15,7993;15,5713;16,4704;1,72337;0,00344779;1,07038;3,18702;+
O61802;15,2957;14,737;15,0124;16,4238;16,7001;17,5584;16,2505;17,1329;1,79544;0,00280024;-1,54323;-3,3194;+
O61815;18,6057;18,0353;19,1447;19,0177;18,201;21,5619;18,372;21,6547;0,592596;0,0713053;-1,24651;-1,25689;
O61818;13,9966;12,5042;13,1245;11,5306;14,0064;15,4382;14,9968;15,174;1,88628;0,0023627;-2,11487;-3,48938;+
O61820;15,8823;15,7921;15,5595;15,706;17,1015;18,2955;17,1881;18,1325;3,05576;0,000221549;-1,94441;-6,10623;+
O61832;14,0053;13,3685;13,8951;15,1442;14,9971;15,4293;14,8247;15,1678;1,35163;0,00882986;-1,00145;-2,53297;+
O61833;11,4583;14,0992;12,7704;12,3315;14,4937;14,5548;14,8566;15,4803;1,9792;0,00206192;-2,18147;-3,66708;+
O61845;17,5763;17,1436;18,2061;18,5053;18,1647;17,9759;18,7397;17,488;0,236066;0,256148;-0,234269;-0,583717;
O61848;18,7573;19,0439;18,5496;18,4277;20,6029;21,3355;21,4591;21,2523;4,36866;0,000107527;-2,46782;-10,5439;+
O61856;14,4191;14,1539;14,234;14,261;14,6817;15,1069;14,2897;14,8047;1,36055;0,00866486;-0,453726;-2,5482;+
O61861;15,4899;15,9603;15,1857;15,3919;17,8213;15,9366;16,0329;15,6355;0,810578;0,0376861;-0,84962;-1,62787;+
O61874;16,6539;16,7734;17,2666;18,5921;17,8224;17,9604;17,8151;18,3261;0,695966;0,0531248;-0,659497;-1,43465;
O61880;20,9733;21,3761;20,7056;21,105;18,4994;19,0223;18,4585;19,8968;2,90352;0,000229548;2,07078;5,71007;+
O61882;14,2143;14,5359;14,2157;14,4306;14,3286;14,9024;14,381;14,5521;0,593562;0,071081;-0,19189;-1,25857;
O61887;15,6976;15,1329;15,2627;15,9073;15,7619;17,476;16,9218;16,0461;1,28453;0,0104378;-1,0513;-2,41896;+
O61907;14,5694;14,8013;14,856;15,0432;16,5025;16,8952;16,9447;16,399;4,49261;0,000119048;-1,86785;-11,0811;+
O61931;14,3756;13,6349;14,0183;14,2697;15,4831;15,7252;15,3385;15,5941;3,67296;0,000145537;-1,46056;-7,93863;+
O61955;16,3836;16,4666;16,7181;16,5753;16,487;19,2472;18,586;18,4904;1,49242;0,00637483;-1,66676;-2,77569;+
O61967;15,427;14,9286;13,901;14,7222;14,7018;15,3038;14,8525;14,3517;0,0543139;0,691984;-0,057708;-0,154288;
O61977;21,7097;21,5599;21,087;21,8873;14,0343;15,3768;15,0308;14,6894;6,03346;0,000359281;6,77816;20,3103;+
O61980;15,0201;15,7144;15,2898;15,2294;17,558;17,5178;17,6677;17,4963;5,24437;0,000124481;-2,24654;-14,9243;+
O62011;12,1053;11,8572;11,7606;11,8339;15,0345;15,4517;14,9107;15,3908;6,20729;0,000454545;-3,30767;-21,7287;+
O62024;14,5858;15,4656;14,8706;14,9149;14,4021;15,1473;14,6649;15,2886;0,111844;0,479126;0,0835149;0,301846;
O62053;21,1108;21,7195;20,1562;20,5629;21,7054;21,0466;20,8272;21,0138;0,277138;0,215039;-0,260892;-0,669175;
O62055;13,6118;12,2528;12,8326;13,4194;14,7927;14,8387;14,2278;15,4286;2,41413;0,000655783;-1,79279;-4,55934;+
O62078;15,3203;15,4402;13,9069;14,0824;13,915;15,2862;13,822;15,345;0,0580863;0,674999;0,0954227;0,164406;
O62092;16,545;16,1726;16,1746;16,408;14,4588;14,863;13,6912;14,2011;3,60463;0,000140197;2,02153;7,71597;+
O62102;17,6449;17,7013;17,953;18,0351;18,6224;18,3803;17,8739;18,4137;1,41585;0,00764732;-0,489;-2,64304;+
O62103;12,1878;11,8301;11,5079;11,6912;14,7456;15,1181;14,8659;15,3879;5,41003;0,000153453;-3,22513;-15,9262;+
O62106;19,1039;19,335;18,9006;19,2683;21,4359;21,6582;20,7901;21,9099;3,94432;0,000115514;-2,29658;-8,87806;+
O62107;18,4204;18,1485;19,2609;19,7311;21,0817;21,7896;21,3688;22,0097;3,14009;0,000179131;-2,67226;-6,33442;+
O62122;17,0641;16,2497;17,2284;17,6942;16,4435;16,9879;16,8934;17,0939;0,250178;0,241036;0,20442;0,613428;
O62125;15,2734;15,4489;16,534;14,8946;16,6354;16,9235;16,8401;16,5009;1,76144;0,00302416;-1,18723;-3,25669;+
O62136;12,2523;12,0775;11,6506;11,7541;14,7929;15,4726;14,2728;14,8167;4,30467;0,00010274;-2,90513;-10,2759;+
O62137;13,5631;13,953;13,8655;13,2558;14,9587;14,8968;15,0367;15,1741;3,6973;0,000147465;-1,35721;-8,01922;+
O62140;15,8236;16,2741;15,4904;15,6334;17,8547;18,6267;18,3832;18,5378;4,3549;0,000106383;-2,54521;-10,4857;+
O62146;18,6125;18,658;18,8497;18,8353;17,9479;18,2258;18,9084;19,3088;0,172688;0,344699;0,141128;0,445018;
O62183;16,6975;16,4491;16,1136;16,6748;18,3004;18,8146;17,6803;19,0109;3,02281;0,000217965;-1,96779;-6,01879;+
O62193;13,8783;13,8228;10,9305;13,2817;14,5871;15,4823;14,5177;15,3934;1,46017;0,00686267;-2,01681;-2,71963;+
O62198;16,963;16,7091;17,2447;17,4351;18,6848;19,2572;18,4066;19,3511;3,24403;0,00018648;-1,83692;-6,62475;+
O62210;14,1655;12,441;14,8157;14,8531;15,503;15,2072;14,2756;16,0414;0,889139;0,0304866;-1,18795;-1,75896;+
O62213;18,8058;19,3281;18,0215;18,771;19,6794;20,1305;19,793;19,4973;1,88032;0,0023577;-1,04348;-3,47811;+
O62215;16,8554;16,5555;17,1819;17,98;14,0227;15,7248;14,2555;15,0298;2,53398;0,000582886;2,38501;4,82527;+
O62216;13,4428;14,9649;13,4952;13,5659;16,0238;17,1825;13,1087;17,4352;1,00892;0,0219156;-2,07038;-1,958;+
O62219;12,3148;12,064;11,5347;11,97;14,3235;15,3954;13,7229;14,4675;3,22035;0,000184672;-2,50644;-6,55771;+
O62220;16,4981;16,5213;16,8184;16,8997;17,7242;18,5594;18,2999;18,7101;3,31628;0,000190386;-1,639;-6,83264;+
O62236;16,1203;16,26;15,3681;15,8329;14,4136;14,5276;14,8422;15,4793;1,88433;0,00235984;1,07966;3,48568;+
O62244;14,3257;14,1309;14,7463;13,8208;18,2555;18,6196;17,8108;18,1898;5,34863;0,000143885;-3,96303;-15,5476;+
O62246;15,1467;15,0774;14,0018;16,3317;15,5412;16,2634;16,2278;15,4066;0,657227;0,0592985;-0,720356;-1,36852;
O62250;16,1677;15,5405;16,0529;16,4346;15,0234;14,2747;14,8896;15,3626;2,11921;0,0013625;1,16133;3,94286;+
O62252;15,3949;15,2664;14,6546;15,4431;15,9409;17,8005;16,2154;17,4198;1,8342;0,00261119;-1,6544;-3,39149;+
O62255;12,1622;12,0567;11,6652;12,0275;15,9811;16,2985;15,9333;16,2522;6,9561;0;-4,1384;-29,0326;+
O62258;14,7697;14,7219;14,2119;14,5393;14,9035;14,9005;14,9692;14,965;1,57743;0,00496303;-0,373831;-2,925;+
O62265;14,4851;14,8323;14,2916;14,9543;17,0363;17,2686;17,344;16,9448;5,07234;0,000101351;-2,50762;-13,9476;+
O62275;14,6266;14,8084;14,9881;15,2688;16,8691;17,3066;16,4556;16,9069;3,94047;0,000115127;-1,96159;-8,86409;+
O62277;18,4212;18,5063;17,9053;18,5784;19,6974;19,5249;19,4422;19,5812;3,52856;0,000135092;-1,20865;-7,47427;+
O62289;23,1542;22,9653;23,3296;23,389;25,5452;24,9432;24,6634;25,0984;3,95754;0,000116531;-1,85305;-8,9262;+
O62317;16,5375;16,5406;16,22;16,3565;18,4335;18,7824;18,2976;18,5369;5,4753;0,000170455;-2,09895;-16,3384;+
O62325;12,1792;12,5389;17,3549;14,3881;17,8541;18,0614;17,7528;19,0105;1,80085;0,0028019;-4,05441;-3,32943;+
O62327;18,3222;18,2017;18,3426;18,2391;19,9754;20,6641;20,1815;21,1136;3,86371;0,000108449;-2,20723;-8,58944;+
O62334;15,3369;15,7722;15,2243;15,5053;14,9053;14,7698;14,754;15,1924;1,91418;0,00230957;0,554319;3,54231;+
O62336;13,5531;14,0254;14,3376;14,1401;14,8226;15,3225;14,9501;14,7999;2,46097;0,000642305;-0,959721;-4,66215;+
O62337;19,2261;19,3201;18,8158;19,5295;16,1468;16,9752;16,3241;17,3647;3,64864;0,000143417;2,52019;7,85876;+
O62347;15,2545;15,3229;16,127;15,9177;19,3855;19,3398;18,878;19,2983;5,17135;0,000113852;-3,56987;-14,502;+
O62349;12,2484;12,0989;11,7702;12,105;14,8503;14,6705;14,2179;15,3707;4,36069;0,000106667;-2,72171;-10,5101;+
O62360;12,1445;11,8922;11,7556;12,0866;14,3762;14,5531;14,726;15,0411;5,44419;0,000163043;-2,70437;-16,1406;+
O62388;16,5325;15,9853;16,6205;16,9295;19,4562;19,6612;19,9117;19,7726;5,17891;0,00011583;-3,18343;-14,5452;+
O62390;18,1678;18,384;17,9409;18,1915;20,1404;20,1269;19,49;19,9043;4,20355;9,54E-05;-1,74436;-9,86506;+
O62407;12,2727;11,7277;11,4677;11,5597;14,8316;15,3566;14,937;15,4997;5,09351;0,000103448;-3,39929;-14,0645;+
