geneName;Leading.proteins,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04,log2 N2_d1_01,log2 N2_d1_02,log2 N2_d1_03,log2 N2_d1_04
lea-1;H2FLK8;H2FLK9,19.9364,16.1049,16.0977,18.7713,21.5818,20.8839,20.4502,21.4354
lea-1;H2FLK8;H2FLK9,17.7134,20.7567,18.5687,19.1642,21.8405,20.9349,20.6768,21.168
lea-1;H2FLK8;H2FLK9,18.3025,16.8145,19.6996,19.3367,22.0598,22.5978,21.9594,22.3352
lea-1;H2FLK8;H2FLK9,19.2181,18.2214,19.0631,16.4382,21.6889,19.5751,20.4541,21.3093
lea-1;H2FLK8;H2FLK9,19.1612,19.0828,19.2239,16.9933,23.117,21.9332,24.2809,23.1695
lea-1;H2FLK8;H2FLK9,17.1496,20.8312,17.3323,21.037,21.6009,21.0723,20.5229,20.7211
lea-1;H2FLK8;H2FLK9,17.7655,19.8868,17.7797,18.5866,24.259,23.7558,21.3171,22.6914
lea-1;H2FLK8;H2FLK9,18.0195,20.6365,16.8054,17.0336,21.2861,21.0612,20.8423,20.9315
lea-1;H2FLK8;H2FLK9,18.6127,16.1445,19.788,18.7952,21.7665,21.0999,20.5887,21.2428
lea-1;H2FLK8;H2FLK9,16.9289,16.1665,19.0338,17.4985,21.7238,20.4355,20.9716,21.2356
lea-1;H2FLK8;H2FLK9,25.6518,24.569,24.7683,25.6501,25.8265,21.6869,22.4937,24.4479
lea-1;H2FLK8;H2FLK9,19.2496,20.6824,15.9839,18.6025,21.8566,20.2838,20.4276,20.4895
lea-1;H2FLK8;H2FLK9,18.2615,16.3117,19.0522,19.0124,21.3922,20.7744,20.5432,20.5299
lea-1;H2FLK8;H2FLK9,19.1787,21.026,20.4486,15.5133,21.9322,20.7962,20.7721,20.9845
lea-1;H2FLK8;H2FLK9,17.6133,17.0552,16.3658,17.6343,20.3002,20.25,20.6987,21.3692
lea-1;H2FLK8,18.1437,20.2914,18.6595,18.7156,21.2116,21.0822,21.3763,21.3479
lea-1;H2FLK8;H2FLK9,20.0784,20.4476,15.7248,15.4172,22.2823,22.9216,24.4202,23.5443
lea-1;H2FLK8;H2FLK9,20.255,21.2486,22.7718,21.5899,22.7452,22.02,23.2248,21.5608
lea-1;H2FLK8;H2FLK9,17.7418,20.9393,18.0502,15.1108,24.1607,21.2672,21.4349,22.8177
lea-1;H2FLK8;H2FLK9,17.4849,20.3519,18.9062,17.653,23.069,21.5559,20.683,20.6611
lea-1;H2FLK8;H2FLK9,19.4186,17.2578,19.0401,18.1468,23.1593,22.2559,22.6235,20.3699
lea-1;H2FLK8;H2FLK9,20.0678,18.691,18.6818,16.8438,21.5334,21.186,20.7192,20.7585
lea-1;H2FLK9,17.7825,19.8117,16.5627,18.3264,21.2617,20.8083,20.9471,19.6975
lea-1;H2FLK9,17.4085,19.0728,19.0411,17.0762,21.2865,19.5682,20.8273,21.2276
lea-1;H2FLK9,17.763,18.247,19.6403,17.3477,24.7329,24.7752,24.3216,24.2933
;H2KYH5,26.8115,28.2725,26.2235,23.9116,29.0123,27.3873,26.111,27.7425
;H2KYH5,18.3762,18.8216,19.4281,17.0462,24.5026,23.0246,22.7345,24.0766
;H2KYH5,23.7856,24.3325,24.3815,23.8909,23.6597,24.2888,23.5292,22.8099
;H2KYH5,20.0356,18.2498,18.5895,18.0355,28.5428,26.9592,26.1596,27.1228
;H2KYH5,25.0676,25.0315,23.4632,25.369,28.182,25.0928,27.3708,24.8509
;H2KYH5,23.8555,25.5375,25.3116,25.5804,26.7162,23.9818,27.3223,24.8877
;H2KYH5,17.6142,16.6339,20.3648,18.8512,24.7271,23.7381,25.5,25.0768
;H2KYH5,24.7685,24.8003,23.4899,24.6324,21.0947,19.9936,20.2182,21.1149
;H2KYH5,17.6768,20.1467,16.7298,17.905,26.1559,23.0411,23.8818,23.7949
;H2KYH5,18.3871,18.2752,17.0634,16.7345,21.4273,20.7209,21.1564,19.2045
;H2KYH5,26.226,27.1301,26.9431,26.1984,30.1425,26.4539,26.1334,26.5161
;H2KYH5,24.363,24.5145,25.1283,24.235,25.8468,24.5466,24.8446,25.5795
;H2KYH5,22.8071,23.0477,25.2557,22.4189,26.9624,26.3449,26.9737,26.3664
;H2KYH5,22.6445,23.2918,23.9904,23.6826,24.8638,25.7008,25.1363,23.8756
;H2KYH5,26.1958,27.0529,26.8128,26.4276,28.4876,25.8794,26.4813,27.463
;H2KYH5,21.4448,24.9648,24.0715,24.4889,23.5587,24.1557,24.745,26.5391
;H2KYH5,18.5482,18.0575,18.1921,17.7486,21.0641,20.7297,21.3267,20.4178
;Q86NI2,23.9052,24.6928,23.4279,24.5902,23.3568,22.7362,24.9429,24.2453
;Q86NI2,20.9853,16.9654,19.0764,16.8134,21.5804,20.9072,20.4781,20.8849
mtch-1;H2KYJ5,15.1371,19.8627,17.6734,17.3773,23.0023,26.5014,22.906,25.7979
pkg-2;Q8MQE2,17.3725,20.6516,15.2458,17.2672,24.8491,21.58,22.971,22.8766
smk-1;H2KYN7,18.5907,16.7095,19.2742,19.3429,21.776,21.2133,21.2612,21.3374
smk-1;H2KYN7,17.7755,18.261,19.8236,19.7445,21.8699,20.9816,20.0984,21.2804
ncx-2;H2KYP4,18.7685,18.8702,15.4028,16.3611,21.3281,20.9202,20.9349,20.3955
ncx-2;H2KYP4,24.04,22.6803,22.7281,24.0428,26.1403,26.0505,24.365,26.3632
ncx-2;H2KYP4,21.7694,23.782,23.4519,22.1518,21.2105,20.8159,21.3375,21.141
vig-1;H2KYR1,18.7673,21.0807,18.4537,19.2836,21.9279,21.2015,21.3287,20.6018
vig-1;H2KYR1,17.935,18.2108,17.7755,17.9704,25.0085,23.0895,22.7207,22.2859
vig-1;H2KYR1,20.8302,18.1346,16.1824,18.4133,21.4465,20.5623,21.0023,20.1026
vig-1;H2KYR1,18.9161,17.1195,20.6721,14.7547,21.8771,19.8826,20.9922,21.1743
vig-1;H2KYR1,16.5138,18.5314,20.7025,19.31,22.1017,23.4076,22.146,23.1461
vig-1;H2KYR1,18.2811,17.0825,15.2384,17.0797,21.8219,20.5618,21.1504,21.0616
vig-1;H2KYR1,19.951,16.4641,17.4019,15.8146,26.1758,24.241,23.3701,22.1907
vig-1;H2KYR1,19.0123,18.0343,19.0056,16.4171,23.1117,22.3406,22.9714,24.5621
vig-1;H2KYR1,17.3402,16.4849,16.9619,18.2764,25.5459,23.6479,22.9433,23.8303
vig-1;H2KYR1,17.0202,17.8078,20.8149,17.9826,21.7755,20.9145,21.0817,21.1227
vig-1;H2KYR1,16.7668,19.2968,15.9157,17.5925,21.2502,20.2646,20.5968,20.401
vig-1;H2KYR1,19.1559,21.184,18.7607,17.8934,21.3163,21.0594,21.1318,20.9642
srr-4;O44618,19.7484,18.24,18.1891,19.9084,23.6753,20.3777,22.609,21.8301
daf-9;H2KYS3,17.5676,17.6744,18.524,18.5474,21.7577,20.7309,21.0542,20.388
;Q8MNV5,18.4082,18.1024,19.0952,17.4733,20.0856,20.2602,20.9095,21.1224
ppw-1;Q86NJ8,20.7114,18.0425,20.1634,18.2562,24.0336,20.8186,21.3966,21.612
nab-1;Q5R3Y6,16.6215,18.0052,19.9884,16.9084,21.8672,21.0029,21.3766,21.1314
clec-266;H2KZ06,17.6786,17.3202,17.4239,16.1031,21.7853,21.053,20.9979,20.042
tat-4;H2KZ37,19.2308,17.5163,18.2538,16.842,21.9071,20.7226,20.6704,21.271
;H2KZ48,17.4781,18.1726,18.4294,16.1332,23.2378,23.4263,23.9267,23.3985
;H2KZ48,17.2591,17.9411,17.6864,18.3865,21.7732,20.8361,21.0482,19.3281
;H2KZ89,17.7727,19.0965,18.3705,18.0023,21.5597,21.2267,20.3224,21.0412
;Q95Q55,22.0244,23.1456,22.4431,22.9363,25.6667,24.9808,25.0807,24.7821
;Q95Q55,18.0075,17.6639,18.0225,19.5396,21.7552,20.9341,21.3548,20.9296
;H2KZA9,20.858,22.4171,23.3437,21.5454,22.5388,22.0614,22.3796,21.5932
;H2KZA9,21.1916,21.1263,24.4296,20.7838,21.4486,20.8481,21.1207,20.9738
;H2KZC4,17.9278,20.7862,18.494,19.0729,26.2202,22.5799,21.8089,22.2261
;H2KZD2,16.8123,15.4128,18.205,17.9864,24.7724,22.7821,22.3916,24.0415
pmt-1;Q86NB3,18.4308,19.6301,18.3984,18.2867,24.2334,23.6807,23.3874,25.7638
aka-1;Q18930,16.1541,16.6694,16.3734,20.0694,21.5165,20.9368,21.2583,20.3377
praf-3;Q4TTA9,18.7649,16.2274,18.872,18.4794,23.2016,21.8461,24.6455,22.0395
dpf-3;Q965K3,26.4543,24.7204,24.2648,26.3015,23.5947,23.3819,23.0361,23.7869
;Q688A5,24.476,23.9622,25.184,23.1616,25.0091,25.7902,25.1809,25.88
;Q9BL66,16.5379,17.425,18.6482,16.8477,23.7604,23.9817,25.0631,25.2523
;H2KZN1,17.2899,17.4597,16.8339,14.8837,21.947,20.2036,19.6696,20.3412
slc-17.6;X5M917,23.1412,24.8878,22.9238,23.6116,22.4305,20.6464,20.5851,22.1479
ifc-2;H2KZR4,16.8812,19.4756,18.1386,17.4003,20.8868,20.0813,20.6335,20.7865
ifc-2;H2KZR4,18.1723,15.2848,20.1445,18.7926,22.7831,20.3735,20.9772,21.8032
ifc-2;H2KZR4,25.1927,24.6267,23.845,25.4353,22.3352,19.724,20.8874,20.4748
;H2KZT9,26.3339,27.2251,27.3142,26.232,27.8396,25.1638,26.7424,25.8783
cas-1;H2L023,24.939,24.3982,24.0452,25.4169,25.9733,23.9167,24.3685,24.4695
cas-1;H2L023,23.2299,25.14,23.3966,25.3804,25.5454,23.2577,24.3962,23.3362
cas-1;H2L023,19.8506,19.4947,19.7189,18.3472,25.3595,23.2966,23.1131,21.6188
cas-1;H2L023,16.1994,18.6406,19.5826,18.1096,21.6416,20.8293,20.989,20.868
wht-7;H2L028,20.3547,19.699,18.7667,15.6539,20.6295,20.8968,21.2504,21.418
pmp-5;H2L034,19.0384,15.8758,18.4345,15.9834,20.2543,20.8874,21.3732,21.1848
pmp-5;H2L034,17.149,18.6967,20.1841,20.1644,25.4863,25.8928,27.4105,26.1962
pmp-5;H2L034,17.0469,18.9347,18.1041,18.3682,25.2958,25.1836,24.0634,22.7286
;H2L048,17.9041,19.2562,18.4558,17.5443,23.1819,20.5816,19.2938,20.6053
;H2L048,21.6529,23.2516,21.9637,22.726,23.5502,22.2063,21.6067,21.1065
;H2L048,18.7747,18.0937,17.243,15.9713,21.8285,20.7944,20.8216,21.1983
;H2L048,18.6026,17.4029,18.1971,19.6854,23.0994,20.797,20.3928,22.0212
;Q8MXS5,17.7133,18.5603,18.009,16.1491,20.2894,20.6172,20.206,20.6263
;H2L0B6,19.1978,17.6549,15.3748,19.5733,21.2203,20.015,20.4746,21.3872
abts-4;H2L0C4,18.4656,19.3075,20.1579,19.1088,24.8129,24.1562,23.4688,24.5817
;H2L0D1,16.7955,17.7458,19.9718,17.1688,21.2609,20.9073,20.9988,20.9272
;H2L0D3,17.8463,16.7666,18.1226,15.1229,21.8759,20.7965,21.1323,21.3344
mis-12;H2L0D9,24.411,25.6914,26.1943,24.9121,26.3589,23.7772,23.9684,24.6242
mis-12;H2L0D9,24.2132,25.6914,24.5447,26.4675,26.3589,24.7904,23.9684,24.8517
mct-4;H2L0E5,14.9864,18.5324,15.6643,17.9475,20.6483,21.24,21.0987,21.1234
mct-4;H2L0E5;H2L0E6,20.8272,21.5203,23.1688,20.7253,22.4213,22.9916,22.9702,21.1008
mct-4;H2L0E5;H2L0E6,20.2179,18.4869,16.2618,17.749,21.9668,21.085,21.1867,21.2753
;Q9N5G9,17.692,16.497,19.274,20.5653,25.6322,23.5747,23.7051,24.0076
ptc-3;H2L0G5,23.2197,22.9186,23.9237,22.9648,26.7052,25.3161,25.7073,25.8813
chat-1;H2L0H3,22.4408,23.4709,22.8601,22.7686,21.4427,20.8427,20.8954,21.0555
lfi-1;H2L0I2;H2L0I3,19.2426,17.6412,20.1229,18.2605,21.7104,21.0176,21.1084,21.1625
lfi-1;H2L0I2;H2L0I3,17.2776,14.5282,19.4117,18.2787,21.0578,21.003,21.0198,20.5293
lfi-1;H2L0I2;H2L0I3,17.629,19.5687,19.3209,19.6654,19.8584,21.1003,20.1128,21.0711
lfi-1;H2L0I2;H2L0I3,18.8968,20.5653,17.9374,17.7195,21.1248,20.8615,21.1587,20.9384
lfi-1;H2L0I2;H2L0I3,20.952,22.2546,22.8999,22.2625,21.3124,22.4714,22.128,22.8494
lfi-1;H2L0I2;H2L0I3,15.3638,17.163,16.8984,15.1893,20.5645,19.5122,21.1252,21.0517
lfi-1;H2L0I2;H2L0I3,17.706,16.2153,18.9652,19.7932,21.2031,21.0102,20.6578,20.7801
;Q22095,18.2488,19.8157,20.625,17.5055,25.1006,25.3955,26.0466,26.1603
dhs-30;H2L0K8;Q65ZI3,17.4994,18.6086,19.8394,17.1795,20.5251,21.1097,20.8136,20.6494
pod-2;Q9GZI3,19.436,19.1135,19.0321,19.2884,24.0526,22.4829,23.4418,23.0694
;H2L0R6,18.1874,16.6156,17.1583,18.8482,23.6685,22.6818,23.6012,24.2717
;H2L0R6,17.812,20.2889,14.9235,19.3821,25.1149,22.8257,24.4357,24.2919
;H2L0R6,23.7537,22.4488,25.9937,22.685,24.3944,24.0211,23.6525,23.943
;U4PC11,17.4993,17.9159,18.7609,18.0569,20.9679,20.6993,21.3825,20.6752
tba-1;tba-2;O18688;P34690,16.4855,18.5476,20.8887,19.3482,22.8094,23.4718,23.4736,22.0407
tba-1;tba-2;O18688;P34690,17.6673,17.9513,17.4007,17.4775,21.1783,19.1743,21.1446,20.4761
;H8W3X0,17.9651,15.8837,17.8961,18.4149,21.6059,20.9457,20.9843,21.3202
F08B12.4;H9G2R5;Q19191,16.7614,14.5429,17.9447,17.2888,21.7822,20.6178,20.9036,20.9903
F08B12.4;H9G2R5;Q19191,19.2387,15.9745,18.8686,19.1197,21.5163,21.0922,21.3895,19.8752
idh-1;Q21032,15.5605,18.2706,18.6903,18.7624,23.8068,22.0043,22.4521,20.67
idh-1;Q21032,25.1564,26.5874,22.8812,25.1547,27.8072,26.8229,26.0361,26.1485
pah-1;I2HA98,16.4383,18.5604,17.5132,18.7412,21.8761,20.7199,21.2784,21.0618
pah-1;I2HA98,17.6489,18.4075,18.0949,18.5595,23.7607,22.3792,24.4153,21.4048
pah-1;I2HA98,16.6281,17.4241,15.327,18.9072,23.431,22.9935,24.6606,24.5252
brp-1;I2HAF4,25.393,27.2783,22.7335,24.3727,27.5741,26.1765,25.0996,26.5021
brp-1;I2HAF4,26.9368,28.0148,26.7471,26.58,28.3841,27.515,27.9189,26.9343
brp-1;I2HAF4,25.5696,25.9589,26.9243,24.7389,26.6911,24.9227,25.115,25.9601
rpl-30;I2HAJ2;Q9XWS4,21.2689,22.6614,23.7459,22.1193,25.8542,26.7714,25.1232,25.499
rpl-30;I2HAJ2,16.918,19.195,18.2714,18.8972,26.3505,27.6572,25.7535,26.4028
his-40;his-2;his-74;K7ZUH9;Q27532,20.9566,22.6853,21.3553,22.0734,24.6812,24.6517,24.2452,23.1078
his-40;his-2;K7ZUH9,19.0802,19.5438,19.3456,19.051,21.7306,19.3885,20.8958,19.8276
zbp-1;Q6A582,19.463,18.8203,17.5991,16.6906,21.8288,21.2063,21.079,21.4972
cdh-12;K8F801,17.4755,16.3765,19.5453,16.7342,20.1656,20.9438,20.4563,20.3777
lev-11;K8FDX2,17.6079,16.2086,19.3952,17.9106,24.6141,25.8522,22.1535,24.2615
;K8FDZ1,19.1513,15.8925,18.6004,15.3918,21.3465,20.4515,20.4952,20.2174
;K8FDZ1,19.6846,17.8622,19.8014,18.248,21.6672,19.9899,20.1789,20.6102
;L8E833;Q23179,17.7133,16.7528,20.6471,18.308,20.8694,21.1984,21.0989,21.4095
;L8E833;Q23179,23.3004,25.1067,24.0948,23.412,24.1115,25.5092,25.554,25.7107
;L8E833;Q23179,16.2429,19.2575,17.9088,15.0339,21.5755,21.0083,20.976,21.2848
;L8E833;Q23179,14.7161,18.2722,20.3592,17.6627,21.0688,20.3741,21.2831,20.6245
;L8E833;Q23179,19.0691,16.9277,17.4944,18.331,23.1532,22.761,22.7636,23.2554
;L8E833;Q23179,18.8389,19.1093,20.9569,18.0508,24.1456,21.8109,21.4192,23.8825
;L8E833;Q23179,15.3566,19.4793,15.2977,17.3227,24.1456,23.3783,22.4725,23.7318
;L8E833;Q23179,17.4235,18.9563,18.2771,17.4563,20.8339,20.3773,20.9298,20.7807
ZK688.5;L8EC34,24.0465,25.2426,24.6879,23.7889,21.3848,20.5789,21.1499,20.035
ifb-2;M1Z854,24.2221,23.1047,25.147,24.0479,26.0592,25.8296,25.8839,24.1376
ifb-2;M1Z854,19.6243,16.6075,18.8958,18.1654,23.7852,26.4245,24.3841,24.4299
ifb-2;M1Z854,20.8332,21.7708,22.495,22.2044,23.2153,21.2249,20.8246,21.4291
;N1NSD4,18.1713,16.2923,17.6451,17.8765,21.1614,20.8478,20.9716,21.2031
;O01477,19.5789,18.538,18.7728,19.3965,23.2237,22.7519,22.2632,22.5168
soap-1;O01485,18.2919,18.3645,17.1713,17.861,24.0712,22.5754,23.7638,22.992
stam-1;O01498,26.2055,28.3988,25.5189,26.486,29.4839,27.9092,27.0735,26.3375
stam-1;O01498,19.5015,19.0224,17.4226,18.9738,24.691,23.9117,23.6824,25.0324
stam-1;O01498,23.4307,25.0411,23.9705,23.614,21.899,20.8423,20.74,20.5721
rpa-2;O01504,19.0816,19,19.1719,16.1688,23.7157,22.8597,22.8486,23.0646
rpa-2;O01504,17.0296,17.2964,16.0747,17.3306,25.0283,21.9926,22.3747,21.5384
rpa-2;O01504,15.2427,22.1244,17.8416,16.6588,21.3528,21.0196,20.7469,21.0106
rpa-2;O01504,22.0812,23.3749,21.6463,21.2007,24.0331,22.9061,20.5917,21.5617
aars-2;O01541,18.8459,18.1623,18.5843,19.8062,20.8028,21.0722,21.2955,20.9501
cpn-3;O01542,15.0999,18.3006,18.9739,20.6597,21.9566,21.0437,20.8955,20.6781
npp-11;O01576,22.4916,23.4014,22.4202,21.9366,24.4307,22.4486,22.2796,23.2074
npp-11;O01576,17.6546,15.7423,17.7536,19.1668,21.5881,20.8804,20.7841,20.9844
unc-108;O01577,18.3084,19.6996,16.5898,19.3151,24.9985,23.3428,24.2372,23.9763
;O01591,16.498,16.8156,18.3071,18.1112,24.2033,22.5361,22.9334,24.1014
T19H12.2;O01615,19.0418,17.7415,17.2982,19.4166,21.803,20.7057,19.9047,20.2738
T19H12.2;O01615,14.8376,18.3792,18.5208,17.0794,21.6901,20.5807,20.8579,20.1796
T19H12.2;O01615,19.099,19.4895,21.2283,17.1295,19.6058,21.2462,21.2526,20.7786
inx-12;O01634,19.0593,18.5133,16.9377,16.7784,22.9543,23.35,22.878,23.613
inx-12;O01634,16.8675,18.4491,16.6766,19.9752,26.3705,24.1115,26.5543,23.969
inx-12;O01634,17.5666,15.5218,17.5174,20.0873,22.1919,21.4456,20.8246,23.0531
;O01681,24.3715,26.8723,25.4784,25.726,26.6133,25.3267,24.3521,25.4339
rps-17;O01692,16.7885,17.9056,16.3767,18.4491,24.5145,22.9211,23.6922,23.219
rps-17;O01692,20.7621,17.0588,19.0265,19.205,21.7217,20.52,21.0943,20.9925
rps-17;O01692,19.2238,20.9329,18.1362,20.5946,25.4704,24.2753,23.5161,22.1988
rps-17;O01692,18.6727,15.5125,18.1503,17.7526,21.8651,20.8067,20.498,21.1562
rps-17;O01692,24.4964,27.1592,25.3675,26.7973,29.7815,27.1582,25.4228,24.7799
unc-89;O01761,16.6726,18.2939,18.0244,15.751,24.9974,26.3831,25.899,26.7652
rpl-7;O01802,19.7949,15.8387,17.6746,18.8719,22.8436,21.9029,23.3265,23.4829
rpl-7;O01802,16.98,19.2983,20.1226,19.7096,24.5381,22.2582,23.9642,21.6373
rpl-7;O01802,16.5846,18.2674,16.7071,16.7368,23.3607,21.425,21.9898,21.8966
rpl-7;O01802,19.7014,18.8941,16.0073,18.3288,21.1894,20.9088,21.2462,20.9859
rpl-7;O01802,16.5938,19.9217,17.3139,17.1057,24.6546,22.94,23.3918,25.3807
rpl-7;O01802,16.7887,16.4349,19.4733,16.7028,21.9512,20.7604,21.0519,21.3885
rpl-7;O01802,19.5,18.0515,19.7095,18.952,25.5892,24.3584,23.1655,22
acbp-1;O01805,18.3233,18.8017,18.0737,19.8314,21.4711,20.2594,20.5709,20.9205
acbp-1;O01805,18.2452,18.8926,17.5481,17.7361,22.8863,23.6177,24.0944,21.9442
acbp-1;O01805,18.7042,18.4103,21.0739,16.1857,21.7499,20.6181,21.0187,20.6232
;O01806,17.6858,18.0219,15.0572,17.8905,21.5473,20.6606,20.781,20.7263
;O01806,18.9919,18.4574,16.0533,18.9987,22.8232,23.1557,22.1184,25.3103
;O01806,19.524,19.6679,21.0185,16.4646,24.0466,23.2259,22.4206,22.7762
lbp-6;O01812,20.1808,16.9773,16.9297,18.2847,23.1701,20.1629,22.9893,21.5148
lbp-6;O01812,20.3591,19.4959,21.0088,17.8807,24.8494,20.1833,21.007,21.997
rpl-24.1;O01868,18.7068,17.147,17.8956,18.4351,21.7412,20.984,21.3107,20.3239
rps-10;O01869,20.4279,17.1577,19.4351,18.3807,27.1994,25.1535,24.9074,25.6296
rps-10;O01869,23.3599,23.615,24.997,24.3815,27.9237,25.6852,25.9199,25.2768
rps-10;O01869,18.5519,15.5157,19.0045,19.0158,19.9336,20.8769,20.1151,20.2542
rps-10;O01869,32.3398,31.3218,30.3447,31.9062,34.5373,33.55,32.8446,32.857
rps-10;O01869,19.1448,15.7151,18.1405,19.0996,25.0244,23.3035,22.9681,23.0073
rps-10;O01869,18.5715,19.7799,19.4575,19.3004,26.7669,23.9415,25.1251,25.553
rps-10;O01869,17.3851,16.9733,19.5555,18.9825,25.9279,24.257,23.4246,23.0521
rps-10;O01869,19.1141,18.9418,18.0558,17.1246,21.4885,20.3824,21.353,21.1985
;O01893,16.9121,18.7947,19.216,20.3125,24.7269,21.8511,22.9548,22.8724
;O01893,18.7798,17.7733,19.6741,17.8811,25.8997,25.8026,25.9778,25.1556
spin-1;O01927,16.597,18.2413,19.0191,18.1727,26.661,23.0703,23.6943,25.3099
spin-1;O01927,24.0568,24.9485,24.7838,23.9581,27.3728,24.9664,25.4427,24.3838
spin-1;O01927,23.6504,23.7521,25.7485,24.0073,28.173,26.5944,26.4366,25.9009
;O01963,20.1986,18.9987,17.3571,15.8193,20.7997,20.709,20.8882,20.4622
cuti-1;O02051,19.3411,16.2305,19.2471,17.2718,24.0498,25.7937,23.3558,25.5015
rpl-4;O02056,17.6874,18.6252,17.7171,18.1578,23.8137,21.6865,21.0029,21.7013
rpl-4;O02056,19.9421,15.0442,19.2856,19.782,23.8962,24.5333,22.4348,23.4451
rpl-4;O02056,16.8616,19.1263,19.1,18.1903,21.7309,20.3418,21.0756,21.2539
rpl-4;O02056,19.7486,16.049,17.3347,17.2681,26.025,25.0454,22.8065,25.0564
;O02082,25.1773,26.0703,26.3598,26.118,28.8983,26.1294,25.4884,26.4105
rpb-4;O02092,17.9424,18.0625,17.0056,17.5785,23.5636,22.5588,22.5352,23.4687
pcn-1;O02115,17.9961,20.1441,16.4688,18.1518,21.9285,20.5057,21.2373,20.7941
pcn-1;O02115,19.7213,15.0436,18.8767,18.6706,21.714,20.0054,20.858,20.9158
;O02155,17.8087,18.786,19.3911,14.7334,21.1134,21.2498,21.1876,21.3283
;O02155,17.4149,20.2072,19.3917,16.5935,23.9426,25.6549,24.6732,26.0366
pck-2;O02286,24.3827,25.3445,22.3125,24.9083,21.3781,21.0326,20.8318,21.2191
pck-2;O02286,18.1824,17.4306,18.2778,15.5597,20.6745,20.7507,20.6934,20.9993
eif-3.C;O02328,17.5586,16.8451,18.1399,19.1649,24.1215,22.9999,22.9217,24.4425
nstp-5;O02345,18.6707,19.1001,18.212,18.1105,20.0579,19.9506,21.0263,21.2751
nstp-5;O02345,24.1829,22.3785,24.0844,24.4134,24.9156,23.434,22.7424,24.3095
ifa-2;O02365,17.8581,17.5516,19.2406,18.4334,21.6566,21.1985,20.2432,20.9601
ifa-2;ifa-3;O02365;Q21065,16.8138,15.9149,17.1925,18.6738,21.933,20.808,21.343,19.8194
ifa-2;O02365,18.1604,17.0269,18.9889,17.9341,21.9416,21.1481,20.9172,20.7155
snb-1;O02495,28.6253,30.4449,29.2032,29.5263,31.0405,29.8486,29.1193,29.9302
snb-1;O02495,16.7756,17.3538,15.8909,19.9417,25.2447,23.6324,24.3361,24.2707
snb-1;O02495,26.2178,25.5029,25.6609,26.529,28.5272,28.0998,29.1475,28.234
snb-1;O02495,18.3968,19.659,19.1099,20.452,27.0486,26.2581,27.8659,26.7562
snb-1;O02495,21.2955,24.0167,20.9994,20.3312,27.2444,24.8153,24.7768,24.818
snb-1;O02495,17.1198,18.8845,17.1332,19.8819,24.4753,21.3014,23.0313,22.3333
gpx-1;gpx-2;O02621;O62327,18.4222,17.7215,19.7227,18.7539,21.9202,20.7773,20.2238,21.0418
cyp-35a2;O02628,16.8573,17.3356,20.3534,16.4525,22.671,21.4051,21.5789,21.8884
rpl-19;O02639,18.1722,18.4047,17.2732,16.5008,23.0259,21.6701,23.7276,23.2411
rpl-19;O02639,16.2968,17.6714,17.8192,19.4168,21.8556,20.7465,19.5404,20.4858
mdh-2;O02640,16.7885,14.6204,16.8286,17.9718,21.9584,21.1712,21.229,21.0098
mdh-2;O02640,17.4967,16.8007,18.7371,18.4409,20.3597,20.8337,21.0895,20.3914
cyp-33c8;O02641,20.952,16.2983,20.3988,19.5429,20.7247,19.918,21.3405,21.0168
cyp-33c8;O02641,16.4636,18.4616,19.7111,16.4217,20.6627,21.1591,21.2438,21.2511
unc-64;O16000,17.659,16.1635,17.0212,18.9089,23.4386,25.0342,22.7569,23.2001
unc-64;O16000,17.2888,16.9955,18.0895,17.1453,20.4015,20.8101,21.2616,21.3817
;Q8MXK1,20.4397,22.8043,21.4307,20.112,26.3645,23.4275,21.7842,24.1432
mcm-7;O16297,17.3872,18.4393,15.9374,18.4489,23.292,21.9733,21.028,21.7146
dnj-19;O16303,13.8135,17.7644,18.7974,16.5657,22.8573,20.7001,19.0712,21.5483
dnj-19;O16303,18.4855,18.2925,18.7341,17.6797,23.8007,23.7151,25.3083,24.3055
dnj-19;O16303,18.627,20.221,19.6498,16.9458,25.5961,23.2471,23.8306,25.1133
cmd-1;O16305,16.0173,18.61,18.1393,20.5059,21.5246,20.4465,20.6853,21.1139
cmd-1;O16305,18.2513,19.3532,19.2967,18.6608,26.585,23.7617,26.9756,25.0883
cmd-1;O16305,18.7724,14.2701,17.5071,18.041,21.7596,20.7413,21.2302,21.2175
cmd-1;O16305,17.4443,17.8506,19.6404,17.3268,25.9057,24.8368,25.3766,25.3397
cmd-1;O16305,16.9399,18.6688,18.0478,18.9849,21.1358,20.4219,20.6677,21.4124
catp-3;O16331,18.1342,19.675,18.8583,17.4169,23.987,22.1473,22.5899,22.5054
catp-3;O16331,24.1336,25.3787,26.1615,24.6021,21.4203,19.9191,20.2342,20.9022
rpt-2;O16368,19.0673,18.6414,18.7466,19.0422,21.3037,20.7875,20.9842,20.4941
rpt-2;O16368,17.2834,19.0684,20.5149,18.4703,21.8239,20.4574,21.333,21.3534
C36C5.12;O16406,19.8658,18.6544,21.1782,20.3343,25.0831,27.6623,26.3693,25.5298
tag-196;O16454,17.1972,17.9779,17.5756,19.9487,20.7892,20.7117,20.3612,21.0915
atp-4;O16517,18.1788,18.3902,18.733,17.4868,24.0005,23.8294,24.3304,23.1954
