geneName;Leading.proteins,log2 daf2_d5_01,log2 daf2_d5_02,log2 daf2_d5_03,log2 daf2_d5_04,log2 N2_d5_01,log2 N2_d5_02,log2  N2_d5_03,log2 N2_d5_04
pkg-2;Q8MQE2,17.2137,17.2447,18.8788,18.7804,23.8489,22.4428,22.0185,22.6016
smk-1;H2KYN7,18.2847,17.1508,16.8504,18.4195,21.8971,18.642,21.0098,21.1269
smk-1;H2KYN7,19.3298,18.2412,17.505,19.5252,23.2407,22.2491,20.7486,22.3105
ncx-2;H2KYP4,20.1306,18.76,16.7008,18.8943,21.1707,20.6882,20.8822,21.5774
ncx-2;H2KYP4,16.6586,20.1876,18.0515,18.724,22.6336,21.8488,22.6815,23.6137
ncx-2;H2KYP4,19.0887,18.3029,18.2247,19.2214,21.5778,23.0954,21.7339,22.1
vig-1;H2KYR1,20.8763,20.1611,17.5176,19.8891,21.1934,20.8947,21.479,19.7348
vig-1;H2KYR1,19.1513,18.3735,18.1598,18.3384,20.203,21.5666,20.9244,21.3554
vig-1;H2KYR1,17.5411,17.2537,17.75,19.8034,21.1109,21.1729,20.7052,21.6042
vig-1;H2KYR1,17.6712,21.3292,18.2547,17.3201,21.7044,21.5111,21.0877,21.4673
vig-1;H2KYR1,19.525,17.56,18.3562,21.3015,21.4677,20.5955,21.1529,21.6639
vig-1;H2KYR1,17.9709,19.2956,18.9159,18.3439,20.3301,21.2884,21.3526,21.3877
vig-1;H2KYR1,19.8912,16.3223,18.4089,20.0967,21.9648,20.9853,20.8974,21.2981
vig-1;H2KYR1,18.8595,21.3548,18.1067,18.3716,24.1617,23.1374,21.1532,23.5036
vig-1;H2KYR1,21.7441,16.6505,19.5565,18.2028,23.5485,25.5384,24.0436,25.1838
vig-1;H2KYR1,17.7535,19.1737,20.4958,19.3388,21.5784,21.008,21.5379,21.1942
vig-1;H2KYR1,18.1743,18.0073,15.9469,18.4314,21.2419,21.7073,20.8072,20.6746
vig-1;H2KYR1,20.4909,19.2828,15.1905,17.4481,21.9389,21.2071,21.5244,20.4115
srr-4;O44618,26.0524,26.3984,25.794,26.8631,23.22,24.0911,24.6798,23.8389
daf-9;H2KYS3,18.7006,17.6082,18.0142,19.2857,23.5836,24.3176,22.6938,23.4202
;Q8MNV5,18.0542,17.2878,18.3765,19.2556,20.846,20.714,21.4314,20.9266
ppw-1;Q86NJ8,18.1713,16.4995,18.0806,18.2827,21.0628,20.5245,21.2885,20.8336
nab-1;Q5R3Y6,18.933,16.7035,17.5948,19.6833,21.7695,21.6642,21.4483,21.4599
clec-266;H2KZ06,18.0774,16.7991,16.1351,17.4927,25.8205,27.1137,23.9217,26.2141
tat-4;H2KZ37,20.1277,20.4284,18.84,20.3155,22.3658,22.2117,23.5594,23.6991
;H2KZ48,17.9121,17.4097,17.0065,18.0846,21.0136,20.5461,21.4908,21.6386
;H2KZ48,16.1094,19.1382,20.5583,19.0373,21.4401,21.595,21.2657,21.5463
;H2KZ89,19.5657,19.6256,17.0646,17.7484,20.7561,21.3687,20.3005,19.936
;Q95Q55,24.6726,24.7807,26.0529,25.155,25.9817,24.7379,25.825,26.4727
;Q95Q55,22.7243,22.3306,22.1481,24.0052,20.4121,21.5392,21.4757,21.6423
;H2KZA9,25.065,24.8951,22.8353,24.7627,23.2352,22.9927,22.5278,23.0106
;H2KZA9,17.126,15.5728,17.8008,20.0099,23.2371,22.9786,22.3183,22.7798
;H2KZC4,18.6892,18.3281,17.4483,20.3282,21.0474,21.4924,19.6047,21.5359
;H2KZD2,19.8507,16.3261,18.4699,18.6118,21.8641,19.7703,21.3269,20.2766
pmt-1;Q86NB3,18.6759,19.4832,17.8634,20.3979,20.5594,19.9131,21.4044,20.6918
aka-1;Q18930,17.7028,19.7773,19.0057,17.3455,21.9213,21.1547,20.3921,20.0775
praf-3;Q4TTA9,18.2195,19.483,18.4858,18.947,21.714,21.1839,21.2356,21.3178
dpf-3;Q965K3,18.3567,17.9589,18.4392,19.9506,21.4833,21.166,21.2353,20.749
;Q688A5,18.7292,18.6363,20.1582,18.5191,21.9562,21.5773,20.7185,21.6922
;Q9BL66,17.7444,20.0833,19.0848,19.4841,19.6473,21.6361,21.2611,20.1435
;H2KZN1,18.0494,20.2842,18.9855,19.0821,20.2062,21.2842,20.9942,21.8132
slc-17.6;X5M917,16.1613,18.3639,20.4847,19.0909,19.2388,19.7257,20.9871,20.3224
ifc-2;H2KZR4,16.3609,17.8425,19.1342,17.7129,20.9534,20.7052,20.778,21.3071
ifc-2;H2KZR4,17.0799,15.5284,16.36,18.8945,20.6698,21.452,20.7926,20.6833
ifc-2;H2KZR4,18.4586,16.796,17.4245,17.9839,21.172,20.6073,21.1059,21.1611
;H2KZT9,25.7051,26.9366,25.9012,28.0118,26.8295,27.9985,26.6616,26.9075
cas-1;H2L023,21.3828,21.0005,21.2266,21.7967,26.2916,25.6169,25.7235,25.8126
cas-1;H2L023,24.5199,24.801,22.5524,24.4601,26.0046,24.7704,24.4986,24.6703
cas-1;H2L023,22.2457,23.49,23.5822,24.6063,26.2792,25.9874,25.3811,26.3122
cas-1;H2L023,18.8029,19.9747,19.869,19.7582,21.7174,22.305,22.0366,21.9244
wht-7;H2L028,19.671,15.712,18.2197,18.2895,21.5276,21.4574,21.1302,20.135
pmp-5;H2L034,18.0343,17.9987,18.7945,19.4203,21.5296,21.3689,21.4351,21.2734
pmp-5;H2L034,19.1514,19.8993,16.4272,17.4203,20.5493,20.4725,20.1089,20.0207
pmp-5;H2L034,20.5207,19.6633,18.3696,17.884,23.6119,23.7677,21.8145,22.4493
;H2L048,20.0623,21.5348,18.9936,18.8811,21.1123,21.5478,21.3275,20.5483
;H2L048,21.7803,21.5797,22.2796,21.182,23.7833,23.559,23.0647,24.0031
;H2L048,19.1964,16.5715,17.9659,17.5335,21.5068,21.1753,20.1044,21.6862
;H2L048,17.8698,16.9008,19.0954,16.9476,22.6713,22.6701,21.7584,21.7966
;Q8MXS5,18.7144,17.2743,21.208,17.9874,21.132,19.405,21.327,21.642
;H2L0B6,16.4708,16.3588,19.0575,19.4575,21.599,20.6686,21.1857,21.6781
abts-4;H2L0C4,20.1621,20.1979,15.3886,18.624,23.9361,23.6842,23.9189,23.5635
;H2L0D1,15.9773,19.691,17.3549,17.6473,21.6301,20.1327,21.3915,21.3078
;H2L0D3,18.7422,20.0969,19.0578,16.8602,21.654,20.7808,20.343,21.5495
mis-12;H2L0D9,26.2109,25.55,25.2794,24.6929,27.3662,27.2879,26.7391,27.4152
mis-12;H2L0D9,25.5922,25.55,25.4787,24.6929,27.3662,26.9052,25.813,26.9542
mct-4;H2L0E5,16.5857,17.8289,19.2471,20.3139,20.8265,21.4445,21.1293,20.4182
mct-4;H2L0E5;H2L0E6,17.774,18.0465,18.2982,18.7893,22.2521,21.766,19.8177,21.9401
mct-4;H2L0E5;H2L0E6,18.1423,17.506,18.7599,18.7093,21.6948,20.7805,20.2909,21.884
;Q9N5G9,16.758,20.2529,17.9996,18.7267,24.5137,24.6999,24.5863,25.4896
ptc-3;H2L0G5,23.1482,22.5819,23.9985,21.5856,24.56,24.6935,24.4199,24.9989
chat-1;H2L0H3,19.5526,16.02,16.6397,19.3121,25.5842,23.8281,24.4792,24.9
lfi-1;H2L0I2;H2L0I3,22.0299,21.3267,20.1087,21.9643,21.7361,20.6876,20.2903,21.4402
lfi-1;H2L0I2;H2L0I3,22.9299,23.2971,20.9887,24.5329,24.1522,22.6969,21.6536,22.2565
lfi-1;H2L0I2;H2L0I3,18.7844,16.5649,16.667,19.5756,21.2081,20.5298,20.7674,21.3221
lfi-1;H2L0I2;H2L0I3,19.9187,20.124,16.7311,18.8418,24.3107,23.5691,21.4972,22.585
lfi-1;H2L0I2;H2L0I3,21.4592,21.6693,23.9734,23.0861,22.9526,23.7939,22.9834,24.0075
lfi-1;H2L0I2;H2L0I3,19.8073,18.7365,17.7104,18.7342,21.3925,20.9322,21.4925,21.0243
lfi-1;H2L0I2;H2L0I3,17.9101,19.0627,21.1008,20.1481,21.1823,21.098,21.3447,20.9312
;Q22095,24.5887,25.1434,24.7913,24.9986,23.7139,24.3512,23.5072,23.7211
dhs-30;H2L0K8;Q65ZI3,18.8476,18.1332,19.53,20.9803,21.2274,21.258,21.3188,20.3554
pod-2;Q9GZI3,21.4146,21.3624,22.9003,21.4044,24.0746,22.7386,24.1479,24.5314
;H2L0R6,19.9788,19.6742,17.6533,17.5731,21.4641,21.5901,20.1991,20.0643
;H2L0R6,24.7032,24.8322,25.3127,26.0039,24.845,24.38,24.3154,24.8211
;H2L0R6,19.8925,19.0595,18.3806,21.0041,23.457,24.457,23.2591,24.1331
;U4PC11,26.2863,25.4716,24.9554,26.3767,21.7167,21.5437,21.3199,21.5196
tba-1;tba-2;O18688;P34690,18.3547,20.6009,17.7449,21.8186,20.3138,21.6051,21.1797,21.7004
tba-1;tba-2;O18688;P34690,19.5713,18.0318,18.2663,18.4794,20.8464,19.5823,21.122,20.1051
;H8W3X0,17.5129,17.2403,17.7573,17.7387,21.8586,21.7594,21.258,21.5016
F08B12.4;H9G2R5;Q19191,19.5794,17.5696,21.0898,20.0871,21.6633,20.4604,21.0752,21.4099
F08B12.4;H9G2R5;Q19191,17.3076,20.138,19.0324,20.0739,21.0174,21.2827,21.5116,21.2635
idh-1;Q21032,17.6917,18.1094,15.6722,20.0696,21.4274,21.5645,20.4447,21.1866
idh-1;Q21032,18.225,19.7804,18.609,20.7374,27.421,27.0838,26.3194,27.5626
pah-1;I2HA98,17.2724,17.2735,19.4921,18.7301,21.8842,20.6666,21.4244,20.3907
pah-1;I2HA98,21.667,17.4638,19.5531,17.3979,21.959,21.3446,21.2168,20.6083
pah-1;I2HA98,16.7679,19.3916,19.8825,18.1612,21.639,20.9124,20.6086,21.593
brp-1;I2HAF4,27.2288,27.6165,25.7979,27.9789,26.2614,28.053,27.7888,28.6005
brp-1;I2HAF4,28.3758,28.5773,28.3543,28.6537,28.8903,28.8923,28.958,29.0977
brp-1;I2HAF4,23.4834,25.1975,22.5105,24.9017,27.0276,26.2612,26.0494,27.4635
rpl-30;I2HAJ2;Q9XWS4,20.2211,16.9717,17.9395,17.1063,21.622,22.548,22.1438,22.155
rpl-30;I2HAJ2,17.7034,20.471,18.6454,19.7605,21.8423,21.5351,20.8754,21.1823
his-40;his-2;his-74;K7ZUH9;Q27532,19.1251,18.9668,19.6055,17.7969,25.5159,24.5302,24.9281,25.5418
his-40;his-2;K7ZUH9,20.5616,20.3637,17.3301,21.6926,21.4971,21.448,21.4924,21.5006
zbp-1;Q6A582,19.9752,17.8605,19.0303,20.2299,21.6213,20.3753,20.8034,20.7797
cdh-12;K8F801,17.5929,20.5362,18.0518,17.8879,21.3529,21.3414,20.6762,21.9118
lev-11;K8FDX2,20.1611,18.234,18.174,20.2633,24.7641,24.8377,25.0628,24.5317
;K8FDZ1,19.1469,17.7842,18.8458,15.3813,21.2486,21.5058,21.3389,21.8123
;K8FDZ1,16.4585,17.0382,18.9129,19.3701,19.5417,20.7795,21.5348,20.3938
;L8E833;Q23179,17.4662,20.1506,19.496,19.7483,21.737,22.157,23.2602,22.6771
;L8E833;Q23179,19.9124,19.2477,17.1273,18.9244,25.5837,25.7443,25.7397,25.2246
;L8E833;Q23179,23.3605,22.5555,20.1885,22.3357,23.743,23.1713,22.1711,21.8451
;L8E833;Q23179,23.3605,21.3791,24.4012,25.1015,21.6008,20.0305,21.0157,21.2162
;L8E833;Q23179,20.3874,19.1177,17.8245,19.2718,24.6476,24.1266,24.9369,24.9413
;L8E833;Q23179,25.1005,24.2732,24.8714,25.1782,27.1748,26.888,27.4237,28.1007
;L8E833;Q23179,19.0311,21.748,17.0347,17.723,26.1451,23.8351,24.072,26.3522
;L8E833;Q23179,22.7777,21.7501,21.518,22.9968,23.6895,24.0222,22.9848,22.9495
ZK688.5;L8EC34,18.0466,20.1822,17.1515,19.2906,20.9972,20.9976,21.4079,20.7874
ifb-2;M1Z854,22.8371,21.7136,23.1768,21.0266,25.2325,27.7158,26.5433,27.1718
ifb-2;M1Z854,18.7929,15.2526,18.696,20.814,20.5958,21.513,21.1599,20.6997
ifb-2;M1Z854,25.4189,25.6014,23.2578,23.4918,19.6692,21.3553,20.2458,21.7728
;N1NSD4,19.2698,16.7339,16.5804,18.0694,21.3062,20.4169,21.4101,20.6339
;O01477,18.3924,20.0401,17.3113,19.1142,22.7137,23.1949,21.9758,23.022
soap-1;O01485,18.6644,18.7547,20.4897,17.7861,24.2205,24.8576,23.3624,23.6644
stam-1;O01498,28.0351,28.3218,27.8224,28.1987,28.3146,27.2027,27.2565,28.5252
stam-1;O01498,17.6017,21.7259,17.8886,20.0971,21.5938,21.1069,20.891,21.6115
stam-1;O01498,18.0401,19.3608,19.4399,21.6674,21.6266,20.6847,21.5055,21.6343
rpa-2;O01504,20.7266,21.355,17.3182,20.3815,24.9123,25.1607,23.3824,24.7818
rpa-2;O01504,21.7565,20.8163,22.9953,21.9421,25.1011,23.505,24.185,23.8544
rpa-2;O01504,24.1193,23.7893,23.1185,24.3176,24.3498,23.5907,22.381,22.0766
rpa-2;O01504,23.8676,23.5852,22.5892,24.0669,26.2378,26.0583,25.4256,26.0313
aars-2;O01541,18.484,18.063,20.4714,18.4245,21.3054,20.5234,20.2326,21.1607
cpn-3;O01542,20.9179,17.1854,17.4156,19.2342,21.9138,21.3336,21.1454,21.4419
npp-11;O01576,19.1586,20.6109,19.3991,20.5294,20.935,19.93,20.1735,21.2752
npp-11;O01576,19.485,19.9072,18.5632,16.5221,21.3151,20.5844,21.425,21.5287
unc-108;O01577,17.2885,18.4403,17.3724,18.7129,22.1408,23.3561,25.1868,24.4273
;O01591,19.8273,21.0301,20.4962,18.8079,21.6058,20.8553,20.2781,21.1227
T19H12.2;O01615,19.3139,19.3532,18.116,20.5312,21.7882,20.7191,21.238,20.4646
T19H12.2;O01615,18.396,19.5077,18.6518,18.5395,20.7665,20.1618,19.9858,21.5487
T19H12.2;O01615,19.8569,20.1044,18.2338,18.0017,21.5683,19.7646,20.1083,21.1494
inx-12;O01634,20.9042,16.0625,18.4795,18.9022,21.3148,21.4081,20.1342,20.6929
inx-12;O01634,20.1001,18.0388,16.8838,19.4237,21.9405,21.5377,20.6008,21.8988
inx-12;O01634,17.9436,16.4915,17.8984,19.1959,21.5469,21.3296,21.1396,21.001
;O01681,25.8485,24.846,24.6859,25.7587,26.1101,26.2921,26.121,26.8622
rps-17;O01692,18.3728,18.7338,16.9218,19.9128,24.2347,24.0929,25.2744,24.6457
rps-17;O01692,19.2953,19.1474,16.6305,20.0578,21.4188,20.8761,21.5219,21.118
rps-17;O01692,20.3544,19.5766,18.9068,18.2022,23.8972,24.7764,24.8168,24.8587
rps-17;O01692,19.5315,20.9838,19.0616,19.4051,21.8108,21.1734,20.7924,21.076
rps-17;O01692,20.6523,17.6469,18.8611,19.8027,26.4366,24.5804,25.691,26.9839
unc-89;O01761,21.2979,18.3726,19.6973,18.9104,23.5664,24.2186,24.2538,24.0032
rpl-7;O01802,18.9414,18.5097,16.3903,18.0688,20.4662,21.1003,21.1341,21.285
rpl-7;O01802,21.2849,20.642,13.7121,21.081,20.063,21.0109,20.266,20.7577
rpl-7;O01802,19.8281,18.6442,20.0657,19.5877,20.8914,20.424,21.5314,21.1747
rpl-7;O01802,20.1056,16.6869,16.2911,17.9707,20.7889,21.6167,18.8656,21.8279
rpl-7;O01802,17.2667,18.5815,18.1019,20.0914,23.2041,21.6648,21.6986,21.4805
rpl-7;O01802,22.5512,23.003,22.8154,22.723,21.1807,21.5565,19.1193,21.6439
rpl-7;O01802,19.3196,17.6254,18.1615,17.5454,21.5803,21.2694,21.2875,21.3718
acbp-1;O01805,19.622,18.5583,20.642,20.5696,21.4372,21.4643,20.9233,20.3615
acbp-1;O01805,16.9717,17.5524,18.924,18.7291,22.0696,22.294,21.6773,21.1188
acbp-1;O01805,17.9577,16.1044,19.0423,16.7602,25.3131,25.2224,25.4414,26.1744
;O01806,19.5132,18.3952,18.2147,17.342,23.9831,23.1273,21.8849,22.7512
;O01806,19.8767,19.1342,18.1046,19.2075,21.7746,21.5036,21.3638,20.9434
;O01806,18.4268,20.7399,16.335,17.0422,21.936,22.498,21.957,22.9243
lbp-6;O01812,20.5858,19.4834,19.8828,19.8001,20.607,21.4994,20.9088,20.8246
lbp-6;O01812,17.7987,17.7347,17.5462,17.7249,21.0395,21.3857,21.2765,21.2368
rpl-24.1;O01868,18.6215,18.2782,19.7235,18.6142,21.6382,20.6609,20.775,21.7504
rps-10;O01869,25.2469,23.9643,23.7664,24.5143,28.0862,28.3045,28.0922,29.0901
rps-10;O01869,25.2754,23.9214,23.8765,24.5961,29.1674,29.2827,28.687,29.7963
rps-10;O01869,17.2003,19.9042,18.658,17.9387,23.9475,23.4434,24.7256,24.7363
rps-10;O01869,31.069,30.7748,31.7189,31.2965,33.4312,33.6246,33.6819,33.4036
rps-10;O01869,17.9701,19.5603,17.8121,19.8855,26.4286,26.3745,24.4404,23.8681
rps-10;O01869,20.8626,18.2748,18.3073,19.3339,25.6649,23.5198,25.4301,26.165
rps-10;O01869,17.735,17.4007,19.6748,19.5277,23.8736,25.3833,22.3412,24.9211
rps-10;O01869,19.671,16.6943,18.4388,17.2188,25.3848,26.6262,27.5617,27.476
;O01893,17.3552,17.7187,17.5479,15.8507,24.1378,23.5574,23.2183,23.839
;O01893,24.9058,22.4748,20.2272,23.2851,26.289,25.7643,25.0773,26.2225
spin-1;O01927,18.1857,16.664,17.0515,18.9456,20.8866,20.7469,20.273,21.5307
spin-1;O01927,19.3687,19.132,18.6623,18.8312,25.3248,24.8489,24.6621,25.741
spin-1;O01927,22.6539,23.6843,24.7482,23.5007,25.5472,23.8327,23.2947,24.9098
;O01963,19.5876,18.4787,18.1039,21.481,23.0485,23.3654,21.6875,21.8816
cuti-1;O02051,19.2875,17.448,16.8513,18.1471,23.2316,22.6546,19.3042,20.7716
rpl-4;O02056,19.924,19.5712,18.3133,15.9656,22.8556,22.8171,23.0184,22.1077
rpl-4;O02056,18.2055,17.9711,21.1094,18.4772,20.2331,20.3524,21.0203,21.439
rpl-4;O02056,18.2989,16.9557,17.3916,18.9456,21.8309,21.4175,21.4745,20.4395
rpl-4;O02056,19.9196,21.0561,16.717,17.6718,22.7669,22.379,23.2852,24.4758
;O02082,18.4494,16.5266,18.0997,19.922,25.7178,28.1647,25.7987,25.8753
rpb-4;O02092,20.5116,17.0917,17.1691,16.8715,21.442,21.6518,20.1077,21.388
pcn-1;O02115,18.1747,18.4662,18.6941,19.2652,21.2427,21.2404,19.7981,21.4429
pcn-1;O02115,19.1185,18.6194,18.5142,20.4329,20.9189,21.2123,20.621,21.4216
;O02155,17.2951,16.475,14.8755,20.2774,21.6973,21.5883,20.998,20.7999
;O02155,17.627,18.2278,17.2888,21.2715,21.3693,21.4908,19.8887,21.8023
pck-2;O02286,18.8627,16.9467,17.7677,18.4288,24.8265,25.7113,25.1764,25.6507
pck-2;O02286,20.6187,17.1427,16.3516,17.5846,20.8203,20.9871,20.4105,21.7129
eif-3.C;O02328,19.0415,18.2308,18.7391,20.0593,20.8741,21.631,21.2732,20.8164
nstp-5;O02345,17.2509,19.3691,17.162,20.7897,21.6452,21.7673,20.0969,21.8291
nstp-5;O02345,17.8509,20.2784,18.1496,20.5793,23.7512,23.5217,22.4557,23.2944
ifa-2;O02365,19.4243,19.2068,21.3726,18.2814,21.7631,21.4109,19.084,21.4321
ifa-2;ifa-3;O02365;Q21065,17.0985,18.1704,18.2745,17.1982,21.8192,19.9075,21.1373,20.8861
ifa-2;O02365,20.7958,19.7992,19.1146,18.2065,20.6828,21.7709,19.0128,21.844
snb-1;O02495,30.2851,30.2043,29.409,29.2387,31.1154,31.1267,30.3864,31.1665
snb-1;O02495,27.2975,26.9113,25.3762,27.0713,29.5597,23.6814,24.3235,25.3318
snb-1;O02495,25.8599,26.8301,27.4901,26.8,28.4249,29.8396,27.8228,28.4543
snb-1;O02495,22.6078,22.6658,24.8877,22.2288,25.8624,25.5395,25.0915,26.1356
snb-1;O02495,24.9429,24.5469,21.5616,24.1071,27.7605,25.9373,26.4616,26.6957
snb-1;O02495,19.6929,17.0775,20.4184,19.4048,20.5463,21.5009,20.8442,21.4587
gpx-1;gpx-2;O02621;O62327,18.2951,18.4201,16.6045,18.1164,20.7949,21.2672,20.0771,20.3395
cyp-35a2;O02628,19.378,19.9679,17.2848,17.5742,21.5295,21.2935,21.1088,21.2503
rpl-19;O02639,19.2984,19.8143,19.4731,21.7328,22.5509,22.6259,22.1594,21.9596
rpl-19;O02639,18.9069,18.2638,19.4928,19.8071,20.8773,21.736,21.0638,21.0906
mdh-2;O02640,20.1105,18.6062,16.1327,20.2017,21.3447,20.969,21.4216,21.6686
mdh-2;O02640,19.6669,17.872,16.6532,19.1725,21.1031,20.2312,21.404,20.6173
cyp-33c8;O02641,20.5711,18.3696,18.5304,21.0893,22.8615,22.8975,23.1108,22.2273
cyp-33c8;O02641,18.5752,21.0393,18.7114,19.778,20.7034,20.627,21.5215,21.1019
unc-64;O16000,18.0198,17.3769,16.592,18.5328,22.6706,22.1255,22.5239,23.1745
unc-64;O16000,18.5944,19.0516,20.6045,15.5807,24.0702,24.2704,22.6605,23.9614
;Q8MXK1,17.3738,19.1124,18.2716,15.5716,25.33,23.2515,24.6118,26.0016
mcm-7;O16297,18.3292,15.1343,17.9251,19.3732,21.0701,21.2448,20.6818,20.1264
dnj-19;O16303,18.4538,18.1326,17.3355,20.893,23.5798,23.5703,23.1903,23.581
dnj-19;O16303,19.4652,18.8335,18.6377,18.4042,24.0063,24.2141,22.5282,23.0928
dnj-19;O16303,17.3073,18.4323,19.5068,18.6771,24.6248,24.6459,24.1494,22.9104
cmd-1;O16305,18.6591,17.4896,17.5602,20.9069,21.9447,20.5353,20.5391,21.6873
cmd-1;O16305,17.6356,19.4084,16.5653,20.3166,26.2454,25.0639,25.2593,24.8573
cmd-1;O16305,17.3882,19.2438,18.9633,18.3872,23.5862,23.4099,23.1235,22.8857
cmd-1;O16305,25.2235,23.9145,25.8958,25.9168,27.4567,25.8086,24.4647,26.7734
cmd-1;O16305,24.5077,24.054,24.3416,25.9362,23.7337,24.9374,24.7853,25.1522
catp-3;O16331,19.4721,19.4702,16.8457,20.8123,25.0218,24.7893,24.9436,25.736
catp-3;O16331,18.1277,16.1607,17.4343,21.7909,19.8327,20.118,21.4106,21.457
rpt-2;O16368,18.2127,19.0713,16.7579,17.6058,21.7263,20.3041,20.6068,21.4232
rpt-2;O16368,20.0364,20.3979,14.5406,20.0206,21.7533,21.5543,20.3806,21.1485
C36C5.12;O16406,20.5383,16.9069,20.0303,19.0728,23.9941,25.2113,24.8464,25.6299
tag-196;O16454,23.5612,23.9923,22.839,24.5143,21.1177,21.6431,20.4661,20.3654
atp-4;O16517,19.5813,17.7888,16.1641,18.7632,21.4347,21.096,20.4758,21.5268
atp-4;O16517,19.0418,18.1606,19.6534,20.0002,21.4395,21.0715,20.8729,21.7691
atp-4;O16517,17.477,20.5897,16.1626,20.4306,21.8757,21.2385,21.4553,21.4752
alh-4;Q8MXJ7,19.0613,20.0219,18.4895,18.7238,21.6773,21.0349,20.0597,20.9796
fbxc-50;O16541,16.8829,17.4872,19.2586,18.8949,21.7376,21.5894,21.1912,21.2312
;O16547,24.3978,23.9087,24.4159,25.3032,26.4786,26.6212,26.8181,26.9626
;O16547,20.6013,19.272,20.1183,16.6117,20.729,21.5954,20.9402,21.6897
;O16547,18.4491,17.8558,17.2083,19.0017,21.7167,21.9467,23.1922,22.7284
;O16680,19.4665,20.2405,19.8311,19.9604,21.0099,21.2941,20.1785,21.7005
;O16682,17.3243,18.1073,16.0465,19.1174,25.3601,25.5655,24.6888,24.8405
;O16682,18.9377,18.5987,19.2411,19.0694,21.9046,21.3327,21.3588,21.1088
;O16682,18.6358,17.7383,18.4218,17.2912,27.007,26.0055,26.4034,27.1692
;O16682,17.4051,19.7061,21.1584,19.1453,24.6348,23.6671,22.5389,23.9957
;O16682,24.7799,23.9949,23.6766,23.7363,26.7597,25.879,23.6604,24.2215
;O16682,19.4242,18.5316,16.1452,19.5416,21.4183,21.7429,20.5268,20.5418
;O16682,25.7346,24.2505,25.6209,24.9876,26.2945,24.8506,25.4198,26.0341
;O16682,18.4377,18.1414,17.8493,20.047,26.1977,26.8983,24.8446,26.2143
;O16682,21.2599,18.4709,17.0548,17.461,24.6663,25.1012,24.217,24.549
;O16682,18.6485,16.4627,16.3144,17.543,23.2723,24.1078,25.1395,26.8284
;O16682,20.2456,18.0183,18.0123,17.9689,20.8225,21.7794,20.6042,22.2342
;O16684,23.0096,23.3267,22.6747,23.6783,24.4088,24.967,25.6801,25.7677
;O16697,20.3303,17.4045,18.0958,20.2211,21.177,21.3144,21.4766,21.8265
;O16697,19.0051,18.4688,19.3651,17.8527,21.8693,21.2877,19.9751,20.6554
pat-6;O16785,18.4447,19.5493,18.3631,20.4165,20.8718,19.8416,20.9242,21.7402
ugt-41;O16922,19.8785,17.0912,16.9242,20.2735,22.9174,22.8652,23.0315,23.051
ugt-41;O16922,18.3948,18.961,19.0507,18.7933,23.5312,24.1293,24.1943,24.2586
;O16997,18.5601,18.1749,17.1448,16.2035,21.6848,21.0638,21.3525,21.1824
;O16997,18.433,19.7946,18.3496,19.8119,20.2734,21.3515,21.1085,21.8193
;O17069,18.4586,19.2775,17.4373,16.2473,26.0771,25.3819,24.734,26.188
;O17069,17.1819,17.1308,19.5942,19.6841,21.604,23.104,21.4029,24.0816
rpt-4;O17071,21.8764,19.2984,17.058,19.7581,20.5653,20.6214,20.1967,20.3832
rpt-4;O17071,16.3335,16.4706,18.1014,17.6988,23.9155,25.5603,24.5639,23.6237
;O17167,18.5902,18.0192,18.6292,20.0013,24.8818,23.673,23.1202,24.1368
;O17168,19.4227,17.8706,16.1872,20.6688,21.1515,21.6664,20.4187,20.9137
fbxa-165;O17199,16.3681,19.1611,18.3286,21.4556,22.7208,22.1751,21.2992,22.3575
rps-22;O17218,19.1232,15.9665,16.3689,16.8905,24.8026,25.5166,25.2711,26.6813
rps-22;O17218,23.6393,23.766,23.0128,22.5411,27.4999,26.3949,25.7324,26.9769
rps-22;O17218,16.289,17.1485,17.3061,19.365,20.9145,21.5082,19.7487,21.5707
mct-6;O17328,18.1726,20.0564,18.3603,18.0797,21.1038,21.5586,20.1693,21.8094
mct-6;O17328,23.6578,23.0696,24.7221,24.3698,24.6875,24.6403,24.3512,23.9972
mct-6;O17328,21.0805,18.2525,19.5067,18.4695,23.4032,22.1699,22.3079,24.0177
mct-6;O17328,18.4905,19.4795,17.9811,17.9856,22.3726,22.1671,22.4494,22.6265
mct-6;O17328,17.2746,18.4935,19.9749,16.4405,21.4366,21.4987,21.5077,19.6814
mct-6;O17328,19.9416,18.2187,15.7044,17.195,19.5643,21.5226,20.5006,20.9583
tth-1;O17389,17.2953,18.4464,17.4097,17.1228,24.3643,24.3428,22.0744,23.2195
tth-1;O17389,19.7715,18.4176,18.0153,17.6857,21.8524,21.571,20.878,20.5715
tth-1;O17389,18.6935,19.9074,16.5485,18.8865,21.4383,20.6536,19.9584,20.3937
tth-1;O17389,18.8624,19.4526,16.0637,18.1249,21.1976,21.5992,20.735,21.6066
tth-1;O17389,15.6087,17.9951,19.5341,19.5235,21.8045,21.6222,21.196,21.8419
;O17390,19.8822,18.4868,17.0645,17.9162,22.3373,22.2716,22.182,24.108
F52H2.6;O17397,17.5018,20.2259,18.2468,19.414,22.4985,22.0441,21.8168,21.8342
F52H2.6;O17397,24.2563,24.2881,23.4198,23.8171,25.1064,24.2028,23.5593,24.7375
F52H2.6;O17397,18.8551,20.0945,18.0111,18.2198,20.993,21.1428,21.284,20.1507
