geneName;Leading.proteins,log2 daf2_d1_01,log2 daf2_d1_02,log2 daf2_d1_03,log2 daf2_d1_04,log2 eat2_d1_01,log2 eat2_d1_02,log2 eat2_d1_03,log2 eat2_d1_04,,,
;Q8MXS5,17.7133,18.5603,18.009,16.1491,20.3765,20.3962,21.0285,19.9475,,,
;H2L0B6,19.1978,17.6549,15.3748,19.5733,22.8254,25.8048,24.2622,25.8168,,,
abts-4;H2L0C4,18.4656,19.3075,20.1579,19.1088,20.3818,22.8931,23.193,24.632,,,
;H2L0D1,16.7955,17.7458,19.9718,17.1688,19.7675,21.3634,21.2759,21.0502,,,
;H2L0D3,17.8463,16.7666,18.1226,15.1229,20.1963,21.9216,20.2898,21.0522,,,
mis-12;H2L0D9,24.411,25.6914,26.1943,24.9121,23.5994,23.7843,23.0513,24.5255,,,
mis-12;H2L0D9,24.2132,25.6914,24.5447,26.4675,21.9124,23.7843,23.0513,22.5764,,,
mct-4;H2L0E5,14.9864,18.5324,15.6643,17.9475,20.8784,20.5797,21.3498,20.1445,,,
mct-4;H2L0E5;H2L0E6,20.8272,21.5203,23.1688,20.7253,22.7359,24.8005,23.3918,23.6369,,,
mct-4;H2L0E5;H2L0E6,20.2179,18.4869,16.2618,17.749,20.2336,21.9185,19.9893,21.0112,,,
;Q9N5G9,17.692,16.497,19.274,20.5653,24.114,24.5014,25.6306,24.7334,,,
ptc-3;H2L0G5,23.2197,22.9186,23.9237,22.9648,23.8465,24.2261,23.6051,23.9869,,,
chat-1;H2L0H3,22.4408,23.4709,22.8601,22.7686,23.57,24.1983,23.7977,23.2488,,,
lfi-1;H2L0I2;H2L0I3,19.2426,17.6412,20.1229,18.2605,19.3626,21.3554,21.538,21.0834,,,
lfi-1;H2L0I2;H2L0I3,17.2776,14.5282,19.4117,18.2787,23.384,23.9987,24.9932,23.8005,,,
lfi-1;H2L0I2;H2L0I3,17.629,19.5687,19.3209,19.6654,23.3963,23.5986,22.5059,22.8924,,,
lfi-1;H2L0I2;H2L0I3,18.8968,20.5653,17.9374,17.7195,20.9287,21.8693,21.855,21.0838,,,
lfi-1;H2L0I2;H2L0I3,20.952,22.2546,22.8999,22.2625,21.637,23.0026,22.7406,24.0452,,,
lfi-1;H2L0I2;H2L0I3,15.3638,17.163,16.8984,15.1893,20.2887,21.5472,21.6251,20.2962,,,
lfi-1;H2L0I2;H2L0I3,17.706,16.2153,18.9652,19.7932,20.9448,21.1751,18.7902,21.425,,,
;Q22095,18.2488,19.8157,20.625,17.5055,21.0048,21.45,21.6938,21.3926,,,
dhs-30;H2L0K8;Q65ZI3,17.4994,18.6086,19.8394,17.1795,22.3384,25.8194,24.7962,25.2468,,,
pod-2;Q9GZI3,19.436,19.1135,19.0321,19.2884,25.0412,25.8465,24.3681,23.8175,,,
;H2L0R6,18.1874,16.6156,17.1583,18.8482,22.0882,23.7775,23.0898,21.9665,,,
;H2L0R6,17.812,20.2889,14.9235,19.3821,20.5679,22.5273,23.7873,21.7264,,,
;H2L0R6,23.7537,22.4488,25.9937,22.685,24.4806,23.2422,22.3582,23.4104,,,
;U4PC11,17.4993,17.9159,18.7609,18.0569,20.6731,21.6759,21.538,21.3181,,,
tba-1;tba-2;O18688;P34690,16.4855,18.5476,20.8887,19.3482,21.4067,22.7182,24.106,21.8145,,,
tba-1;tba-2;O18688;P34690,17.6673,17.9513,17.4007,17.4775,20.0791,21.9227,21.3173,20.7828,,,
;H8W3X0,17.9651,15.8837,17.8961,18.4149,21.0923,19.8061,21.6101,21.0156,,,
F08B12.4;H9G2R5;Q19191,16.7614,14.5429,17.9447,17.2888,19.3973,20.5823,21.4311,21.2988,,,
F08B12.4;H9G2R5;Q19191,19.2387,15.9745,18.8686,19.1197,20.6737,21.6349,21.4838,20.9857,,,
idh-1;Q21032,15.5605,18.2706,18.6903,18.7624,22.8158,25.0479,24.7306,25.0775,,,
idh-1;Q21032,25.1564,26.5874,22.8812,25.1547,27.1673,28.3451,27.4722,26.9331,,,
pah-1;I2HA98,16.4383,18.5604,17.5132,18.7412,19.8995,21.3518,19.9007,20.4654,,,
pah-1;I2HA98,17.6489,18.4075,18.0949,18.5595,24.0792,23.0795,23.072,23.0748,,,
pah-1;I2HA98,16.6281,17.4241,15.327,18.9072,22.3596,23.6993,22.776,22.561,,,
brp-1;I2HAF4,25.393,27.2783,22.7335,24.3727,24.3792,26.1957,27.6707,26.9575,,,
brp-1;I2HAF4,26.9368,28.0148,26.7471,26.58,24.3792,27.7523,27.3571,25.7164,,,
brp-1;I2HAF4,25.5696,25.9589,26.9243,24.7389,23.6279,26.086,26.1162,25.5906,,,
rpl-30;I2HAJ2;Q9XWS4,21.2689,22.6614,23.7459,22.1193,24.6859,23.1444,24.0663,21.4611,,,
rpl-30;I2HAJ2,16.918,19.195,18.2714,18.8972,23.8163,24.001,24.2914,23.316,,,
his-40;his-2;his-74;K7ZUH9;Q27532,20.9566,22.6853,21.3553,22.0734,20.2914,21.7694,20.365,21.4274,,,
his-40;his-2;K7ZUH9,19.0802,19.5438,19.3456,19.051,20.4444,21.0896,20.1402,21.2745,,,
zbp-1;Q6A582,19.463,18.8203,17.5991,16.6906,19.4055,21.3601,20.8273,20.9431,,,
cdh-12;K8F801,17.4755,16.3765,19.5453,16.7342,19.8629,21.7948,20.7729,20.0631,,,
lev-11;K8FDX2,17.6079,16.2086,19.3952,17.9106,21.0669,23.8302,23.3265,24.4414,,,
;K8FDZ1,19.1513,15.8925,18.6004,15.3918,20.5856,20.915,21.8843,19.9897,,,
;K8FDZ1,19.6846,17.8622,19.8014,18.248,19.9873,20.6694,21.2909,21.3338,,,
;L8E833;Q23179,17.7133,16.7528,20.6471,18.308,20.5947,20.5409,20.8593,20.7012,,,
;L8E833;Q23179,23.3004,25.1067,24.0948,23.412,27.7529,28.7552,29.6103,27.4908,,,
;L8E833;Q23179,16.2429,19.2575,17.9088,15.0339,20.2419,21.6968,21.3818,20.453,,,
;L8E833;Q23179,14.7161,18.2722,20.3592,17.6627,20.3969,21.533,21.6475,21.0349,,,
;L8E833;Q23179,19.0691,16.9277,17.4944,18.331,18.9094,20.569,22.5222,19.3997,,,
;L8E833;Q23179,18.8389,19.1093,20.9569,18.0508,20.6807,21.1631,21.7838,20.8636,,,
;L8E833;Q23179,15.3566,19.4793,15.2977,17.3227,20.3742,20.0289,21.6348,19.4459,,,
;L8E833;Q23179,17.4235,18.9563,18.2771,17.4563,20.9543,20.102,20.8099,20.7564,,,
ZK688.5;L8EC34,24.0465,25.2426,24.6879,23.7889,23.0518,22.2709,21.636,22.2345,,,
ifb-2;M1Z854,24.2221,23.1047,25.147,24.0479,23.8331,25.5165,26.3339,23.8051,,,
ifb-2;M1Z854,19.6243,16.6075,18.8958,18.1654,26.0021,27.2265,25.1434,26.1452,,,
ifb-2;M1Z854,20.8332,21.7708,22.495,22.2044,20.3586,21.6822,21.6987,21.4203,,,
;N1NSD4,18.1713,16.2923,17.6451,17.8765,20.8821,20.852,21.2042,20.1598,,,
;O01477,19.5789,18.538,18.7728,19.3965,20.0853,21.2009,19.9191,19.5266,,,
soap-1;O01485,18.2919,18.3645,17.1713,17.861,22.4665,25.2718,25.3415,24.2965,,,
stam-1;O01498,26.2055,28.3988,25.5189,26.486,27.5703,29.0807,28.809,28.3604,,,
stam-1;O01498,19.5015,19.0224,17.4226,18.9738,20.0788,20.9735,21.0147,21.2328,,,
stam-1;O01498,23.4307,25.0411,23.9705,23.614,20.8103,21.7415,21.0008,18.5256,,,
rpa-2;O01504,19.0816,19,19.1719,16.1688,22.3117,23.9356,23.1993,22.9862,,,
rpa-2;O01504,17.0296,17.2964,16.0747,17.3306,23.1001,24.1566,24.0447,22.3687,,,
rpa-2;O01504,15.2427,22.1244,17.8416,16.6588,20.1762,19.527,20.6863,20.7148,,,
rpa-2;O01504,22.0812,23.3749,21.6463,21.2007,21.7288,22.3488,23.7327,22.7293,,,
aars-2;O01541,18.8459,18.1623,18.5843,19.8062,19.1462,21.2125,21.3788,20.3329,,,
cpn-3;O01542,15.0999,18.3006,18.9739,20.6597,21.0733,21.5576,20.9913,20.6314,,,
npp-11;O01576,22.4916,23.4014,22.4202,21.9366,20.9633,23.6041,23.1044,23.9566,,,
npp-11;O01576,17.6546,15.7423,17.7536,19.1668,20.9153,21.5555,20.539,20.9204,,,
unc-108;O01577,18.3084,19.6996,16.5898,19.3151,21.6202,24.5455,23.9554,23.2143,,,
;O01591,16.498,16.8156,18.3071,18.1112,23.4954,21.6635,21.1926,21.8029,,,
T19H12.2;O01615,19.0418,17.7415,17.2982,19.4166,20.787,21.681,20.8638,20.6128,,,
T19H12.2;O01615,14.8376,18.3792,18.5208,17.0794,20.6769,21.2226,19.9206,21.2233,,,
T19H12.2;O01615,19.099,19.4895,21.2283,17.1295,20.5893,21.0484,21.029,21.2215,,,
inx-12;O01634,19.0593,18.5133,16.9377,16.7784,20.8555,21.8006,22.6765,21.8913,,,
inx-12;O01634,16.8675,18.4491,16.6766,19.9752,24.4065,24.6866,24.3517,24.0986,,,
inx-12;O01634,17.5666,15.5218,17.5174,20.0873,21.3914,23.0195,22.4691,22.5246,,,
;O01681,24.3715,26.8723,25.4784,25.726,25.9869,26.0446,27.4155,26.0447,,,
rps-17;O01692,16.7885,17.9056,16.3767,18.4491,22.4123,25.6801,23.7763,24.4984,,,
rps-17;O01692,20.7621,17.0588,19.0265,19.205,20.0695,21.3828,21.8284,20.3983,,,
rps-17;O01692,19.2238,20.9329,18.1362,20.5946,19.955,23.9121,24.8141,22.2205,,,
rps-17;O01692,18.6727,15.5125,18.1503,17.7526,20.4913,21.4265,21.1544,21.1393,,,
rps-17;O01692,24.4964,27.1592,25.3675,26.7973,26.4436,28.504,29.4869,26.5031,,,
unc-89;O01761,16.6726,18.2939,18.0244,15.751,22.6999,24.2102,24.7147,23.6159,,,
rpl-7;O01802,19.7949,15.8387,17.6746,18.8719,25.2553,25.5641,25.5998,26.0364,,,
rpl-7;O01802,16.98,19.2983,20.1226,19.7096,25.019,24.1438,22.5579,23.7331,,,
rpl-7;O01802,16.5846,18.2674,16.7071,16.7368,22.6241,23.0848,23.0915,22.2391,,,
rpl-7;O01802,19.7014,18.8941,16.0073,18.3288,20.624,21.042,21.6979,21.0571,,,
rpl-7;O01802,16.5938,19.9217,17.3139,17.1057,22.1557,23.6126,24.2457,24.7269,,,
rpl-7;O01802,16.7887,16.4349,19.4733,16.7028,20.9523,20.1834,21.2622,21.1579,,,
rpl-7;O01802,19.5,18.0515,19.7095,18.952,23.588,25.7595,26.479,25.003,,,
acbp-1;O01805,18.3233,18.8017,18.0737,19.8314,20.5922,20.3811,21.1986,20.3134,,,
acbp-1;O01805,18.2452,18.8926,17.5481,17.7361,19.1358,21.7818,20.7859,20.5683,,,
acbp-1;O01805,18.7042,18.4103,21.0739,16.1857,19.6137,21.604,21.3053,21.1214,,,
;O01806,17.6858,18.0219,15.0572,17.8905,21.0948,21.6745,20.5644,21.3426,,,
;O01806,18.9919,18.4574,16.0533,18.9987,22.704,22.9508,22.2515,22.6394,,,
;O01806,19.524,19.6679,21.0185,16.4646,23.885,23.7506,22.1298,23.4003,,,
lbp-6;O01812,20.1808,16.9773,16.9297,18.2847,20.5145,20.6076,20.7705,19.7835,,,
lbp-6;O01812,20.3591,19.4959,21.0088,17.8807,20.0605,21.4889,21.663,21.2685,,,
rpl-24.1;O01868,18.7068,17.147,17.8956,18.4351,19.3655,20.861,21.3363,21.3795,,,
rps-10;O01869,20.4279,17.1577,19.4351,18.3807,23.2393,25.0276,25.416,24.8351,,,
rps-10;O01869,23.3599,23.615,24.997,24.3815,22.4256,25.7385,25.6341,24.1728,,,
rps-10;O01869,18.5519,15.5157,19.0045,19.0158,20.6486,21.7211,21.3627,21.2226,,,
rps-10;O01869,32.3398,31.3218,30.3447,31.9062,32.5198,34.39,34.1591,33.3558,,,
rps-10;O01869,19.1448,15.7151,18.1405,19.0996,22.4023,24.2709,23.9266,22.6783,,,
rps-10;O01869,18.5715,19.7799,19.4575,19.3004,24.7929,25.7304,26.5821,24.1701,,,
rps-10;O01869,17.3851,16.9733,19.5555,18.9825,25.2005,25.1259,25.833,23.5562,,,
rps-10;O01869,19.1141,18.9418,18.0558,17.1246,20.8799,20.8418,21.5792,21.0357,,,
;O01893,16.9121,18.7947,19.216,20.3125,19.2232,21.4388,20.5629,19.8233,,,
;O01893,18.7798,17.7733,19.6741,17.8811,21.318,23.0533,24.4132,22.3028,,,
spin-1;O01927,16.597,18.2413,19.0191,18.1727,23.4939,26.2836,25.5642,25.4619,,,
spin-1;O01927,24.0568,24.9485,24.7838,23.9581,25.465,27.228,26.7096,26.2049,,,
spin-1;O01927,23.6504,23.7521,25.7485,24.0073,26.0247,27.2276,27.0918,26.1922,,,
;O01963,20.1986,18.9987,17.3571,15.8193,19.9533,21.2177,21.1053,20.8626,,,
cuti-1;O02051,19.3411,16.2305,19.2471,17.2718,20.9665,23.0181,22.6262,22.7752,,,
rpl-4;O02056,17.6874,18.6252,17.7171,18.1578,24.165,24.8759,24.1504,23.3609,,,
rpl-4;O02056,19.9421,15.0442,19.2856,19.782,20.1721,21.1008,21.4453,21.4107,,,
rpl-4;O02056,16.8616,19.1263,19.1,18.1903,20.9326,20.3783,19.2257,20.638,,,
rpl-4;O02056,19.7486,16.049,17.3347,17.2681,22.8014,24.389,23.9452,23.9374,,,
;O02082,25.1773,26.0703,26.3598,26.118,24.3468,27.2879,28.6288,27.1834,,,
rpb-4;O02092,17.9424,18.0625,17.0056,17.5785,19.9798,21.3802,21.4675,20.9234,,,
pcn-1;O02115,17.9961,20.1441,16.4688,18.1518,21.0943,21.0034,21.3272,21.2436,,,
pcn-1;O02115,19.7213,15.0436,18.8767,18.6706,20.5405,21.5278,20.9636,20.4607,,,
;O02155,17.8087,18.786,19.3911,14.7334,20.7227,21.3504,20.6667,20.8892,,,
;O02155,17.4149,20.2072,19.3917,16.5935,23.3242,24.3458,23.3045,23.9202,,,
pck-2;O02286,24.3827,25.3445,22.3125,24.9083,26.6839,26.6171,26.6129,25.5652,,,
pck-2;O02286,18.1824,17.4306,18.2778,15.5597,20.7371,21.295,21.1091,19.693,,,
eif-3.C;O02328,17.5586,16.8451,18.1399,19.1649,20.2066,19.9433,20.8045,20.3075,,,
nstp-5;O02345,18.6707,19.1001,18.212,18.1105,20.7451,21.847,21.8381,20.4045,,,
nstp-5;O02345,24.1829,22.3785,24.0844,24.4134,23.2838,24.4637,24.4338,23.9138,,,
ifa-2;O02365,17.8581,17.5516,19.2406,18.4334,20.8547,21.4421,20.9888,19.6367,,,
ifa-2;ifa-3;O02365;Q21065,16.8138,15.9149,17.1925,18.6738,18.5656,21.8189,19.7827,21.0685,,,
ifa-2;O02365,18.1604,17.0269,18.9889,17.9341,20.532,19.5953,20.375,20.0716,,,
snb-1;O02495,28.6253,30.4449,29.2032,29.5263,27.7836,29.9642,29.9941,28.9496,,,
snb-1;O02495,16.7756,17.3538,15.8909,19.9417,22.792,24.6457,24.097,23.7281,,,
snb-1;O02495,26.2178,25.5029,25.6609,26.529,26.6858,28.6487,27.7005,23.3472,,,
snb-1;O02495,18.3968,19.659,19.1099,20.452,25.2098,27.004,26.9712,26.4569,,,
snb-1;O02495,21.2955,24.0167,20.9994,20.3312,23.6962,26.6849,26.9928,25.8943,,,
snb-1;O02495,17.1198,18.8845,17.1332,19.8819,22.9909,23.8194,25.8555,23.5484,,,
gpx-1;gpx-2;O02621;O62327,18.4222,17.7215,19.7227,18.7539,20.0592,21.0077,21.5777,20.7876,,,
cyp-35a2;O02628,16.8573,17.3356,20.3534,16.4525,22.025,22.9976,22.5172,24.3256,,,
rpl-19;O02639,18.1722,18.4047,17.2732,16.5008,19.7377,21.4889,20.7421,20.3772,,,
rpl-19;O02639,16.2968,17.6714,17.8192,19.4168,22.3416,22.9818,23.5756,21.699,,,
mdh-2;O02640,16.7885,14.6204,16.8286,17.9718,20.6558,21.4408,21.2083,21.1497,,,
mdh-2;O02640,17.4967,16.8007,18.7371,18.4409,19.9964,21.1446,20.597,20.1618,,,
cyp-33c8;O02641,20.952,16.2983,20.3988,19.5429,20.1004,21.9216,21.8535,21.3708,,,
cyp-33c8;O02641,16.4636,18.4616,19.7111,16.4217,20.4636,20.6936,20.9152,20.4206,,,
unc-64;O16000,17.659,16.1635,17.0212,18.9089,24.6875,23.1081,23.1981,22.6699,,,
unc-64;O16000,17.2888,16.9955,18.0895,17.1453,19.8358,21.3486,20.6292,19.5089,,,
;Q8MXK1,20.4397,22.8043,21.4307,20.112,23.8781,25.0621,24.4571,24.9293,,,
mcm-7;O16297,17.3872,18.4393,15.9374,18.4489,19.0935,21.2335,20.6417,20.457,,,
dnj-19;O16303,13.8135,17.7644,18.7974,16.5657,21.9528,23.3051,23.922,21.3546,,,
dnj-19;O16303,18.4855,18.2925,18.7341,17.6797,20.4339,21.3508,21.768,19.3389,,,
dnj-19;O16303,18.627,20.221,19.6498,16.9458,21.2688,24.4093,24.1757,23.0143,,,
cmd-1;O16305,16.0173,18.61,18.1393,20.5059,21.6469,21.1124,21.5705,21.1594,,,
cmd-1;O16305,18.2513,19.3532,19.2967,18.6608,22.3235,24.8537,25.3422,23.2584,,,
cmd-1;O16305,18.7724,14.2701,17.5071,18.041,19.934,21.7451,19.8527,21.1189,,,
cmd-1;O16305,17.4443,17.8506,19.6404,17.3268,21.1745,24.3993,25.5178,22.2206,,,
cmd-1;O16305,16.9399,18.6688,18.0478,18.9849,19.944,19.2569,21.4515,21.0783,,,
catp-3;O16331,18.1342,19.675,18.8583,17.4169,22.6793,22.3923,23.4544,22.741,,,
catp-3;O16331,24.1336,25.3787,26.1615,24.6021,20.9558,20.6974,21.7349,21.1235,,,
rpt-2;O16368,19.0673,18.6414,18.7466,19.0422,19.3988,19.1526,21.276,19.3459,,,
rpt-2;O16368,17.2834,19.0684,20.5149,18.4703,19.546,21.089,20.6338,21.3972,,,
C36C5.12;O16406,19.8658,18.6544,21.1782,20.3343,25.5515,26.0766,24.8308,27.4018,,,
tag-196;O16454,17.1972,17.9779,17.5756,19.9487,21.0738,20.0176,21.8192,21.355,,,
atp-4;O16517,18.1788,18.3902,18.733,17.4868,21.4086,23.4745,24.274,21.7651,,,
atp-4;O16517,19.1674,18.437,18.4081,17.3271,20.5791,21.3979,21.013,20.9862,,,
atp-4;O16517,17.9011,17.0492,19.4129,19.4034,20.4865,21.3359,21.261,21.131,,,
alh-4;Q8MXJ7,19.4393,19.9072,16.6143,18.6956,25.1273,25.0977,25.4441,24.9072,,,
fbxc-50;O16541,18.7562,19.6217,18.708,20.6846,19.5596,21.3115,21.0091,20.0659,,,
;O16547,27.4227,25.3101,23.4052,26.4476,25.4515,27.8561,27.8422,27.2132,,,
;O16547,19.3552,16.4625,18.3467,14.8583,19.0838,21.0557,21.5868,20.8316,,,
;O16547,16.5089,15.8253,18.6652,20.0486,24.0206,23.8972,24.6879,23.3669,,,
;O16680,18.1521,21.3719,19.951,20.2583,23.0381,25.5229,25.8046,24.637,,,
;O16682,18.9281,17.4385,16.5922,20.2097,26.4789,23.8158,22.1266,22.9617,,,
;O16682,16.1835,16.218,21.3306,18.329,20.1324,21.2825,21.2522,20.1114,,,
;O16682,17.3432,18.3111,20.1748,19.5754,24.7003,23.7814,23.23,23.1237,,,
;O16682,17.0909,17.752,16.7381,19.2523,24.1696,24.1259,23.7345,22.6217,,,
;O16682,24.2381,25.7554,24.1942,24.9664,24.4686,25.5108,24.8689,23.5159,,,
;O16682,20.2307,19.4921,17.8459,19.066,20.759,21.448,21.559,19.0668,,,
;O16682,25.2463,23.7889,23.804,25.4361,24.0075,27.0882,27.0472,25.7974,,,
;O16682,25.0398,26.7735,24.6983,24.5378,23.0581,24.3396,24.1344,23.2299,,,
;O16682,18.0753,18.9174,18.6245,18.1453,20.9868,21.4071,21.5322,20.844,,,
;O16682,19.6886,16.3271,17.2624,16.2879,20.5972,20.7465,21.8751,20.7044,,,
;O16682,15.9804,17.1464,19.0464,16.0766,19.3177,20.6087,21.071,20.8735,,,
;O16684,25.4695,26.1669,25.0106,24.5119,26.5106,27.2745,26.7294,25.7272,,,
;O16697,17.6561,18.8565,16.1478,19.8946,22.5476,23.0412,22.2835,23.1807,,,
;O16697,17.1967,20.5767,18.0442,18.0993,21.669,23.3181,22.2835,23.0599,,,
pat-6;O16785,16.9694,13.6094,18.8671,18.3444,22.4351,21.9699,22.0413,20.847,,,
ugt-41;O16922,19.3963,16.6361,16.376,19.5919,20.5679,21.741,20.3051,20.1506,,,
ugt-41;O16922,19.4161,20.2496,21.1742,18.2702,19.9157,23.4639,23.937,21.7932,,,
;O16997,18.3882,18.0928,15.1579,18.7122,20.6741,20.8772,21.0576,20.9429,,,
;O16997,17.4089,19.8122,16.8792,18.9033,22.051,21.6322,22.7168,21.4687,,,
;O17069,20.1452,22.2017,21.0367,20.9867,20.3677,21.2278,21.0571,19.906,,,
;O17069,20.8509,21.0959,19.8422,21.1201,20.3186,21.2681,19.8131,20.8796,,,
rpt-4;O17071,18.8544,21.4139,19.4453,17.9834,20.3676,21.8357,21.3054,20.3889,,,
rpt-4;O17071,16.3646,19.338,18.3853,17.1791,23.3716,23.8358,24.595,23.7757,,,
;O17167,14.3585,19.2606,20.0668,19.3883,20.9004,20.1125,21.107,19.3936,,,
;O17168,16.6233,16.8826,19.9947,20.0002,19.9043,21.0522,21.0834,20.248,,,
fbxa-165;O17199,17.26,20.1209,17.2328,17.9208,20.6885,20.8798,21.0258,20.4684,,,
rps-22;O17218,16.8267,17.7648,18.1735,18.4292,20.5993,20.6396,20.0664,19.9241,,,
rps-22;O17218,22.4174,21.2021,20.2064,22.4512,24.3168,23.4965,25.0045,24.5615,,,
rps-22;O17218,22.6014,24.7122,22.6895,21.8364,25.3785,26.4431,24.0947,23.2292,,,
mct-6;O17328,16.5977,18.95,16.4996,18.9481,18.8558,19.8181,20.6706,21.199,,,
mct-6;O17328,23.1476,23.8551,25.1468,23.4052,22.2412,24.4798,24.7354,23.8787,,,
mct-6;O17328,17.8949,17.812,16.7462,18.7412,23.3224,24.0699,24.0665,23.0577,,,
mct-6;O17328,19.2573,18.9159,17.7219,17.3157,19.7668,21.769,21.1384,20.1192,,,
mct-6;O17328,17.861,18.6751,19.5956,17.1205,23.3748,23.196,23.2144,22.6092,,,
mct-6;O17328,16.8079,15.3162,17.2552,18.5763,23.3905,24.4342,24.3749,23.7594,,,
tth-1;O17389,15.8482,19.0893,17.4124,19.5019,18.8082,20.6345,20.7635,21.0318,,,
tth-1;O17389,19.8367,19.5504,18.9034,16.6749,19.9515,20.9637,20.9157,21.212,,,
tth-1;O17389,17.3057,17.1664,16.1331,18.1254,20.428,21.3301,21.1329,21.3655,,,
tth-1;O17389,16.3952,18.7592,18.2867,18.5677,20.7529,20.6697,21.3757,21.4375,,,
tth-1;O17389,20.1051,19.2429,19.519,18.1716,20.7939,21.5695,19.5684,21.2256,,,
;O17390,17.1485,15.3356,20.1106,17.0712,19.441,21.0452,20.8605,20.3978,,,
F52H2.6;O17397,23.7791,23.9288,25.4364,24.3346,24.9207,23.8872,23.296,25.3224,,,
F52H2.6;O17397,24.5658,25.6661,27.326,23.3081,23.3593,24.6277,25.0971,22.8128,,,
F52H2.6;O17397,17.8137,17.4111,20.4794,18.435,19.5122,21.6159,21.0936,20.6224,,,
attf-2;O17406,19.3486,20.7049,19.2101,16.2904,20.864,21.2223,21.6736,20.7041,,,
attf-2;O17406,15.5289,17.9264,20.0019,20.7368,20.2329,21.629,21.695,20.7577,,,
attf-2;O17406,18.1664,17.4487,17.7406,19.4351,21.0821,22.3347,23.0799,20.8449,,,
attf-2;O17406,18.7257,16.557,15.3884,16.0497,20.6953,20.1417,21.3379,20.2955,,,
attf-2;O17406,14.4734,18.9619,20.5665,20.5588,19.6134,21.6762,21.8152,21.4342,,,
attf-2;O17406,15.4808,17.2566,20.4157,17.6792,18.9973,21.8973,20.1587,21.4134,,,
attf-2;O17406,17.8906,17.8303,20.5053,19.221,20.4615,20.8191,20.3942,20.9239,,,
attf-2;O17406,19.4254,19.8725,15.4738,16.4145,20.7382,21.1916,21.7942,20.915,,,
;O17524,18.6259,20.789,17.5451,19.4596,19.2866,21.5477,20.2655,21.4491,,,
rap-2;O17599,18.0549,17.4846,20.1389,18.6,19.3185,23.1852,23.1604,21.1444,,,
ruvb-1;O17607,15.5531,17.0446,19.1812,18.2139,24.8227,24.2603,23.3388,26.4654,,,
sams-1;O17680,17.0622,16.7158,21.3092,19.5264,21.8033,23.4919,24.0382,23.3928,,,
;O17682,17.692,18.5812,17.4013,16.4052,24.2003,24.8948,24.8334,24.4487,,,
nasp-2;O17687,20.063,18.341,17.9452,19.7721,20.3108,21.5265,19.4872,21.2515,,,
nasp-2;O17687,17.8169,20.3948,19.5006,17.3714,20.1139,21.3189,20.2601,20.709,,,
nasp-2;O17687,23.3478,24.5406,24.6776,23.4408,20.7357,21.0465,21.5282,21.3245,,,
nasp-2;O17687,18.8884,19.5648,18.7698,15.1432,20.5964,20.9784,21.6735,20.6745,,,
nasp-2;O17687,19.3818,17.3074,19.1075,17.369,20.444,20.5435,21.5934,20.9934,,,
nasp-2;O17687,20.388,20.8163,18.8557,19.7312,19.2943,21.4317,20.0584,21.2626,,,
nasp-2;O17687,18.3661,14.9227,16.7918,18.1901,20.9476,21.6669,21.7965,20.3541,,,
nasp-2;O17687,18.0876,17.4911,16.0635,17.238,20.5219,21.7003,21.7123,20.8469,,,
nasp-2;O17687,16.4374,16.7289,20.3152,18.5744,20.2071,19.7877,20.8254,20.8567,,,
nasp-2;O17687,22.1401,21.7247,23.7034,22.0815,23.4338,22.4799,21.2909,22.1552,,,
nasp-2;O17687,16.8788,19.4073,20.6724,21.2012,19.0502,21.8301,21.6854,20.2244,,,
nasp-2;O17687,17.7564,19.0381,16.2001,20.4148,19.5965,20.8504,20.4517,19.7316,,,
nasp-2;O17687,17.4272,19.2845,17.7199,17.9533,20.6219,21.204,20.6039,20.9798,,,
nasp-2;O17687,15.0947,19.747,17.4366,17.2432,19.5392,21.4318,20.3981,19.9147,,,
nasp-2;O17687,17.9388,18.5779,16.9041,14.2586,20.0371,19.3997,20.8709,21.3139,,,
hda-1;O17695,20.4798,17.8336,18.2133,16.2776,22.9543,23.7282,23.3969,22.2221,,,
;O17742,16.5375,16.7445,19.0074,16.6764,19.3307,22.2312,23.1235,22.0919,,,
tkt-1;O17759,18.0934,21.1001,19.4749,19.6726,26.4108,24.0887,25.5713,24.115,,,
tkt-1;O17759,17.3578,17.8116,20.7465,18.5774,20.3162,21.458,20.3332,18.6312,,,
;O17773,17.6181,16.7491,19.3739,17.3363,19.7971,20.5921,21.7801,19.2374,,,
;O17785,23.4624,23.3007,21.8736,24.002,23.8407,25.7497,25.9461,23.9729,,,
;O17785,19.566,18.2815,18.8702,18.5264,21.0711,20.9677,18.9165,19.9936,,,
;O17893,27.559,27.1753,23.35,27.0685,20.3575,19.9467,21.1882,21.2399,,,
ctg-1;O17907,16.2153,18.5091,18.6052,19.1453,20.835,21.0157,21.0176,21.0781,,,
ctg-1;O17907,17.037,20.9074,19.252,17.3816,24.6999,23.6735,24.4702,22.1565,,,
ctg-1;O17907,16.2639,15.2885,18.5957,15.9869,22.8815,24.8994,24.5321,24.3474,,,
ctg-1;O17907,19.3749,17.0098,18.8043,18.7396,23.7862,25.6474,25.0744,24.5975,,,
enu-3.6;enu-3.4;enu-3.5;enu-3.2;enu-3.3;O17914,24.6439,25.6952,25.8389,25.8114,23.9642,25.14,24.8376,24.2908,,,
ran-1;O17915,18.5791,21.0588,18.8469,18.6777,23.1383,24.2906,24.4149,24.7598,,,
